pokemon_form_identifier,version_identifier,type,note,image_path,image_path_20,image_path_40,image_path_70,image_path_100
bulbasaur-default,yellow,front-normal,,https://cdn.pokedb.org/b627fa01c55883dccb677e0e84de691986f57f261945e0245109985069aa3d79,https://cdn.pokedb.org/b627fa01c55883dccb677e0e84de691986f57f261945e0245109985069aa3d79w20h20,https://cdn.pokedb.org/b627fa01c55883dccb677e0e84de691986f57f261945e0245109985069aa3d79w40h40,https://cdn.pokedb.org/b627fa01c55883dccb677e0e84de691986f57f261945e0245109985069aa3d79w70h70,https://cdn.pokedb.org/b627fa01c55883dccb677e0e84de691986f57f261945e0245109985069aa3d79w100h100
bulbasaur-default,sword-shield,front-normal,,https://cdn.pokedb.org/fc85a35eeeb1b28074388fc48339aa038b67a1beb21e4dfd0ee4e7b7d4913892,https://cdn.pokedb.org/fc85a35eeeb1b28074388fc48339aa038b67a1beb21e4dfd0ee4e7b7d4913892w20h20,https://cdn.pokedb.org/fc85a35eeeb1b28074388fc48339aa038b67a1beb21e4dfd0ee4e7b7d4913892w40h40,https://cdn.pokedb.org/fc85a35eeeb1b28074388fc48339aa038b67a1beb21e4dfd0ee4e7b7d4913892w70h70,https://cdn.pokedb.org/fc85a35eeeb1b28074388fc48339aa038b67a1beb21e4dfd0ee4e7b7d4913892w100h100
bulbasaur-default,x-y,back-normal,,https://cdn.pokedb.org/ae3b9890f8fa0d09035240ca8f6fd981db4c4156d1bb40ca5ea475a4fa59874c,https://cdn.pokedb.org/ae3b9890f8fa0d09035240ca8f6fd981db4c4156d1bb40ca5ea475a4fa59874cw20h20,https://cdn.pokedb.org/ae3b9890f8fa0d09035240ca8f6fd981db4c4156d1bb40ca5ea475a4fa59874cw40h40,https://cdn.pokedb.org/ae3b9890f8fa0d09035240ca8f6fd981db4c4156d1bb40ca5ea475a4fa59874cw70h70,https://cdn.pokedb.org/ae3b9890f8fa0d09035240ca8f6fd981db4c4156d1bb40ca5ea475a4fa59874cw100h100
bulbasaur-default,x-y,back-shiny,,https://cdn.pokedb.org/f1704f651d494ed908871e2622feb84ad631020affc8a9eb68f04c12ece038aa,https://cdn.pokedb.org/f1704f651d494ed908871e2622feb84ad631020affc8a9eb68f04c12ece038aaw20h20,https://cdn.pokedb.org/f1704f651d494ed908871e2622feb84ad631020affc8a9eb68f04c12ece038aaw40h40,https://cdn.pokedb.org/f1704f651d494ed908871e2622feb84ad631020affc8a9eb68f04c12ece038aaw70h70,https://cdn.pokedb.org/f1704f651d494ed908871e2622feb84ad631020affc8a9eb68f04c12ece038aaw100h100
ivysaur-default,lets-go-pikachu-lets-go-eevee,front-normal,,https://cdn.pokedb.org/4f7609e0aa61d46cf57d61c2859c494095dd215f73cda68009f7ab20dc3791d5,https://cdn.pokedb.org/4f7609e0aa61d46cf57d61c2859c494095dd215f73cda68009f7ab20dc3791d5w20h20,https://cdn.pokedb.org/4f7609e0aa61d46cf57d61c2859c494095dd215f73cda68009f7ab20dc3791d5w40h40,https://cdn.pokedb.org/4f7609e0aa61d46cf57d61c2859c494095dd215f73cda68009f7ab20dc3791d5w70h70,https://cdn.pokedb.org/4f7609e0aa61d46cf57d61c2859c494095dd215f73cda68009f7ab20dc3791d5w100h100
ivysaur-default,sword-shield,front-shiny,,https://cdn.pokedb.org/c45c32399bbadc106cd45403551c51eaba0d3bde23cbcef8f6c4b88758bc8602,https://cdn.pokedb.org/c45c32399bbadc106cd45403551c51eaba0d3bde23cbcef8f6c4b88758bc8602w20h20,https://cdn.pokedb.org/c45c32399bbadc106cd45403551c51eaba0d3bde23cbcef8f6c4b88758bc8602w40h40,https://cdn.pokedb.org/c45c32399bbadc106cd45403551c51eaba0d3bde23cbcef8f6c4b88758bc8602w70h70,https://cdn.pokedb.org/c45c32399bbadc106cd45403551c51eaba0d3bde23cbcef8f6c4b88758bc8602w100h100
ivysaur-default,battle-revolution,front-shiny,,https://cdn.pokedb.org/9f4092e413b9ae42d1799b8225afe71d71d4c1f1a5c7384b694c5500674a0087,https://cdn.pokedb.org/9f4092e413b9ae42d1799b8225afe71d71d4c1f1a5c7384b694c5500674a0087w20h20,https://cdn.pokedb.org/9f4092e413b9ae42d1799b8225afe71d71d4c1f1a5c7384b694c5500674a0087w40h40,https://cdn.pokedb.org/9f4092e413b9ae42d1799b8225afe71d71d4c1f1a5c7384b694c5500674a0087w70h70,https://cdn.pokedb.org/9f4092e413b9ae42d1799b8225afe71d71d4c1f1a5c7384b694c5500674a0087w100h100
ivysaur-default,black-white,front-normal,,https://cdn.pokedb.org/beeb03e8dc8c595f9af181e0312beff812d1c75764cfbcb5932a8d4482318d9d,https://cdn.pokedb.org/beeb03e8dc8c595f9af181e0312beff812d1c75764cfbcb5932a8d4482318d9dw20h20,https://cdn.pokedb.org/beeb03e8dc8c595f9af181e0312beff812d1c75764cfbcb5932a8d4482318d9dw40h40,https://cdn.pokedb.org/beeb03e8dc8c595f9af181e0312beff812d1c75764cfbcb5932a8d4482318d9dw70h70,https://cdn.pokedb.org/beeb03e8dc8c595f9af181e0312beff812d1c75764cfbcb5932a8d4482318d9dw100h100
ivysaur-default,black-white,back-shiny,,https://cdn.pokedb.org/dbb157d41c47c1f4a932c613d81e9553f65c1569059d9e9121ce907681bcc6b3,https://cdn.pokedb.org/dbb157d41c47c1f4a932c613d81e9553f65c1569059d9e9121ce907681bcc6b3w20h20,https://cdn.pokedb.org/dbb157d41c47c1f4a932c613d81e9553f65c1569059d9e9121ce907681bcc6b3w40h40,https://cdn.pokedb.org/dbb157d41c47c1f4a932c613d81e9553f65c1569059d9e9121ce907681bcc6b3w70h70,https://cdn.pokedb.org/dbb157d41c47c1f4a932c613d81e9553f65c1569059d9e9121ce907681bcc6b3w100h100
ivysaur-default,black-white,front-shiny,,https://cdn.pokedb.org/07fdf63a1f978bfb9da8fd8b396b04ed41767cc140ce320b02d951351acbd2fa,https://cdn.pokedb.org/07fdf63a1f978bfb9da8fd8b396b04ed41767cc140ce320b02d951351acbd2faw20h20,https://cdn.pokedb.org/07fdf63a1f978bfb9da8fd8b396b04ed41767cc140ce320b02d951351acbd2faw40h40,https://cdn.pokedb.org/07fdf63a1f978bfb9da8fd8b396b04ed41767cc140ce320b02d951351acbd2faw70h70,https://cdn.pokedb.org/07fdf63a1f978bfb9da8fd8b396b04ed41767cc140ce320b02d951351acbd2faw100h100
ivysaur-default,crystal,front-normal,,https://cdn.pokedb.org/918e455dd9c87a674abf8c97f6d5b915bbdb25f40797b2ef937ff7ab236ffca9,https://cdn.pokedb.org/918e455dd9c87a674abf8c97f6d5b915bbdb25f40797b2ef937ff7ab236ffca9w20h20,https://cdn.pokedb.org/918e455dd9c87a674abf8c97f6d5b915bbdb25f40797b2ef937ff7ab236ffca9w40h40,https://cdn.pokedb.org/918e455dd9c87a674abf8c97f6d5b915bbdb25f40797b2ef937ff7ab236ffca9w70h70,https://cdn.pokedb.org/918e455dd9c87a674abf8c97f6d5b915bbdb25f40797b2ef937ff7ab236ffca9w100h100
ivysaur-default,crystal,front-shiny,,https://cdn.pokedb.org/a959712906a6b17491bfae87010a6c697594f32e343ed5b5301ee16812b2618e,https://cdn.pokedb.org/a959712906a6b17491bfae87010a6c697594f32e343ed5b5301ee16812b2618ew20h20,https://cdn.pokedb.org/a959712906a6b17491bfae87010a6c697594f32e343ed5b5301ee16812b2618ew40h40,https://cdn.pokedb.org/a959712906a6b17491bfae87010a6c697594f32e343ed5b5301ee16812b2618ew70h70,https://cdn.pokedb.org/a959712906a6b17491bfae87010a6c697594f32e343ed5b5301ee16812b2618ew100h100
ivysaur-default,diamond-pearl,front-normal,,https://cdn.pokedb.org/0eb57f9f7b21ca3a77facaf39e1f1f02cd7f252728a13b04142bb51877975b2f,https://cdn.pokedb.org/0eb57f9f7b21ca3a77facaf39e1f1f02cd7f252728a13b04142bb51877975b2fw20h20,https://cdn.pokedb.org/0eb57f9f7b21ca3a77facaf39e1f1f02cd7f252728a13b04142bb51877975b2fw40h40,https://cdn.pokedb.org/0eb57f9f7b21ca3a77facaf39e1f1f02cd7f252728a13b04142bb51877975b2fw70h70,https://cdn.pokedb.org/0eb57f9f7b21ca3a77facaf39e1f1f02cd7f252728a13b04142bb51877975b2fw100h100
ivysaur-default,diamond-pearl,front-normal,,https://cdn.pokedb.org/ba8170ae4e0086905af9dd857307b71c1ae8e08d3503095c0b63ef18d641efd1,https://cdn.pokedb.org/ba8170ae4e0086905af9dd857307b71c1ae8e08d3503095c0b63ef18d641efd1w20h20,https://cdn.pokedb.org/ba8170ae4e0086905af9dd857307b71c1ae8e08d3503095c0b63ef18d641efd1w40h40,https://cdn.pokedb.org/ba8170ae4e0086905af9dd857307b71c1ae8e08d3503095c0b63ef18d641efd1w70h70,https://cdn.pokedb.org/ba8170ae4e0086905af9dd857307b71c1ae8e08d3503095c0b63ef18d641efd1w100h100
ivysaur-default,emerald,front-normal,,https://cdn.pokedb.org/1a8bdb4400405aba1837bed1ad974524ff43e5053dffe2f9d18d135e44638d74,https://cdn.pokedb.org/1a8bdb4400405aba1837bed1ad974524ff43e5053dffe2f9d18d135e44638d74w20h20,https://cdn.pokedb.org/1a8bdb4400405aba1837bed1ad974524ff43e5053dffe2f9d18d135e44638d74w40h40,https://cdn.pokedb.org/1a8bdb4400405aba1837bed1ad974524ff43e5053dffe2f9d18d135e44638d74w70h70,https://cdn.pokedb.org/1a8bdb4400405aba1837bed1ad974524ff43e5053dffe2f9d18d135e44638d74w100h100
ivysaur-default,emerald,front-shiny,,https://cdn.pokedb.org/c529b901a57101e3e6c2db0268023c4fcf4b426c784c456c083a5d587bb6024a,https://cdn.pokedb.org/c529b901a57101e3e6c2db0268023c4fcf4b426c784c456c083a5d587bb6024aw20h20,https://cdn.pokedb.org/c529b901a57101e3e6c2db0268023c4fcf4b426c784c456c083a5d587bb6024aw40h40,https://cdn.pokedb.org/c529b901a57101e3e6c2db0268023c4fcf4b426c784c456c083a5d587bb6024aw70h70,https://cdn.pokedb.org/c529b901a57101e3e6c2db0268023c4fcf4b426c784c456c083a5d587bb6024aw100h100
ivysaur-default,firered-leafgreen,back-normal,,https://cdn.pokedb.org/72729e3509838ea7915c37f89de4c4d021fd864bfc4894f7d11f2c7fb6067bc1,https://cdn.pokedb.org/72729e3509838ea7915c37f89de4c4d021fd864bfc4894f7d11f2c7fb6067bc1w20h20,https://cdn.pokedb.org/72729e3509838ea7915c37f89de4c4d021fd864bfc4894f7d11f2c7fb6067bc1w40h40,https://cdn.pokedb.org/72729e3509838ea7915c37f89de4c4d021fd864bfc4894f7d11f2c7fb6067bc1w70h70,https://cdn.pokedb.org/72729e3509838ea7915c37f89de4c4d021fd864bfc4894f7d11f2c7fb6067bc1w100h100
ivysaur-default,firered-leafgreen,front-normal,,https://cdn.pokedb.org/b412cd317efaf9586e1006b31278ab8db204a0d6136554834d44f53b001431bc,https://cdn.pokedb.org/b412cd317efaf9586e1006b31278ab8db204a0d6136554834d44f53b001431bcw20h20,https://cdn.pokedb.org/b412cd317efaf9586e1006b31278ab8db204a0d6136554834d44f53b001431bcw40h40,https://cdn.pokedb.org/b412cd317efaf9586e1006b31278ab8db204a0d6136554834d44f53b001431bcw70h70,https://cdn.pokedb.org/b412cd317efaf9586e1006b31278ab8db204a0d6136554834d44f53b001431bcw100h100
ivysaur-default,firered-leafgreen,front-shiny,,https://cdn.pokedb.org/9439a91611457eb103b09403847f17a6b17f44c18b8d615d23a75351c9a2e898,https://cdn.pokedb.org/9439a91611457eb103b09403847f17a6b17f44c18b8d615d23a75351c9a2e898w20h20,https://cdn.pokedb.org/9439a91611457eb103b09403847f17a6b17f44c18b8d615d23a75351c9a2e898w40h40,https://cdn.pokedb.org/9439a91611457eb103b09403847f17a6b17f44c18b8d615d23a75351c9a2e898w70h70,https://cdn.pokedb.org/9439a91611457eb103b09403847f17a6b17f44c18b8d615d23a75351c9a2e898w100h100
ivysaur-default,gold,front-normal,,https://cdn.pokedb.org/7a9d59bd1ae1b99840ccf8c1588344a349ff8866cfc5d0245f7b99cd653c9e9b,https://cdn.pokedb.org/7a9d59bd1ae1b99840ccf8c1588344a349ff8866cfc5d0245f7b99cd653c9e9bw20h20,https://cdn.pokedb.org/7a9d59bd1ae1b99840ccf8c1588344a349ff8866cfc5d0245f7b99cd653c9e9bw40h40,https://cdn.pokedb.org/7a9d59bd1ae1b99840ccf8c1588344a349ff8866cfc5d0245f7b99cd653c9e9bw70h70,https://cdn.pokedb.org/7a9d59bd1ae1b99840ccf8c1588344a349ff8866cfc5d0245f7b99cd653c9e9bw100h100
ivysaur-default,gold,front-shiny,,https://cdn.pokedb.org/b4506b3ad9d897fa23de1a02a1b080d785708a81c8ae664ec4ee5a852cfbafcd,https://cdn.pokedb.org/b4506b3ad9d897fa23de1a02a1b080d785708a81c8ae664ec4ee5a852cfbafcdw20h20,https://cdn.pokedb.org/b4506b3ad9d897fa23de1a02a1b080d785708a81c8ae664ec4ee5a852cfbafcdw40h40,https://cdn.pokedb.org/b4506b3ad9d897fa23de1a02a1b080d785708a81c8ae664ec4ee5a852cfbafcdw70h70,https://cdn.pokedb.org/b4506b3ad9d897fa23de1a02a1b080d785708a81c8ae664ec4ee5a852cfbafcdw100h100
ivysaur-default,gold-silver,back-normal,,https://cdn.pokedb.org/d1d34d7e1604e018fe469a80d0b121e1ccec78a7b36406f3a92bb59bff082602,https://cdn.pokedb.org/d1d34d7e1604e018fe469a80d0b121e1ccec78a7b36406f3a92bb59bff082602w20h20,https://cdn.pokedb.org/d1d34d7e1604e018fe469a80d0b121e1ccec78a7b36406f3a92bb59bff082602w40h40,https://cdn.pokedb.org/d1d34d7e1604e018fe469a80d0b121e1ccec78a7b36406f3a92bb59bff082602w70h70,https://cdn.pokedb.org/d1d34d7e1604e018fe469a80d0b121e1ccec78a7b36406f3a92bb59bff082602w100h100
ivysaur-default,gold-silver,back-shiny,,https://cdn.pokedb.org/7c0cae7668c4702d3e38d2cfbb5f25cbaed42653b55628ecbb1f11e2b220eb20,https://cdn.pokedb.org/7c0cae7668c4702d3e38d2cfbb5f25cbaed42653b55628ecbb1f11e2b220eb20w20h20,https://cdn.pokedb.org/7c0cae7668c4702d3e38d2cfbb5f25cbaed42653b55628ecbb1f11e2b220eb20w40h40,https://cdn.pokedb.org/7c0cae7668c4702d3e38d2cfbb5f25cbaed42653b55628ecbb1f11e2b220eb20w70h70,https://cdn.pokedb.org/7c0cae7668c4702d3e38d2cfbb5f25cbaed42653b55628ecbb1f11e2b220eb20w100h100
ivysaur-default,heartgold-soulsilver,back-normal,,https://cdn.pokedb.org/f003f09dbb8af5a53cff742bf550bfd303fbb2fc2674101703e2cc7f38e02c91,https://cdn.pokedb.org/f003f09dbb8af5a53cff742bf550bfd303fbb2fc2674101703e2cc7f38e02c91w20h20,https://cdn.pokedb.org/f003f09dbb8af5a53cff742bf550bfd303fbb2fc2674101703e2cc7f38e02c91w40h40,https://cdn.pokedb.org/f003f09dbb8af5a53cff742bf550bfd303fbb2fc2674101703e2cc7f38e02c91w70h70,https://cdn.pokedb.org/f003f09dbb8af5a53cff742bf550bfd303fbb2fc2674101703e2cc7f38e02c91w100h100
ivysaur-default,heartgold-soulsilver,front-normal,,https://cdn.pokedb.org/fdcc0d8b7258b3fbf126de4cc36e8ae7378be8d97caa18d3a1f447b4a12537fb,https://cdn.pokedb.org/fdcc0d8b7258b3fbf126de4cc36e8ae7378be8d97caa18d3a1f447b4a12537fbw20h20,https://cdn.pokedb.org/fdcc0d8b7258b3fbf126de4cc36e8ae7378be8d97caa18d3a1f447b4a12537fbw40h40,https://cdn.pokedb.org/fdcc0d8b7258b3fbf126de4cc36e8ae7378be8d97caa18d3a1f447b4a12537fbw70h70,https://cdn.pokedb.org/fdcc0d8b7258b3fbf126de4cc36e8ae7378be8d97caa18d3a1f447b4a12537fbw100h100
ivysaur-default,heartgold-soulsilver,back-shiny,,https://cdn.pokedb.org/4aa6e61f96dc1e1937dbd588e732f0d155d5709c66d79702f2fe17bd656dff5c,https://cdn.pokedb.org/4aa6e61f96dc1e1937dbd588e732f0d155d5709c66d79702f2fe17bd656dff5cw20h20,https://cdn.pokedb.org/4aa6e61f96dc1e1937dbd588e732f0d155d5709c66d79702f2fe17bd656dff5cw40h40,https://cdn.pokedb.org/4aa6e61f96dc1e1937dbd588e732f0d155d5709c66d79702f2fe17bd656dff5cw70h70,https://cdn.pokedb.org/4aa6e61f96dc1e1937dbd588e732f0d155d5709c66d79702f2fe17bd656dff5cw100h100
ivysaur-default,heartgold-soulsilver,front-normal,,https://cdn.pokedb.org/1035168e62beedb1ad89d823581c5bac55bea09e4fa578f7558bc4fcf9c40274,https://cdn.pokedb.org/1035168e62beedb1ad89d823581c5bac55bea09e4fa578f7558bc4fcf9c40274w20h20,https://cdn.pokedb.org/1035168e62beedb1ad89d823581c5bac55bea09e4fa578f7558bc4fcf9c40274w40h40,https://cdn.pokedb.org/1035168e62beedb1ad89d823581c5bac55bea09e4fa578f7558bc4fcf9c40274w70h70,https://cdn.pokedb.org/1035168e62beedb1ad89d823581c5bac55bea09e4fa578f7558bc4fcf9c40274w100h100
ivysaur-default,heartgold-soulsilver,front-shiny,,https://cdn.pokedb.org/fcd6f5854f8041740ec999aa837abbc3cd363e94ff33499b27c86d52416958f5,https://cdn.pokedb.org/fcd6f5854f8041740ec999aa837abbc3cd363e94ff33499b27c86d52416958f5w20h20,https://cdn.pokedb.org/fcd6f5854f8041740ec999aa837abbc3cd363e94ff33499b27c86d52416958f5w40h40,https://cdn.pokedb.org/fcd6f5854f8041740ec999aa837abbc3cd363e94ff33499b27c86d52416958f5w70h70,https://cdn.pokedb.org/fcd6f5854f8041740ec999aa837abbc3cd363e94ff33499b27c86d52416958f5w100h100
ivysaur-default,heartgold-soulsilver,front-shiny,,https://cdn.pokedb.org/298a53a24b34f32e410cef6a446cae2317fb2d0058fcc319b9ef605648865c12,https://cdn.pokedb.org/298a53a24b34f32e410cef6a446cae2317fb2d0058fcc319b9ef605648865c12w20h20,https://cdn.pokedb.org/298a53a24b34f32e410cef6a446cae2317fb2d0058fcc319b9ef605648865c12w40h40,https://cdn.pokedb.org/298a53a24b34f32e410cef6a446cae2317fb2d0058fcc319b9ef605648865c12w70h70,https://cdn.pokedb.org/298a53a24b34f32e410cef6a446cae2317fb2d0058fcc319b9ef605648865c12w100h100
ivysaur-default,home,front-normal,,https://cdn.pokedb.org/19fbf88ec14e2d43e9887e245a091ebdbef6ed70443290faa6d00c0f0efca800,https://cdn.pokedb.org/19fbf88ec14e2d43e9887e245a091ebdbef6ed70443290faa6d00c0f0efca800w20h20,https://cdn.pokedb.org/19fbf88ec14e2d43e9887e245a091ebdbef6ed70443290faa6d00c0f0efca800w40h40,https://cdn.pokedb.org/19fbf88ec14e2d43e9887e245a091ebdbef6ed70443290faa6d00c0f0efca800w70h70,https://cdn.pokedb.org/19fbf88ec14e2d43e9887e245a091ebdbef6ed70443290faa6d00c0f0efca800w100h100
ivysaur-default,home,front-shiny,,https://cdn.pokedb.org/e7c83431ba0f4fc815422b614a38400dc9666f340d95283f432dce497aae712f,https://cdn.pokedb.org/e7c83431ba0f4fc815422b614a38400dc9666f340d95283f432dce497aae712fw20h20,https://cdn.pokedb.org/e7c83431ba0f4fc815422b614a38400dc9666f340d95283f432dce497aae712fw40h40,https://cdn.pokedb.org/e7c83431ba0f4fc815422b614a38400dc9666f340d95283f432dce497aae712fw70h70,https://cdn.pokedb.org/e7c83431ba0f4fc815422b614a38400dc9666f340d95283f432dce497aae712fw100h100
ivysaur-default,platinum,front-normal,,https://cdn.pokedb.org/fbf166833642289100bd602aa541536919cf248602191ed900e6eaab45a71225,https://cdn.pokedb.org/fbf166833642289100bd602aa541536919cf248602191ed900e6eaab45a71225w20h20,https://cdn.pokedb.org/fbf166833642289100bd602aa541536919cf248602191ed900e6eaab45a71225w40h40,https://cdn.pokedb.org/fbf166833642289100bd602aa541536919cf248602191ed900e6eaab45a71225w70h70,https://cdn.pokedb.org/fbf166833642289100bd602aa541536919cf248602191ed900e6eaab45a71225w100h100
ivysaur-default,platinum,front-normal,,https://cdn.pokedb.org/553980ce91ec29234e2754be1e4ae9c4cdb2b22132f3f590e0929dee80267b96,https://cdn.pokedb.org/553980ce91ec29234e2754be1e4ae9c4cdb2b22132f3f590e0929dee80267b96w20h20,https://cdn.pokedb.org/553980ce91ec29234e2754be1e4ae9c4cdb2b22132f3f590e0929dee80267b96w40h40,https://cdn.pokedb.org/553980ce91ec29234e2754be1e4ae9c4cdb2b22132f3f590e0929dee80267b96w70h70,https://cdn.pokedb.org/553980ce91ec29234e2754be1e4ae9c4cdb2b22132f3f590e0929dee80267b96w100h100
ivysaur-default,platinum,front-shiny,,https://cdn.pokedb.org/99738799570b2764680941ef7ccb28dc54259bcce1b06c83b8d0ba99879afa30,https://cdn.pokedb.org/99738799570b2764680941ef7ccb28dc54259bcce1b06c83b8d0ba99879afa30w20h20,https://cdn.pokedb.org/99738799570b2764680941ef7ccb28dc54259bcce1b06c83b8d0ba99879afa30w40h40,https://cdn.pokedb.org/99738799570b2764680941ef7ccb28dc54259bcce1b06c83b8d0ba99879afa30w70h70,https://cdn.pokedb.org/99738799570b2764680941ef7ccb28dc54259bcce1b06c83b8d0ba99879afa30w100h100
ivysaur-default,platinum,front-shiny,,https://cdn.pokedb.org/5d2ff893a59ef15e0c17b56a55f1e1768417aa0b2e10c1fe447bc8db3619bb61,https://cdn.pokedb.org/5d2ff893a59ef15e0c17b56a55f1e1768417aa0b2e10c1fe447bc8db3619bb61w20h20,https://cdn.pokedb.org/5d2ff893a59ef15e0c17b56a55f1e1768417aa0b2e10c1fe447bc8db3619bb61w40h40,https://cdn.pokedb.org/5d2ff893a59ef15e0c17b56a55f1e1768417aa0b2e10c1fe447bc8db3619bb61w70h70,https://cdn.pokedb.org/5d2ff893a59ef15e0c17b56a55f1e1768417aa0b2e10c1fe447bc8db3619bb61w100h100
ivysaur-default,red-blue,front-normal,,https://cdn.pokedb.org/74ae74212d346c28ab3bce17db6d289da88c1dd517700a1ce1039b5df402cbdf,https://cdn.pokedb.org/74ae74212d346c28ab3bce17db6d289da88c1dd517700a1ce1039b5df402cbdfw20h20,https://cdn.pokedb.org/74ae74212d346c28ab3bce17db6d289da88c1dd517700a1ce1039b5df402cbdfw40h40,https://cdn.pokedb.org/74ae74212d346c28ab3bce17db6d289da88c1dd517700a1ce1039b5df402cbdfw70h70,https://cdn.pokedb.org/74ae74212d346c28ab3bce17db6d289da88c1dd517700a1ce1039b5df402cbdfw100h100
ivysaur-default,red-green,back-normal,,https://cdn.pokedb.org/0be72e29c60a3067c2942ba6b9eef342f8cc4c3b2337b149a71c11c5bdcb8679,https://cdn.pokedb.org/0be72e29c60a3067c2942ba6b9eef342f8cc4c3b2337b149a71c11c5bdcb8679w20h20,https://cdn.pokedb.org/0be72e29c60a3067c2942ba6b9eef342f8cc4c3b2337b149a71c11c5bdcb8679w40h40,https://cdn.pokedb.org/0be72e29c60a3067c2942ba6b9eef342f8cc4c3b2337b149a71c11c5bdcb8679w70h70,https://cdn.pokedb.org/0be72e29c60a3067c2942ba6b9eef342f8cc4c3b2337b149a71c11c5bdcb8679w100h100
ivysaur-default,red-green,front-normal,,https://cdn.pokedb.org/a49a9eea7e0b300c76a476f30c029ad218e54e2097509abb332634f9c564fa68,https://cdn.pokedb.org/a49a9eea7e0b300c76a476f30c029ad218e54e2097509abb332634f9c564fa68w20h20,https://cdn.pokedb.org/a49a9eea7e0b300c76a476f30c029ad218e54e2097509abb332634f9c564fa68w40h40,https://cdn.pokedb.org/a49a9eea7e0b300c76a476f30c029ad218e54e2097509abb332634f9c564fa68w70h70,https://cdn.pokedb.org/a49a9eea7e0b300c76a476f30c029ad218e54e2097509abb332634f9c564fa68w100h100
ivysaur-default,ruby-sapphire,front-normal,,https://cdn.pokedb.org/e208dc4b6e2750d786ac96e05f0234385389df49b3005cd21ef3f60e93b73ca5,https://cdn.pokedb.org/e208dc4b6e2750d786ac96e05f0234385389df49b3005cd21ef3f60e93b73ca5w20h20,https://cdn.pokedb.org/e208dc4b6e2750d786ac96e05f0234385389df49b3005cd21ef3f60e93b73ca5w40h40,https://cdn.pokedb.org/e208dc4b6e2750d786ac96e05f0234385389df49b3005cd21ef3f60e93b73ca5w70h70,https://cdn.pokedb.org/e208dc4b6e2750d786ac96e05f0234385389df49b3005cd21ef3f60e93b73ca5w100h100
ivysaur-default,ruby-sapphire,front-shiny,,https://cdn.pokedb.org/b3646c406969c84d63c0a01eb4b8c3b7dc14d017d6c8256d047bf6820a2db930,https://cdn.pokedb.org/b3646c406969c84d63c0a01eb4b8c3b7dc14d017d6c8256d047bf6820a2db930w20h20,https://cdn.pokedb.org/b3646c406969c84d63c0a01eb4b8c3b7dc14d017d6c8256d047bf6820a2db930w40h40,https://cdn.pokedb.org/b3646c406969c84d63c0a01eb4b8c3b7dc14d017d6c8256d047bf6820a2db930w70h70,https://cdn.pokedb.org/b3646c406969c84d63c0a01eb4b8c3b7dc14d017d6c8256d047bf6820a2db930w100h100
ivysaur-default,silver,front-normal,,https://cdn.pokedb.org/981eda4b4028768e85be83f311f3822039074de491bbfd51d865a33704764dba,https://cdn.pokedb.org/981eda4b4028768e85be83f311f3822039074de491bbfd51d865a33704764dbaw20h20,https://cdn.pokedb.org/981eda4b4028768e85be83f311f3822039074de491bbfd51d865a33704764dbaw40h40,https://cdn.pokedb.org/981eda4b4028768e85be83f311f3822039074de491bbfd51d865a33704764dbaw70h70,https://cdn.pokedb.org/981eda4b4028768e85be83f311f3822039074de491bbfd51d865a33704764dbaw100h100
ivysaur-default,silver,front-shiny,,https://cdn.pokedb.org/2e241cd3349801e2c35ded064727939361b04c527e19636bd50e0ae3a02727fe,https://cdn.pokedb.org/2e241cd3349801e2c35ded064727939361b04c527e19636bd50e0ae3a02727few20h20,https://cdn.pokedb.org/2e241cd3349801e2c35ded064727939361b04c527e19636bd50e0ae3a02727few40h40,https://cdn.pokedb.org/2e241cd3349801e2c35ded064727939361b04c527e19636bd50e0ae3a02727few70h70,https://cdn.pokedb.org/2e241cd3349801e2c35ded064727939361b04c527e19636bd50e0ae3a02727few100h100
ivysaur-default,stadium-2,front-normal,,https://cdn.pokedb.org/dad402712d9b7025a2c3e9179c0bb7fa01aa224c37c8055c5c86d54bb1e2d840,https://cdn.pokedb.org/dad402712d9b7025a2c3e9179c0bb7fa01aa224c37c8055c5c86d54bb1e2d840w20h20,https://cdn.pokedb.org/dad402712d9b7025a2c3e9179c0bb7fa01aa224c37c8055c5c86d54bb1e2d840w40h40,https://cdn.pokedb.org/dad402712d9b7025a2c3e9179c0bb7fa01aa224c37c8055c5c86d54bb1e2d840w70h70,https://cdn.pokedb.org/dad402712d9b7025a2c3e9179c0bb7fa01aa224c37c8055c5c86d54bb1e2d840w100h100
ivysaur-default,stadium-2,front-shiny,,https://cdn.pokedb.org/c60a323ff24d3195cfc4e6d1a845ca390f1e0733fbc71c2c328ed9c994b5b523,https://cdn.pokedb.org/c60a323ff24d3195cfc4e6d1a845ca390f1e0733fbc71c2c328ed9c994b5b523w20h20,https://cdn.pokedb.org/c60a323ff24d3195cfc4e6d1a845ca390f1e0733fbc71c2c328ed9c994b5b523w40h40,https://cdn.pokedb.org/c60a323ff24d3195cfc4e6d1a845ca390f1e0733fbc71c2c328ed9c994b5b523w70h70,https://cdn.pokedb.org/c60a323ff24d3195cfc4e6d1a845ca390f1e0733fbc71c2c328ed9c994b5b523w100h100
