ndex_id,name_english,name_german,name_french,name_spanish,name_italian,name_japanese,name_japanese_romanized,name_korean,name_korean_romanized,name_chinese_traditional,name_chinese_simplified,name_chinese_romanized,identifier
169,Crobat,Iksbat,Nostenfer,Crobat,Crobat,クロバット,Kurobatto,크로뱃,Keurobaet,叉字蝠,叉字蝠,Chāzìfú,crobat
170,Chinchou,Lampi,Loupio,Chinchou,Chinchou,チョンチー,Chonchī,초라기,Choragi,燈籠魚,灯笼鱼,Dēnglóngyú,chinchou
171,Lanturn,Lanturn,Lanturn,Lanturn,Lanturn,ランターン,Rantān,랜턴,Raenteon,電燈怪,电灯怪,Diàndēngguài,lanturn
172,Pichu,Pichu,Pichu,Pichu,Pichu,ピチュー,Pichū,피츄,Pichyu,皮丘,皮丘,Píqiū,pichu
173,Cleffa,Pii,Mélo,Cleffa,Cleffa,ピィ,Pī,삐,Ppi,皮寶寶,皮宝宝,Píbǎobao,cleffa
174,Igglybuff,Fluffeluff,Toudoudou,Igglybuff,Igglybuff,ププリン,Pupurin,푸푸린,Pupurin,寶寶丁,宝宝丁,Bǎobaodīng,igglybuff
175,Togepi,Togepi,Togepi,Togepi,Togepi,トゲピー,Togepī,토게피,Togepi,波克比,波克比,Bōkèbǐ,togepi
176,Togetic,Togetic,Togetic,Togetic,Togetic,トゲチック,Togechikku,토게틱,Togetik,波克基古,波克基古,Bōkèjīgǔ,togetic
177,Natu,Natu,Natu,Natu,Natu,ネイティ,Neiti,네이티,Neiti,天然雀,天然雀,Tiānránquè,natu
178,Xatu,Xatu,Xatu,Xatu,Xatu,ネイティオ,Neitio,네이티오,Neitio,天然鳥,天然鸟,Tiānránniǎo,xatu
179,Mareep,Voltilamm,Wattouat,Mareep,Mareep,メリープ,Merīpu,메리프,Meripeu,咩利羊,咩利羊,Miēlìyáng,mareep
180,Flaaffy,Waaty,Lainergie,Flaaffy,Flaaffy,モココ,Mokoko,보송송,Bosongsong,茸茸羊,茸茸羊,Róngróngyáng,flaaffy
181,Ampharos,Ampharos,Pharamp,Ampharos,Ampharos,デンリュウ,Denryū,전룡,Jeonnyong,電龍,电龙,Diànlóng,ampharos
182,Bellossom,Blubella,Joliflor,Bellossom,Bellossom,キレイハナ,Kireihana,아르코,Areuko,美麗花,美丽花,Měilìhuā,bellossom
183,Marill,Marill,Marill,Marill,Marill,マリル,Mariru,마릴,Maril,瑪力露,玛力露,Mǎlìlù,marill
184,Azumarill,Azumarill,Azumarill,Azumarill,Azumarill,マリルリ,Mariruri,마릴리,Marilli,瑪力露麗,玛力露丽,Mǎlìlùlì,azumarill
185,Sudowoodo,Mogelbaum,Simularbre,Sudowoodo,Sudowoodo,ウソッキー,Usokkī,꼬지모,Kkojimo,樹才怪,树才怪‎,Shùcáiguài,sudowoodo
186,Politoed,Quaxo,Tarpaud,Politoed,Politoed,ニョロトノ,Nyorotono,왕구리,Wangguri,蚊香蛙皇,蚊香蛙皇,Wénxiāngwāhuáng,politoed
187,Hoppip,Hoppspross,Granivol,Hoppip,Hoppip,ハネッコ,Hanekko,통통코,Tongtongko,毽子草,毽子草,Jiànzǐcǎo,hoppip
188,Skiploom,Hubelupf,Floravol,Skiploom,Skiploom,ポポッコ,Popokko,두코,Duko,毽子花,毽子花,Jiànzǐhuā,skiploom
189,Jumpluff,Papungha,Cotovol,Jumpluff,Jumpluff,ワタッコ,Watakko,솜솜코,Somsomko,毽子棉,毽子棉,Jiànzǐmián,jumpluff
190,Aipom,Griffel,Capumain,Aipom,Aipom,エイパム,Eipamu,에이팜,Eipam,長尾怪手,长尾怪手,Chángwěiguàishǒu,aipom
191,Sunkern,Sonnkern,Tournegrin,Sunkern,Sunkern,ヒマナッツ,Himanattsu,해너츠,Haeneocheu,向日種子,向日种子,Xiàngrìzhǒngzǐ,sunkern
192,Sunflora,Sonnflora,Héliatronc,Sunflora,Sunflora,キマワリ,Kimawari,해루미,Haerumi,向日花怪,向日花怪,Xiàngrìhuāguài,sunflora
193,Yanma,Yanma,Yanma,Yanma,Yanma,ヤンヤンマ,Yan'yanma,왕자리,Wangjari,蜻蜻蜓,蜻蜻蜓,Qīngqīngtíng,yanma
194,Wooper,Felino,Axoloto,Wooper,Wooper,ウパー,Upā,우파,Upa,烏波,乌波,Wūbō,wooper
195,Quagsire,Morlord,Maraiste,Quagsire,Quagsire,ヌオー,Nuō,누오,Nuo,沼王,沼王,Zhǎowáng,quagsire
196,Espeon,Psiana,Mentali,Espeon,Espeon,エーフィ,Ēfi,에브이,Ebeui,太陽伊布,太阳伊布,Tàiyángyībù,espeon
197,Umbreon,Nachtara,Noctali,Umbreon,Umbreon,ブラッキー,Burakkī,블래키,Beullaeki,月亮伊布,月亮伊布,Yuèliàngyībù,umbreon
198,Murkrow,Kramurx,Cornèbre,Murkrow,Murkrow,ヤミカラス,Yamikarasu,니로우,Nirou,黑暗鴉,黑暗鸦,Hēi'ànyā,murkrow
199,Slowking,Laschoking,Roigada,Slowking,Slowking,ヤドキング,Yadokingu,야도킹,Yadoking,呆呆王,呆呆王,Dāidāiwáng,slowking
200,Misdreavus,Traunfugil,Feuforêve,Misdreavus,Misdreavus,ムウマ,Mūma,무우마,Muuma,夢妖,梦妖,Mèngyāo,misdreavus
201,Unown,Icognito,Zarbi,Unown,Unown,アンノーン,Annōn,안농,Annong,未知圖騰,未知图腾,Wèizhītúténg,unown
202,Wobbuffet,Woingenau,Qulbutoké,Wobbuffet,Wobbuffet,ソーナンス,Sōnansu,마자용,Majayong,果然翁,果然翁,Guǒránwēng,wobbuffet
203,Girafarig,Girafarig,Girafarig,Girafarig,Girafarig,キリンリキ,Kirinriki,키링키,Kiringki,麒麟奇,麒麟奇,Qílínqí,girafarig
204,Pineco,Tannza,Pomdepik,Pineco,Pineco,クヌギダマ,Kunugidama,피콘,Pikon,榛果球,榛果球,Zhēnguǒqiú,pineco
205,Forretress,Forstellka,Foretress,Forretress,Forretress,フォレトス,Foretosu,쏘콘,Ssokon,佛烈托斯,佛烈托斯,Fúliètuōsī,forretress
206,Dunsparce,Dummisel,Insolourdo,Dunsparce,Dunsparce,ノコッチ,Nokotchi,노고치,Nogochi,土龍弟弟,土龙弟弟,Tǔlóngdìdì,dunsparce
207,Gligar,Skorgla,Scorplane,Gligar,Gligar,グライガー,Guraigā,글라이거,Geullaigeo,天蠍,天蝎,Tiānxiē,gligar
208,Steelix,Stahlos,Steelix,Steelix,Steelix,ハガネール,Haganēru,강철톤,Gangcheolton,大鋼蛇,大钢蛇,Dàgāngshé,steelix
209,Snubbull,Snubbull,Snubbull,Snubbull,Snubbull,ブルー,Burū,블루,Beullu,布魯,布鲁,Bùlú,snubbull
210,Granbull,Granbull,Granbull,Granbull,Granbull,グランブル,Guranburu,그랑블루,Geurangbeullu,布魯皇,布鲁皇,Bùlǔhuáng,granbull
211,Qwilfish,Baldorfish,Qwilfish,Qwilfish,Qwilfish,ハリーセン,Harīsen,침바루,Chimbaru,千針魚,千针鱼,Qiānzhēnyú,qwilfish
212,Scizor,Scherox,Cizayox,Scizor,Scizor,ハッサム,Hassamu,핫삼,Hatsam,巨鉗螳螂,巨钳螳螂,Jùqiántángláng,scizor
213,Shuckle,Pottrott,Caratroc,Shuckle,Shuckle,ツボツボ,Tsubotsubo,단단지,Dandanji,壺壺,壶壶,Húhú,shuckle
214,Heracross,Skaraborn,Scarhino,Heracross,Heracross,ヘラクロス,Herakurosu,헤라크로스,Herakeuroseu,赫拉克羅斯,赫拉克罗斯,Hèlākèluósī,heracross
215,Sneasel,Sniebel,Farfuret,Sneasel,Sneasel,ニューラ,Nyūra,포푸니,Popuni,狃拉,狃拉,Niǔlā,sneasel
216,Teddiursa,Teddiursa,Teddiursa,Teddiursa,Teddiursa,ヒメグマ,Himeguma,깜지곰,Kkamjigom,熊寶寶,熊宝宝,Xióngbǎobao,teddiursa
217,Ursaring,Ursaring,Ursaring,Ursaring,Ursaring,リングマ,Ringuma,링곰,Ringgom,圈圈熊,圈圈熊,Quānquānxióng,ursaring
218,Slugma,Schneckmag,Limagma,Slugma,Slugma,マグマッグ,Magumaggu,마그마그,Mageumageu,熔岩蟲,熔岩虫,Róngyánchóng,slugma
219,Magcargo,Magcargo,Volcaropod,Magcargo,Magcargo,マグカルゴ,Magukarugo,마그카르고,Mageukareugo,熔岩蝸牛,熔岩蜗牛,Róngyánguāniú,magcargo
220,Swinub,Quiekel,Marcacrin,Swinub,Swinub,ウリムー,Urimū,꾸꾸리,Kkukkuri,小山豬,小山猪,Xiǎoshānzhū,swinub
221,Piloswine,Keifel,Cochignon,Piloswine,Piloswine,イノムー,Inomū,메꾸리,Mekkuri,長毛豬,长毛猪,Chángmáozhū,piloswine
222,Corsola,Corasonn,Corayon,Corsola,Corsola,サニーゴ,Sanīgo,코산호,Kosanho,太陽珊瑚,太阳珊瑚,Tàiyángshānhú,corsola
223,Remoraid,Remoraid,Rémoraid,Remoraid,Remoraid,テッポウオ,Teppouo,총어,Chongeo,鐵炮魚,铁炮鱼,Tiěpàoyú,remoraid
224,Octillery,Octillery,Octillery,Octillery,Octillery,オクタン,Okutan,대포무노,Daepomuno,章魚桶,章鱼桶,Zhāngyútǒng,octillery
225,Delibird,Botogel,Cadoizo,Delibird,Delibird,デリバード,Deribādo,딜리버드,Dillibeodeu,信使鳥,信使鸟,Xìnshǐniǎo,delibird
226,Mantine,Mantax,Démanta,Mantine,Mantine,マンタイン,Mantain,만타인,Mantain,巨翅飛魚,巨翅飞鱼,Jùchìfēiyú,mantine
227,Skarmory,Panzaeron,Airmure,Skarmory,Skarmory,エアームド,Eāmudo,무장조,Mujangjo,盔甲鳥,盔甲鸟,Kuījiǎniǎo,skarmory
228,Houndour,Hunduster,Malosse,Houndour,Houndour,デルビル,Derubiru,델빌,Delbil,戴魯比,戴鲁比,Dàilǔbǐ,houndour
229,Houndoom,Hundemon,Démolosse,Houndoom,Houndoom,ヘルガー,Herugā,헬가,Helga,黑魯加,黑鲁加,Hēilǔjiā,houndoom
230,Kingdra,Seedraking,Hyporoi,Kingdra,Kingdra,キングドラ,Kingudora,킹드라,Kingdeura,刺龍王,刺龙王,Cìlóngwáng,kingdra
231,Phanpy,Phanpy,Phanpy,Phanpy,Phanpy,ゴマゾウ,Gomazō,코코리,Kokori,小小象,小小象,Xiǎoxiǎoxiàng,phanpy
232,Donphan,Donphan,Donphan,Donphan,Donphan,ドンファン,Donfan,코리갑,Korigap,頓甲,顿甲,Dùnjiǎ,donphan
233,Porygon2,Porygon2,Porygon2,Porygon2,Porygon2,ポリゴン２,Porigon Tsū,폴리곤2,Polligontu,多邊獸Ⅱ,多边兽２型,Duōbiānshòu-II,porygon2
234,Stantler,Damhirplex,Cerfrousse,Stantler,Stantler,オドシシ,Odoshishi,노라키,Noraki,驚角鹿,惊角鹿,Jīngjiǎolù,stantler
235,Smeargle,Farbeagle,Queulorior,Smeargle,Smeargle,ドーブル,Dōburu,루브도,Rubeudo,圖圖犬,图图犬,Tútúquǎn,smeargle
236,Tyrogue,Rabauz,Debugant,Tyrogue,Tyrogue,バルキー,Barukī,배루키,Baeruki,無畏小子,无畏小子,Wúwèixiǎozi,tyrogue
237,Hitmontop,Kapoera,Kapoera,Hitmontop,Hitmontop,カポエラー,Kapoerā,카포에라,Kapoera,戰舞郎,战舞郎,Zhànwǔláng,hitmontop
238,Smoochum,Kussilla,Lippouti,Smoochum,Smoochum,ムチュール,Muchūru,뽀뽀라,Ppoppora,迷唇娃,迷唇娃,Míchúnwá,smoochum
239,Elekid,Elekid,Élekid,Elekid,Elekid,エレキッド,Erekiddo,에레키드,Erekideu,電擊怪,电击怪,Diànjíguài,elekid
240,Magby,Magby,Magby,Magby,Magby,ブビィ,Bubī,마그비,Mageubi,鴨嘴寶寶,鸭嘴宝宝,Yāzuǐbǎobao,magby
241,Miltank,Miltank,Écrémeuh,Miltank,Miltank,ミルタンク,Mirutanku,밀탱크,Miltaengkeu,大奶罐,大奶罐,Dànǎiguàn,miltank
242,Blissey,Heiteira,Leuphorie,Blissey,Blissey,ハピナス,Hapinasu,해피너스,Haepineoseu,幸福蛋,幸福蛋,Xìngfúdàn,blissey
243,Raikou,Raikou,Raikou,Raikou,Raikou,ライコウ,Raikō,라이코,Raiko,雷公,雷公,Léigōng,raikou
244,Entei,Entei,Entei,Entei,Entei,エンテイ,Entei,앤테이,Aentei,炎帝,炎帝,Yándì,entei
245,Suicune,Suicune,Suicune,Suicune,Suicune,スイクン,Suikun,스이쿤,Seuikun,水君,水君,Shuǐjūn,suicune
246,Larvitar,Larvitar,Embrylex,Larvitar,Larvitar,ヨーギラス,Yōgirasu,애버라스,Aebeoraseu,幼基拉斯,幼基拉斯,Yòujīlāsī,larvitar
247,Pupitar,Pupitar,Ymphect,Pupitar,Pupitar,サナギラス,Sanagirasu,데기라스,Degiraseu,沙基拉斯,沙基拉斯,Shājīlāsī,pupitar
248,Tyranitar,Despotar,Tyranocif,Tyranitar,Tyranitar,バンギラス,Bangirasu,마기라스,Magiraseu,班基拉斯,班基拉斯,Bānjīlāsī,tyranitar
249,Lugia,Lugia,Lugia,Lugia,Lugia,ルギア,Rugia,루기아,Rugia,洛奇亞,洛奇亚,Luòqíyǎ,lugia
250,Ho-Oh,Ho-Oh,Ho-Oh,Ho-Oh,Ho-Oh,ホウオウ,Hōō,칠색조,Chilsaekjo,鳳王,凤王,Fèngwáng,ho-oh
251,Celebi,Celebi,Celebi,Celebi,Celebi,セレビィ,Serebī,세레비,Serebi,時拉比,时拉比,Shílābǐ,celebi
252,Treecko,Geckarbor,Arcko,Treecko,Treecko,キモリ,Kimori,나무지기,Namujigi,木守宮,木守宫,Mùshǒugōng,treecko
253,Grovyle,Reptain,Massko,Grovyle,Grovyle,ジュプトル,Juputoru,나무돌이,Namudori,森林蜥蜴,森林蜥蜴,Sēnlínxīyì,grovyle
254,Sceptile,Gewaldro,Jungko,Sceptile,Sceptile,ジュカイン,Jukain,나무킹,Namuking,蜥蜴王,蜥蜴王,Xīyìwáng,sceptile
255,Torchic,Flemmli,Poussifeu,Torchic,Torchic,アチャモ,Achamo,아차모,Achamo,火稚雞,火稚鸡,Huǒzhìjī,torchic
256,Combusken,Jungglut,Galifeu,Combusken,Combusken,ワカシャモ,Wakashamo,영치코,Yeongchiko,力壯雞,力壮鸡,Lìzhuàngjī,combusken
257,Blaziken,Lohgock,Braségali,Blaziken,Blaziken,バシャーモ,Bashāmo,번치코,Beonchiko,火焰雞,火焰鸡,Huǒyànjī,blaziken
258,Mudkip,Hydropi,Gobou,Mudkip,Mudkip,ミズゴロウ,Mizugorō,물짱이,Muljjangi,水躍魚,水跃鱼,Shuǐyuèyú,mudkip
259,Marshtomp,Moorabbel,Flobio,Marshtomp,Marshtomp,ヌマクロー,Numakurō,늪짱이,Neupjjangi,沼躍魚,沼跃鱼,Zhǎoyuèyú,marshtomp
260,Swampert,Sumpex,Laggron,Swampert,Swampert,ラグラージ,Ragurāji,대짱이,Daejjangi,巨沼怪,巨沼怪,Jùzhǎoguài,swampert
261,Poochyena,Fiffyen,Medhyèna,Poochyena,Poochyena,ポチエナ,Pochiena,포챠나,Pochyana,土狼犬,土狼犬,Tǔlángquǎn,poochyena
262,Mightyena,Magnayen,Grahyèna,Mightyena,Mightyena,グラエナ,Guraena,그라에나,Geuraena,大狼犬,大狼犬,Dàlángquǎn,mightyena
263,Zigzagoon,Zigzachs,Zigzaton,Zigzagoon,Zigzagoon,ジグザグマ,Jiguzaguma,지그제구리,Jigeujeguri,蛇紋熊,蛇纹熊,Shéwénxióng,zigzagoon
264,Linoone,Geradaks,Linéon,Linoone,Linoone,マッスグマ,Massuguma,직구리,Jikguri,直衝熊,直冲熊,Zhíchōngxióng,linoone
265,Wurmple,Waumpel,Chenipotte,Wurmple,Wurmple,ケムッソ,Kemusso,개무소,Gaemuso,刺尾蟲,刺尾虫,Cìwěichóng,wurmple
266,Silcoon,Schaloko,Armulys,Silcoon,Silcoon,カラサリス,Karasarisu,실쿤,Silkun,甲殼繭,甲壳茧,Jiǎkéjiǎn,silcoon
267,Beautifly,Papinella,Charmillon,Beautifly,Beautifly,アゲハント,Agehanto,뷰티플라이,Byutipeullai,狩獵鳳蝶,狩猎凤蝶,Shòulièfèngdié,beautifly
268,Cascoon,Panekon,Blindalys,Cascoon,Cascoon,マユルド,Mayurudo,카스쿤,Kaseukun,盾甲繭,盾甲茧,Dùnjiǎjiǎn,cascoon
269,Dustox,Pudox,Papinox,Dustox,Dustox,ドクケイル,Dokukeiru,독케일,Dokkeil,毒粉蛾,毒粉蛾,Dúfěn'é,dustox
270,Lotad,Loturzel,Nénupiot,Lotad,Lotad,ハスボー,Hasubō,연꽃몬,Yeonkkonmon,蓮葉童子,莲叶童子,Liányètóngzǐ,lotad
271,Lombre,Lombrero,Lombre,Lombre,Lombre,ハスブレロ,Hasuburero,로토스,Rotoseu,蓮帽小童,莲帽小童,Liánmàoxiǎotóng,lombre
272,Ludicolo,Kappalores,Ludicolo,Ludicolo,Ludicolo,ルンパッパ,Runpappa,로파파,Ropapa,樂天河童,乐天河童,Lètiānhétóng,ludicolo
273,Seedot,Samurzel,Grainipiot,Seedot,Seedot,タネボー,Tanebō,도토링,Dotoring,橡實果,橡实果,Xiàngshíguǒ,seedot
274,Nuzleaf,Blanas,Pifeuil,Nuzleaf,Nuzleaf,コノハナ,Konohana,잎새코,Ipsaeko,長鼻葉,长鼻叶,Chángbíyè,nuzleaf
275,Shiftry,Tengulist,Tengalice,Shiftry,Shiftry,ダーテング,Dātengu,다탱구,Dataenggu,狡猾天狗,狡猾天狗,Jiǎohuátiāngǒu,shiftry
276,Taillow,Schwalbini,Nirondelle,Taillow,Taillow,スバメ,Subame,테일로,Teillo,傲骨燕,傲骨燕,Àogǔyàn,taillow
277,Swellow,Schwalboss,Hélédelle,Swellow,Swellow,オオスバメ,Ōsubame,스왈로,Seuwallo,大王燕,大王燕,Dàwángyàn,swellow
278,Wingull,Wingull,Goélise,Wingull,Wingull,キャモメ,Kyamome,갈모매,Galmomae,長翅鷗,长翅鸥,Chángchì'ōu,wingull
279,Pelipper,Pelipper,Bekipan,Pelipper,Pelipper,ペリッパー,Perippā,패리퍼,Paeripeo,大嘴鷗,大嘴鸥,Dàzuǐ'ōu,pelipper
280,Ralts,Trasla,Tarsal,Ralts,Ralts,ラルトス,Rarutosu,랄토스,Raltoseu,拉魯拉絲,拉鲁拉丝,Lālǔlāsī,ralts
281,Kirlia,Kirlia,Kirlia,Kirlia,Kirlia,キルリア,Kiruria,킬리아,Killia,奇魯莉安,奇鲁莉安,Qílǔlì'ān,kirlia
282,Gardevoir,Guardevoir,Gardevoir,Gardevoir,Gardevoir,サーナイト,Sānaito,가디안,Gadian,沙奈朵,沙奈朵,Shānàiduǒ,gardevoir
283,Surskit,Gehweiher,Arakdo,Surskit,Surskit,アメタマ,Ametama,비구술,Bigusul,溜溜糖球,溜溜糖球,Liūliūtángqiú,surskit
284,Masquerain,Maskeregen,Maskadra,Masquerain,Masquerain,アメモース,Amemōsu,비나방,Binabang,雨翅蛾,雨翅蛾,Yǔchì'é,masquerain
285,Shroomish,Knilz,Balignon,Shroomish,Shroomish,キノココ,Kinokoko,버섯꼬,Beoseotkko,蘑蘑菇,蘑蘑菇,Mómógū,shroomish
286,Breloom,Kapilz,Chapignon,Breloom,Breloom,キノガッサ,Kinogassa,버섯모,Beoseonmo,斗笠菇,斗笠菇,Dǒulìgū,breloom
287,Slakoth,Bummelz,Parecool,Slakoth,Slakoth,ナマケロ,Namakero,게을로,Geeullo,懶人獺,懒人獭,Lǎnréntà,slakoth
288,Vigoroth,Muntier,Vigoroth,Vigoroth,Vigoroth,ヤルキモノ,Yarukimono,발바로,Balbaro,過動猿,过动猿,Guòdòngyuán,vigoroth
289,Slaking,Letarking,Monaflèmit,Slaking,Slaking,ケッキング,Kekkingu,게을킹,Geeulking,請假王,请假王,Qǐngjiàwáng,slaking
290,Nincada,Nincada,Ningale,Nincada,Nincada,ツチニン,Tsuchinin,토중몬,Tojungmon,土居忍士,土居忍士,Tǔjūrěnshì,nincada
291,Ninjask,Ninjask,Ninjask,Ninjask,Ninjask,テッカニン,Tekkanin,아이스크,Aiseukeu,鐵面忍者,铁面忍者,Tiěmiànrěnzhě,ninjask
292,Shedinja,Ninjatom,Munja,Shedinja,Shedinja,ヌケニン,Nukenin,껍질몬,Kkeopjilmon,脫殼忍者,脱壳忍者,Tuōkérěnzhě,shedinja
293,Whismur,Flurmel,Chuchmur,Whismur,Whismur,ゴニョニョ,Gonyonyo,소곤룡,Sogonnyong,咕妞妞,咕妞妞,Gūniūniū,whismur
294,Loudred,Krakeelo,Ramboum,Loudred,Loudred,ドゴーム,Dogōmu,노공룡,Nogongnyong,吼爆彈,吼爆弹,Hǒubàodàn,loudred
295,Exploud,Krawumms,Brouhabam,Exploud,Exploud,バクオング,Bakuongu,폭음룡,Pogeumnyong,爆音怪,爆音怪,Bàoyīnguài,exploud
296,Makuhita,Makuhita,Makuhita,Makuhita,Makuhita,マクノシタ,Makunoshita,마크탕,Makeutang,幕下力士,幕下力士,Mùxiàlìshì,makuhita
297,Hariyama,Hariyama,Hariyama,Hariyama,Hariyama,ハリテヤマ,Hariteyama,하리뭉,Harimung,鐵掌力士,铁掌力士,Tiězhǎnglìshì,hariyama
298,Azurill,Azurill,Azurill,Azurill,Azurill,ルリリ,Ruriri,루리리,Ruriri,露力麗,露力丽,Lùlìlì,azurill
299,Nosepass,Nasgnet,Tarinor,Nosepass,Nosepass,ノズパス,Nozupasu,코코파스,Kokopaseu,朝北鼻,朝北鼻,Cháoběibí,nosepass
300,Skitty,Eneco,Skitty,Skitty,Skitty,エネコ,Eneko,에나비,Enabi,向尾喵,向尾喵,Xiàngwěimiāo,skitty
301,Delcatty,Enekoro,Delcatty,Delcatty,Delcatty,エネコロロ,Enekororo,델케티,Delketi,優雅貓,优雅猫,Yōuyǎmāo,delcatty
302,Sableye,Zobiris,Ténéfix,Sableye,Sableye,ヤミラミ,Yamirami,깜까미,Kkamkkami,勾魂眼,勾魂眼,Gōuhúnyǎn,sableye
303,Mawile,Flunkifer,Mysdibule,Mawile,Mawile,クチート,Kuchīto,입치트,Ipchiteu,大嘴娃,大嘴娃,Dàzuǐwá,mawile
304,Aron,Stollunior,Galekid,Aron,Aron,ココドラ,Kokodora,가보리,Gabori,可可多拉,可可多拉,Kěkěduōlā,aron
305,Lairon,Stollrak,Galegon,Lairon,Lairon,コドラ,Kodora,갱도라,Gaengdora,可多拉,可多拉,Kěduōlā,lairon
306,Aggron,Stolloss,Galeking,Aggron,Aggron,ボスゴドラ,Bosugodora,보스로라,Boseurora,波士可多拉,波士可多拉,Bōshìkěduōlā,aggron
307,Meditite,Meditie,Méditikka,Meditite,Meditite,アサナン,Asanan,요가랑,Yogarang,瑪沙那,玛沙那,Mǎshānà,meditite
308,Medicham,Meditalis,Charmina,Medicham,Medicham,チャーレム,Chāremu,요가램,Yogaraem,恰雷姆,恰雷姆,Qiàléimǔ,medicham
309,Electrike,Frizelbliz,Dynavolt,Electrike,Electrike,ラクライ,Rakurai,썬더라이,Sseondeorai,落雷獸,落雷兽,Luòléishòu,electrike
310,Manectric,Voltenso,Élecsprint,Manectric,Manectric,ライボルト,Raiboruto,썬더볼트,Sseondeobolteu,雷電獸,雷电兽,Léidiànshòu,manectric
311,Plusle,Plusle,Posipi,Plusle,Plusle,プラスル,Purasuru,플러시,Peulleosi,正電拍拍,正电拍拍,Zhèngdiànpāipāi,plusle
312,Minun,Minun,Négapi,Minun,Minun,マイナン,Mainan,마이농,Mainong,負電拍拍,负电拍拍,Fùdiànpāipāi,minun
313,Volbeat,Volbeat,Muciole,Volbeat,Volbeat,バルビート,Barubīto,볼비트,Bolbiteu,電螢蟲,电萤虫,Diànyíngchóng,volbeat
314,Illumise,Illumise,Lumivole,Illumise,Illumise,イルミーゼ,Irumīze,네오비트,Neobiteu,甜甜螢,甜甜萤,Tiántiányíng,illumise
315,Roselia,Roselia,Rosélia,Roselia,Roselia,ロゼリア,Rozeria,로젤리아,Rojellia,毒薔薇,毒蔷薇,Dúqiángwéi,roselia
316,Gulpin,Schluppuck,Gloupti,Gulpin,Gulpin,ゴクリン,Gokurin,꼴깍몬,Kkolkkangmon,溶食獸,溶食兽,Róngshíshòu,gulpin
317,Swalot,Schlukwech,Avaltout,Swalot,Swalot,マルノーム,Marunōmu,꿀꺽몬,Kkulkkeongmon,吞食獸,吞食兽,Tūnshíshòu,swalot
318,Carvanha,Kanivanha,Carvanha,Carvanha,Carvanha,キバニア,Kibania,샤프니아,Syapeunia,利牙魚,利牙鱼,Lìyáyú,carvanha
319,Sharpedo,Tohaido,Sharpedo,Sharpedo,Sharpedo,サメハダー,Samehadā,샤크니아,Syakeunia,巨牙鯊,巨牙鲨,Jùyáshā,sharpedo
320,Wailmer,Wailmer,Wailmer,Wailmer,Wailmer,ホエルコ,Hoeruko,고래왕자,Goraewangja,吼吼鯨,吼吼鲸,Hǒuhǒujīng,wailmer
321,Wailord,Wailord,Wailord,Wailord,Wailord,ホエルオー,Hoeruō,고래왕,Goraewang,吼鯨王,吼鲸王,Hǒujīngwáng,wailord
322,Numel,Camaub,Chamallot,Numel,Numel,ドンメル,Donmeru,둔타,Dunta,呆火駝,呆火驼,Dāihuǒtuó,numel
323,Camerupt,Camerupt,Camérupt,Camerupt,Camerupt,バクーダ,Bakūda,폭타,Pokta,噴火駝,喷火驼,Pēnhuǒtuó,camerupt
324,Torkoal,Qurtel,Chartor,Torkoal,Torkoal,コータス,Kōtasu,코터스,Koteoseu,煤炭龜,煤炭龟,Méitàngūi,torkoal
325,Spoink,Spoink,Spoink,Spoink,Spoink,バネブー,Banebū,피그점프,Pigeujeompeu,跳跳豬,跳跳猪,Tiàotiàozhū,spoink
326,Grumpig,Groink,Groret,Grumpig,Grumpig,ブーピッグ,Būpiggu,피그킹,Pigeuking,噗噗豬,噗噗猪,Pūpūzhū,grumpig
327,Spinda,Pandir,Spinda,Spinda,Spinda,パッチール,Patchīru,얼루기,Eollugi,晃晃斑,晃晃斑,Huànghuàngbān,spinda
328,Trapinch,Knacklion,Kraknoix,Trapinch,Trapinch,ナックラー,Nakkurā,톱치,Topchi,大顎蟻,大颚蚁,Dà'èyǐ,trapinch
329,Vibrava,Vibrava,Vibraninf,Vibrava,Vibrava,ビブラーバ,Biburāba,비브라바,Bibeuraba,超音波幼蟲,超音波幼虫,Chāoyīnbōyòuchóng,vibrava
330,Flygon,Libelldra,Libégon,Flygon,Flygon,フライゴン,Furaigon,플라이곤,Peullaigon,沙漠蜻蜓,沙漠蜻蜓,Shāmòqīngtíng,flygon
331,Cacnea,Tuska,Cacnea,Cacnea,Cacnea,サボネア,Sabonea,선인왕,Seoninwang,刺球仙人掌,刺球仙人掌,Cìqiúxiānrénzhǎng,cacnea
332,Cacturne,Noktuska,Cacturne,Cacturne,Cacturne,ノクタス,Nokutasu,밤선인,Bamseonin,夢歌仙人掌,梦歌仙人掌,Mènggēxiānrénzhǎng,cacturne
333,Swablu,Wablu,Tylton,Swablu,Swablu,チルット,Chirutto,파비코,Pabiko,青綿鳥,青绵鸟,Qīngmiánniǎo,swablu
334,Altaria,Altaria,Altaria,Altaria,Altaria,チルタリス,Chirutarisu,파비코리,Pabikori,七夕青鳥,七夕青鸟,Qīxìqīngniǎo,altaria
335,Zangoose,Sengo,Mangriff,Zangoose,Zangoose,ザングース,Zangūsu,쟝고,Jyanggo,貓鼬斬,猫鼬斩,Māoyòuzhǎn,zangoose
336,Seviper,Vipitis,Séviper,Seviper,Seviper,ハブネーク,Habunēku,세비퍼,Sebipeo,飯匙蛇,饭匙蛇,Fànchíshé,seviper
