id,generation_id,percentage_male,catch_rate,base_friendship_gen3_7,base_friendship_gen8,hatch_time_cycles,leveling_rate_id
856,8,0,235,,50,20,5
857,8,0,120,,50,20,5
858,8,0,45,,50,20,5
859,8,100,255,,50,20,3
860,8,100,120,,50,20,3
861,8,100,45,,50,20,3
862,8,50,45,,50,15,3
863,8,50,90,,50,20,3
864,8,25,30,,50,20,2
865,8,50,45,,50,20,3
866,8,50,45,,50,25,3
867,8,50,90,,50,25,3
868,8,0,200,,50,20,3
869,8,0,100,,50,20,3
870,8,???,45,,50,25,3
871,8,50,75,,50,20,3
872,8,50,190,,50,20,3
873,8,50,75,,50,20,3
874,8,50,60,,50,25,5
875,8,50,60,,50,25,5
876,8,50,30,,140,40,2
877,8,50,180,,50,10,3
878,8,50,190,,50,25,3
879,8,50,90,,50,25,3
880,8,???,45,,50,35,5
881,8,???,45,,50,35,5
882,8,???,45,,50,35,5
883,8,???,45,,50,35,5
884,8,50,45,,50,30,3
885,8,50,45,,50,40,5
886,8,50,45,,50,40,5
887,8,50,45,,50,40,5
888,8,???,10,,0,120,5
889,8,???,10,,0,120,5
890,8,???,255,,0,120,5
891,8,87.5,3,,50,120,5
892,8,87.5,3,,50,120,5
893,8,???,3,,0,120,5
894,8,???,3,,35,120,5
895,8,???,3,,35,120,5
896,8,???,3,,35,120,5
897,8,???,3,,35,120,5
898,8,???,3,,100,120,5
899,8,50,45,,50,20,5
900,8,50,15,,50,20,3
901,8,50,20,,50,20,3
902,8,50,45,,50,20,3
903,8,50,20,,50,20,4
904,8,50,45,,50,20,3
905,8,???,3,,50,20,5
906,9,87.5,45,,50,20,4
907,9,87.5,45,,50,20,4
908,9,87.5,45,,50,20,4
909,9,87.5,45,,50,20,4
910,9,87.5,45,,50,20,4
911,9,87.5,45,,50,20,4
912,9,87.5,45,,50,20,4
913,9,87.5,45,,50,20,4
914,9,87.5,45,,50,20,4
915,9,50,255,,50,15,3
916,9,50,100,,50,15,3
917,9,50,255,,50,15,1
918,9,50,120,,50,15,1
919,9,50,190,,20,15,3
920,9,50,30,,0,20,3
921,9,50,190,,50,15,3
922,9,50,80,,50,15,3
923,9,50,45,,50,15,3
924,9,???,150,,50,10,2
925,9,???,75,,50,10,2
926,9,50,190,,50,20,4
927,9,50,90,,50,20,4
928,9,50,255,,50,20,4
929,9,50,120,,50,20,4
930,9,50,45,,50,20,4
931,9,50,190,,50,15,1
932,9,50,255,,50,20,4
933,9,50,120,,50,20,4
934,9,50,45,,50,20,4
935,9,50,90,,50,90,5
936,9,50,25,,20,35,5
937,9,50,25,,20,35,5
938,9,50,190,,50,20,3
939,9,50,50,,50,20,3
940,9,50,180,,50,20,4
941,9,50,90,,50,20,4
942,9,50,150,,50,20,4
943,9,50,75,,50,20,4
944,9,50,190,,50,20,4
945,9,50,90,,50,20,4
946,9,50,190,,50,20,3
947,9,50,45,,50,20,3
948,9,50,190,,50,20,4
949,9,50,90,,50,20,4
950,9,50,120,,50,35,3
951,9,50,190,,50,20,3
952,9,50,75,,50,20,3
953,9,50,190,,50,20,2
954,9,50,45,,50,20,2
955,9,50,120,,50,20,4
956,9,50,60,,50,20,4
957,9,0,190,,50,20,4
958,9,0,90,,50,20,4
959,9,0,45,,50,20,4
960,9,50,255,,50,20,3
961,9,50,50,,50,20,3
962,9,50,25,,50,35,5
963,9,50,200,,50,40,5
964,9,50,45,,50,40,5
965,9,50,190,,50,20,3
966,9,50,75,,50,20,3
967,9,50,190,,50,30,4
968,9,50,25,,50,35,5
969,9,50,70,,50,30,4
970,9,50,25,,50,30,4
971,9,50,120,,50,20,4
972,9,50,60,,50,20,4
973,9,50,100,,50,20,4
974,9,50,150,,50,25,4
975,9,50,50,,50,25,4
976,9,50,100,,50,20,2
977,9,50,25,,50,40,5
978,9,50,100,,50,35,4
979,9,50,45,,50,20,3
980,9,50,90,,50,20,3
981,9,50,45,,50,20,3
982,9,50,45,,50,20,3
983,9,50,25,,50,20,3
984,9,???,30,,0,50,5
985,9,???,50,,0,50,5
986,9,???,50,,0,50,5
987,9,???,30,,0,50,5
988,9,???,30,,0,50,5
989,9,???,30,,0,50,5
990,9,???,30,,0,50,5
991,9,???,50,,0,50,5
992,9,???,50,,0,50,5
993,9,???,30,,0,50,5
994,9,???,30,,0,50,5
995,9,???,30,,0,50,5
996,9,50,45,,50,40,5
997,9,50,25,,50,40,5
998,9,50,10,,50,40,5
999,9,???,45,,50,50,5
1000,9,???,45,,50,50,5
1001,9,???,6,,0,50,5
1002,9,???,6,,0,50,5
1003,9,???,6,,0,50,5
1004,9,???,6,,0,50,5
1005,9,???,10,,0,50,5
1006,9,???,10,,0,50,5
1007,9,???,3,,0,50,5
1008,9,???,3,,0,50,5
1009,9,???,5,,0,50,5
1010,9,???,5,,0,50,5
1011,9,50,45,,50,20,1
1012,9,???,120,,50,20,3
1013,9,???,60,,50,20,3
1014,9,100,3,,0,120,5
1015,9,100,3,,0,120,5
1016,9,100,3,,0,120,5
1017,9,0,3,,50,10,5
1018,9,50,10,,50,20,3
1019,9,50,10,,50,50,1
1020,9,???,10,,0,50,5
1021,9,???,10,,0,50,5
1022,9,???,10,,0,50,4
1023,9,???,10,,0,50,5
1024,9,50,255,,50,5,5
1025,9,???,3,,0,20,5
