id,ndex_id,identifier,form_name,type_1_id,type_2_id,pokemon_category,shape_id,footprint_path,pokedex_color_id,height_m,height_ft,weight_kg,weight_lbs,ability_primary_id,ability_secondary_id,ability_hidden_id,ev_yield_hp,ev_yield_atk,ev_yield_def,ev_yield_spatk,ev_yield_spdef,ev_yield_speed,main_image_normal_path,main_image_normal_path_small,main_image_normal_path_preview,main_image_normal_path_medium,main_image_shiny_path,main_image_shiny_path_small,pokemon_cry_path,stat_hp,stat_attack,stat_defense,stat_spatk,stat_spdef,stat_speed,stat_total,base_experience,is_default_form,include,type_weakness_chart_id,is_first_partner,is_baby,is_mega_evolution,is_gmax_form,is_legendary,is_mythical,is_ultrabeast,is_paradox,is_fossil,origin_region_identifier
133,98,krabby-default,Default Form,11,,River Crab Pokémon,4,https://cdn.pokedb.org/132bccaa3d8b0e2da17b2b387e839b263c90811dfd823f9b4a286a48c2d7370a,8,0.4m,"1'4""",6.5kg,14.33lbs,52,75,125,0,1,0,0,0,0,https://cdn.pokedb.org/ef98f5386cce222a5c1b59c731782c19c6d03d2065ca79ae3d4b6caee5e0497a,https://cdn.pokedb.org/ef98f5386cce222a5c1b59c731782c19c6d03d2065ca79ae3d4b6caee5e0497aw40h40,https://cdn.pokedb.org/ef98f5386cce222a5c1b59c731782c19c6d03d2065ca79ae3d4b6caee5e0497aw70h70,https://cdn.pokedb.org/ef98f5386cce222a5c1b59c731782c19c6d03d2065ca79ae3d4b6caee5e0497aw100h100,https://cdn.pokedb.org/44ef14d09a4e229b77c91939f1ca6374ea2da6fa5ae3c33697c7d273be5697c7,https://cdn.pokedb.org/44ef14d09a4e229b77c91939f1ca6374ea2da6fa5ae3c33697c7d273be5697c7w40h40,https://cdn.pokedb.org/62af01d3308fb545c4883f46c546bfd06b7b86934b142bdd2ddac1d830ef41f7,30,105,90,25,25,50,325,65,true,true,3421,false,false,false,false,false,false,false,false,false,kanto
134,99,kingler-default,Default Form,11,,Pincer Pokémon,4,https://cdn.pokedb.org/6230a07d9af64c4543e280118f40fbfd83a94f372221a98423b322fda29d36b2,8,1.3m,"4'3""",60kg,132.28lbs,52,75,125,0,2,0,0,0,0,https://cdn.pokedb.org/e79241e40f092f5de8ae4346e2322e0a72eb5be38de46964e5941e68efc43d4d,https://cdn.pokedb.org/e79241e40f092f5de8ae4346e2322e0a72eb5be38de46964e5941e68efc43d4dw40h40,https://cdn.pokedb.org/e79241e40f092f5de8ae4346e2322e0a72eb5be38de46964e5941e68efc43d4dw70h70,https://cdn.pokedb.org/e79241e40f092f5de8ae4346e2322e0a72eb5be38de46964e5941e68efc43d4dw100h100,https://cdn.pokedb.org/65f3a7bb9e1da65854e577928e5ab51fbfbbf0f94978c334d319782b6a9aab26,https://cdn.pokedb.org/65f3a7bb9e1da65854e577928e5ab51fbfbbf0f94978c334d319782b6a9aab26w40h40,https://cdn.pokedb.org/a124da0548bd35d10172ec7386d3eb8fac21c1bbcf495b4a7591f7073b3a60e9,55,130,115,50,50,75,475,166,true,true,3421,false,false,false,false,false,false,false,false,false,kanto
135,100,voltorb-default,Default Form,13,,Ball Pokémon,1,https://cdn.pokedb.org/cdn_assets/pokemon_assets/default_assets/default_footprint.webp,8,0.5m,"1'8""",10.4kg,22.93lbs,43,9,106,0,0,0,0,0,1,https://cdn.pokedb.org/568484335ec01e15b5e1466b95e98df267451033259501071c665c24d94d28d9,https://cdn.pokedb.org/568484335ec01e15b5e1466b95e98df267451033259501071c665c24d94d28d9w40h40,https://cdn.pokedb.org/568484335ec01e15b5e1466b95e98df267451033259501071c665c24d94d28d9w70h70,https://cdn.pokedb.org/568484335ec01e15b5e1466b95e98df267451033259501071c665c24d94d28d9w100h100,https://cdn.pokedb.org/1493d10c0a095bc8b7cfc70a77d55ae35e21b615e2da81cc6c84a65fa374a1f3,https://cdn.pokedb.org/1493d10c0a095bc8b7cfc70a77d55ae35e21b615e2da81cc6c84a65fa374a1f3w40h40,https://cdn.pokedb.org/2b73ea437b313975da0ebf571da0f424c44169247ce3ffca06337bdae21d65f4,40,30,50,55,55,100,330,66,true,true,3457,false,false,false,false,false,false,false,false,false,kanto
136,100,voltorb-hisuian,Hisuian Form,13,12,Sphere Pokémon,1,https://cdn.pokedb.org/cdn_assets/pokemon_assets/default_assets/default_footprint.webp,8,0.5m,"1'8""",13kg,28.66lbs,43,9,106,0,0,0,0,0,1,https://cdn.pokedb.org/c34743e200fb55a9ad10e1ebbb52b378a929058e07fcfdb854261c3c7c56fdba,https://cdn.pokedb.org/c34743e200fb55a9ad10e1ebbb52b378a929058e07fcfdb854261c3c7c56fdbaw40h40,https://cdn.pokedb.org/c34743e200fb55a9ad10e1ebbb52b378a929058e07fcfdb854261c3c7c56fdbaw70h70,https://cdn.pokedb.org/c34743e200fb55a9ad10e1ebbb52b378a929058e07fcfdb854261c3c7c56fdbaw100h100,https://cdn.pokedb.org/b0f845415f46e70affbcb0c6fc8307d55c24b3c569fdeb408f87bc7499412d69,https://cdn.pokedb.org/b0f845415f46e70affbcb0c6fc8307d55c24b3c569fdeb408f87bc7499412d69w40h40,https://cdn.pokedb.org/2b73ea437b313975da0ebf571da0f424c44169247ce3ffca06337bdae21d65f4,40,30,50,55,55,100,330,66,false,true,3469,false,false,false,false,false,false,false,false,false,hisui
137,101,electrode-default,Default Form,13,,Ball Pokémon,1,https://cdn.pokedb.org/cdn_assets/pokemon_assets/default_assets/default_footprint.webp,8,1.2m,"3'11""",66.6kg,146.83lbs,43,9,106,0,0,0,0,0,2,https://cdn.pokedb.org/8efddb9a4bc594701e7553e75fe22492069e93f0994a8f484a65a048ac5d66cf,https://cdn.pokedb.org/8efddb9a4bc594701e7553e75fe22492069e93f0994a8f484a65a048ac5d66cfw40h40,https://cdn.pokedb.org/8efddb9a4bc594701e7553e75fe22492069e93f0994a8f484a65a048ac5d66cfw70h70,https://cdn.pokedb.org/8efddb9a4bc594701e7553e75fe22492069e93f0994a8f484a65a048ac5d66cfw100h100,https://cdn.pokedb.org/c68256ce6842e3f035fec62cf850a90a0bbe38c123dc7515411e61198e81d86f,https://cdn.pokedb.org/c68256ce6842e3f035fec62cf850a90a0bbe38c123dc7515411e61198e81d86fw40h40,https://cdn.pokedb.org/eef9b4cc5d095c8ed68e8044fabb646be0103b90cb170af546c7f40e620a0900,60,50,70,80,80,150,490,172,true,true,3457,false,false,false,false,false,false,false,false,false,kanto
138,101,electrode-hisuian,Hisuian Form,13,12,Sphere Pokémon,1,https://cdn.pokedb.org/cdn_assets/pokemon_assets/default_assets/default_footprint.webp,8,1.2m,"3'11""",71kg,156.53lbs,43,9,106,0,0,0,0,0,2,https://cdn.pokedb.org/3c8d2b62b714de313c916524e8b6419398266eb308b262f1dc75460d8e55c7e1,https://cdn.pokedb.org/3c8d2b62b714de313c916524e8b6419398266eb308b262f1dc75460d8e55c7e1w40h40,https://cdn.pokedb.org/3c8d2b62b714de313c916524e8b6419398266eb308b262f1dc75460d8e55c7e1w70h70,https://cdn.pokedb.org/3c8d2b62b714de313c916524e8b6419398266eb308b262f1dc75460d8e55c7e1w100h100,https://cdn.pokedb.org/6a261d5fa1a1e02ea5c1b90db5beac4ba72abf9f82a8ad1a06fb1d3792bec1f9,https://cdn.pokedb.org/6a261d5fa1a1e02ea5c1b90db5beac4ba72abf9f82a8ad1a06fb1d3792bec1f9w40h40,https://cdn.pokedb.org/eef9b4cc5d095c8ed68e8044fabb646be0103b90cb170af546c7f40e620a0900,60,50,70,80,80,150,490,172,false,true,3469,false,false,false,false,false,false,false,false,false,hisui
139,102,exeggcute-default,Default Form,12,14,Egg Pokémon,7,https://cdn.pokedb.org/cdn_assets/pokemon_assets/default_assets/default_footprint.webp,6,0.4m,"1'4""",2.5kg,5.51lbs,34,,139,0,0,1,0,0,0,https://cdn.pokedb.org/1b5469dccfc9a496104da4a6bf01b45809a911614c7ddba5b078469b7ab81a47,https://cdn.pokedb.org/1b5469dccfc9a496104da4a6bf01b45809a911614c7ddba5b078469b7ab81a47w40h40,https://cdn.pokedb.org/1b5469dccfc9a496104da4a6bf01b45809a911614c7ddba5b078469b7ab81a47w70h70,https://cdn.pokedb.org/1b5469dccfc9a496104da4a6bf01b45809a911614c7ddba5b078469b7ab81a47w100h100,https://cdn.pokedb.org/02ed8858eb2c7fd62f90d6b7e9c6cd130ee8035e9a1f0480b2e9e4a036d37073,https://cdn.pokedb.org/02ed8858eb2c7fd62f90d6b7e9c6cd130ee8035e9a1f0480b2e9e4a036d37073w40h40,https://cdn.pokedb.org/742f1515e0f461c78548e79b704c02877ccf164ca4521281892816c32323227c,60,40,80,60,45,40,325,65,true,true,3452,false,false,false,false,false,false,false,false,false,kanto
140,103,exeggutor-default,Default Form,12,14,Coconut Pokémon,2,https://cdn.pokedb.org/55eea9ce2eaf6c7caa5e13c09e9634de93c7263f7475a27e9e255b9e2349eb6a,10,2m,"6'7""",120kg,264.55lbs,34,,139,0,0,0,2,0,0,https://cdn.pokedb.org/899321684326d72b0c6a8d6ce9601e05409c4c1689b7fdf9e6ae0ee259c2d367,https://cdn.pokedb.org/899321684326d72b0c6a8d6ce9601e05409c4c1689b7fdf9e6ae0ee259c2d367w40h40,https://cdn.pokedb.org/899321684326d72b0c6a8d6ce9601e05409c4c1689b7fdf9e6ae0ee259c2d367w70h70,https://cdn.pokedb.org/899321684326d72b0c6a8d6ce9601e05409c4c1689b7fdf9e6ae0ee259c2d367w100h100,https://cdn.pokedb.org/148bdff02fec351d39c46625ca90a920c30e7b384ad86d69d361eb1a27b02185,https://cdn.pokedb.org/148bdff02fec351d39c46625ca90a920c30e7b384ad86d69d361eb1a27b02185w40h40,https://cdn.pokedb.org/ba2f993ce0746b278889d1d60d1c33569bb79468cdb3c9afc4227db9b7eaa98a,95,95,85,125,75,55,530,186,true,true,3452,false,false,false,false,false,false,false,false,false,kanto
141,103,exeggutor-alolan,Alolan Form,12,16,Coconut Pokémon,2,https://cdn.pokedb.org/55eea9ce2eaf6c7caa5e13c09e9634de93c7263f7475a27e9e255b9e2349eb6a,10,10.9m,"35'9""",415.6kg,916.24lbs,119,,139,0,0,0,2,0,0,https://cdn.pokedb.org/5ec8cc96975cedd6d2d22191f3e2b6598108027169447d80568f50ee1a5d881a,https://cdn.pokedb.org/5ec8cc96975cedd6d2d22191f3e2b6598108027169447d80568f50ee1a5d881aw40h40,https://cdn.pokedb.org/5ec8cc96975cedd6d2d22191f3e2b6598108027169447d80568f50ee1a5d881aw70h70,https://cdn.pokedb.org/5ec8cc96975cedd6d2d22191f3e2b6598108027169447d80568f50ee1a5d881aw100h100,https://cdn.pokedb.org/425848d0a8d62b677bb6b6afab0ad01445862e6e1c8129e5cab40d48770de491,https://cdn.pokedb.org/425848d0a8d62b677bb6b6afab0ad01445862e6e1c8129e5cab40d48770de491w40h40,https://cdn.pokedb.org/ba2f993ce0746b278889d1d60d1c33569bb79468cdb3c9afc4227db9b7eaa98a,95,105,85,125,75,45,530,186,false,true,3454,false,false,false,false,false,false,false,false,false,alola
142,104,cubone-default,Default Form,5,,Lonely Pokémon,10,https://cdn.pokedb.org/926966440ee7efe7936c8131d323985325671c57c586ab80651937b0264927a4,3,0.4m,"1'4""",6.5kg,14.33lbs,69,31,4,0,0,1,0,0,0,https://cdn.pokedb.org/52d9bb3a36dcc6f0d95d40b113cd8ab3f3bd608f48027fd9cfb7f6b3146eefbb,https://cdn.pokedb.org/52d9bb3a36dcc6f0d95d40b113cd8ab3f3bd608f48027fd9cfb7f6b3146eefbbw40h40,https://cdn.pokedb.org/52d9bb3a36dcc6f0d95d40b113cd8ab3f3bd608f48027fd9cfb7f6b3146eefbbw70h70,https://cdn.pokedb.org/52d9bb3a36dcc6f0d95d40b113cd8ab3f3bd608f48027fd9cfb7f6b3146eefbbw100h100,https://cdn.pokedb.org/0e63de22c1ac91d65ec9acf5e81a8f03c0cec3b87e1604de1969a83410050a1f,https://cdn.pokedb.org/0e63de22c1ac91d65ec9acf5e81a8f03c0cec3b87e1604de1969a83410050a1fw40h40,https://cdn.pokedb.org/a293fe066e2b66c7453f507c2595b251449662f43936da75717ae1cc39a424fd,50,50,95,40,50,35,320,64,true,true,3313,false,false,false,false,false,false,false,false,false,kanto
143,105,marowak-default,Default Form,5,,Bone Keeper Pokémon,10,https://cdn.pokedb.org/968317213ab107be084aff75c69fdd8fe636dbc40ee975fb68c0ffc81165529a,3,1m,"3'3""",45kg,99.21lbs,69,31,4,0,0,2,0,0,0,https://cdn.pokedb.org/e3dc06436cc48e0f5ea1f66e0eeeaee8509ea8049f333dfc6f11d2dad0423a73,https://cdn.pokedb.org/e3dc06436cc48e0f5ea1f66e0eeeaee8509ea8049f333dfc6f11d2dad0423a73w40h40,https://cdn.pokedb.org/e3dc06436cc48e0f5ea1f66e0eeeaee8509ea8049f333dfc6f11d2dad0423a73w70h70,https://cdn.pokedb.org/e3dc06436cc48e0f5ea1f66e0eeeaee8509ea8049f333dfc6f11d2dad0423a73w100h100,https://cdn.pokedb.org/6f55dbb876b0cb61084bb1c5c028924d132749bae355663c94032eb8a470227e,https://cdn.pokedb.org/6f55dbb876b0cb61084bb1c5c028924d132749bae355663c94032eb8a470227ew40h40,https://cdn.pokedb.org/15749ae90ddb9404689806e7d89b40f6718d5a9ebecca1853a590e8a60b854e0,60,80,110,50,80,45,425,149,true,true,3313,false,false,false,false,false,false,false,false,false,kanto
144,105,marowak-alolan,Alolan Form,10,8,Bone Keeper Pokémon,10,https://cdn.pokedb.org/968317213ab107be084aff75c69fdd8fe636dbc40ee975fb68c0ffc81165529a,7,1m,"3'3""",34kg,74.96lbs,130,31,69,0,0,2,0,0,0,https://cdn.pokedb.org/1ef1be379a492c7e3050c7643cda792708ce66e51dc7e34694d5b52a5e04b6a6,https://cdn.pokedb.org/1ef1be379a492c7e3050c7643cda792708ce66e51dc7e34694d5b52a5e04b6a6w40h40,https://cdn.pokedb.org/1ef1be379a492c7e3050c7643cda792708ce66e51dc7e34694d5b52a5e04b6a6w70h70,https://cdn.pokedb.org/1ef1be379a492c7e3050c7643cda792708ce66e51dc7e34694d5b52a5e04b6a6w100h100,https://cdn.pokedb.org/63287ea845224189ef471e6591528edf70f53cc90df700d5f43c0d1fbb8c0f99,https://cdn.pokedb.org/63287ea845224189ef471e6591528edf70f53cc90df700d5f43c0d1fbb8c0f99w40h40,https://cdn.pokedb.org/15749ae90ddb9404689806e7d89b40f6718d5a9ebecca1853a590e8a60b854e0,60,80,110,50,80,45,425,149,false,true,3411,false,false,false,false,false,false,false,false,false,alola
145,106,hitmonlee-default,Default Form,2,,Kicking Pokémon,11,https://cdn.pokedb.org/61a87a8893f3a2a9faf42da082f990e2a9097d9dac5e561563db84f3c66ef2d6,3,1.5m,"4'11""",49.8kg,109.79lbs,7,120,84,0,2,0,0,0,0,https://cdn.pokedb.org/5ccb60ad2c92acf97b8fe1c239cbcbc696938a45d8ebd719dd6521d29227cc29,https://cdn.pokedb.org/5ccb60ad2c92acf97b8fe1c239cbcbc696938a45d8ebd719dd6521d29227cc29w40h40,https://cdn.pokedb.org/5ccb60ad2c92acf97b8fe1c239cbcbc696938a45d8ebd719dd6521d29227cc29w70h70,https://cdn.pokedb.org/5ccb60ad2c92acf97b8fe1c239cbcbc696938a45d8ebd719dd6521d29227cc29w100h100,https://cdn.pokedb.org/3d5a5188f59671c8131472d4027c55d90540cecdee3fe0cc2510d98dd4b567f9,https://cdn.pokedb.org/3d5a5188f59671c8131472d4027c55d90540cecdee3fe0cc2510d98dd4b567f9w40h40,https://cdn.pokedb.org/85699a7864a3c94963db1d4ce25414c44f1f02bca222e10303da20da99b97aae,50,120,53,35,110,87,455,159,true,true,3259,false,false,false,false,false,false,false,false,false,kanto
146,107,hitmonchan-default,Default Form,2,,Punching Pokémon,11,https://cdn.pokedb.org/cf6eeac8e832d16c3059f432756e8e865387c34eff47e543dee2a6bc89b9f691,3,1.4m,"4'7""",50.2kg,110.67lbs,51,89,39,0,0,0,0,2,0,https://cdn.pokedb.org/544be294c5304bf4cd8f4746ad615adb2c1e459f5949bcca5f2c8d00f85c2621,https://cdn.pokedb.org/544be294c5304bf4cd8f4746ad615adb2c1e459f5949bcca5f2c8d00f85c2621w40h40,https://cdn.pokedb.org/544be294c5304bf4cd8f4746ad615adb2c1e459f5949bcca5f2c8d00f85c2621w70h70,https://cdn.pokedb.org/544be294c5304bf4cd8f4746ad615adb2c1e459f5949bcca5f2c8d00f85c2621w100h100,https://cdn.pokedb.org/c7174de09e6bffa473ae87e7842a50181689bcd66be9658391ed96a8d3230a24,https://cdn.pokedb.org/c7174de09e6bffa473ae87e7842a50181689bcd66be9658391ed96a8d3230a24w40h40,https://cdn.pokedb.org/a0af01f7642d12760c527b2a191c6c4c0ed246cec4a7e3530086b6c759b36ed2,50,105,79,35,110,76,455,159,true,true,3259,false,false,false,false,false,false,false,false,false,kanto
147,108,lickitung-default,Default Form,1,,Licking Pokémon,10,https://cdn.pokedb.org/7b269d3232cda38043e569c2255e336c5c26e42a75e0413d17c010e131deaed8,6,1.2m,"3'11""",65.5kg,144.4lbs,20,12,13,2,0,0,0,0,0,https://cdn.pokedb.org/38c15c8600dd8c5258d2c2dfc7e672da95750946b49706eedae39598e012ffd7,https://cdn.pokedb.org/38c15c8600dd8c5258d2c2dfc7e672da95750946b49706eedae39598e012ffd7w40h40,https://cdn.pokedb.org/38c15c8600dd8c5258d2c2dfc7e672da95750946b49706eedae39598e012ffd7w70h70,https://cdn.pokedb.org/38c15c8600dd8c5258d2c2dfc7e672da95750946b49706eedae39598e012ffd7w100h100,https://cdn.pokedb.org/0308b2ba2ea8af57e551ff0634276c023edcddf672cf62aa5f7dca328abe1605,https://cdn.pokedb.org/0308b2ba2ea8af57e551ff0634276c023edcddf672cf62aa5f7dca328abe1605w40h40,https://cdn.pokedb.org/fe0ac7f32199b6c8e0b24d6eb399e4b97da406e065563e08ab5f36080036cedc,90,55,75,60,75,30,385,77,true,true,3241,false,false,false,false,false,false,false,false,false,kanto
148,109,koffing-default,Default Form,4,,Poison Gas Pokémon,1,https://cdn.pokedb.org/cdn_assets/pokemon_assets/default_assets/default_footprint.webp,7,0.6m,"1'12""",1kg,2.2lbs,26,256,1,0,0,1,0,0,0,https://cdn.pokedb.org/6542c2837f62a0d8e7148b8399ebcb60db3f2b265637bffe308aa4525a4dcc35,https://cdn.pokedb.org/6542c2837f62a0d8e7148b8399ebcb60db3f2b265637bffe308aa4525a4dcc35w40h40,https://cdn.pokedb.org/6542c2837f62a0d8e7148b8399ebcb60db3f2b265637bffe308aa4525a4dcc35w70h70,https://cdn.pokedb.org/6542c2837f62a0d8e7148b8399ebcb60db3f2b265637bffe308aa4525a4dcc35w100h100,https://cdn.pokedb.org/7bb2a2adfd43f2c10de889a454e3ca7e978f594d0a44d5e7c2b0076ea7c11a26,https://cdn.pokedb.org/7bb2a2adfd43f2c10de889a454e3ca7e978f594d0a44d5e7c2b0076ea7c11a26w40h40,https://cdn.pokedb.org/4a1c8d137a4f63a4ee17fec70a224c342a628b0352b278e773d900d8530d7c3e,40,65,95,60,45,35,340,68,true,true,3295,false,false,false,false,false,false,false,false,false,kanto
149,110,weezing-default,Default Form,4,,Poison Gas Pokémon,7,https://cdn.pokedb.org/cdn_assets/pokemon_assets/default_assets/default_footprint.webp,7,1.2m,"3'11""",9.5kg,20.94lbs,26,256,1,0,0,2,0,0,0,https://cdn.pokedb.org/7aeee75cd829bf9a0a05dda2ce88ea0c572e5087482809d77a6f593fcecd2992,https://cdn.pokedb.org/7aeee75cd829bf9a0a05dda2ce88ea0c572e5087482809d77a6f593fcecd2992w40h40,https://cdn.pokedb.org/7aeee75cd829bf9a0a05dda2ce88ea0c572e5087482809d77a6f593fcecd2992w70h70,https://cdn.pokedb.org/7aeee75cd829bf9a0a05dda2ce88ea0c572e5087482809d77a6f593fcecd2992w100h100,https://cdn.pokedb.org/6879528c341f8581b1c639609a7ec9fedaa8e2431a13f5066feb7a81dbe2dea3,https://cdn.pokedb.org/6879528c341f8581b1c639609a7ec9fedaa8e2431a13f5066feb7a81dbe2dea3w40h40,https://cdn.pokedb.org/08e79eef24397e8edcaebd406c74a0d2f56b2e7ab0d166ab25be476c378637b5,65,90,120,85,70,60,490,172,true,true,3295,false,false,false,false,false,false,false,false,false,kanto
150,110,weezing-galarian,Galarian Form,4,18,Poison Gas Pokémon,7,https://cdn.pokedb.org/cdn_assets/pokemon_assets/default_assets/default_footprint.webp,4,3m,"9'10""",16kg,35.27lbs,26,256,228,0,0,2,0,0,0,https://cdn.pokedb.org/95382e9d259fd446a6c65ffd492b34687d0f68bfacc12a26e07e200ab686e531,https://cdn.pokedb.org/95382e9d259fd446a6c65ffd492b34687d0f68bfacc12a26e07e200ab686e531w40h40,https://cdn.pokedb.org/95382e9d259fd446a6c65ffd492b34687d0f68bfacc12a26e07e200ab686e531w70h70,https://cdn.pokedb.org/95382e9d259fd446a6c65ffd492b34687d0f68bfacc12a26e07e200ab686e531w100h100,https://cdn.pokedb.org/2b67414fd3192f84df68caffd11012f3aed1bad0f386812adc9ee4c751cdf996,https://cdn.pokedb.org/2b67414fd3192f84df68caffd11012f3aed1bad0f386812adc9ee4c751cdf996w40h40,https://cdn.pokedb.org/08e79eef24397e8edcaebd406c74a0d2f56b2e7ab0d166ab25be476c378637b5,65,90,120,85,70,60,490,172,false,true,3312,false,false,false,false,false,false,false,false,false,galar
151,111,rhyhorn-default,Default Form,5,6,Spikes Pokémon,5,https://cdn.pokedb.org/9c23289505632b4e12d3ac56127b8833f0332c079bec2c6d01e57b4e41227336,4,1m,"3'3""",115kg,253.53lbs,31,69,120,0,0,1,0,0,0,https://cdn.pokedb.org/652b44aba7f9f54ec7b495f116a753f72eef94f764609f2c9a3daaf70663cb13,https://cdn.pokedb.org/652b44aba7f9f54ec7b495f116a753f72eef94f764609f2c9a3daaf70663cb13w40h40,https://cdn.pokedb.org/652b44aba7f9f54ec7b495f116a753f72eef94f764609f2c9a3daaf70663cb13w70h70,https://cdn.pokedb.org/652b44aba7f9f54ec7b495f116a753f72eef94f764609f2c9a3daaf70663cb13w100h100,https://cdn.pokedb.org/274fb8d74677feefdd625dc28e5c77a43fd13b647b5e24e14bcc231482957691,https://cdn.pokedb.org/274fb8d74677feefdd625dc28e5c77a43fd13b647b5e24e14bcc231482957691w40h40,https://cdn.pokedb.org/3aefd8c9b6ba6028629147e6d779539a75a9b588df3b36b596293952f6bf8958,80,85,95,30,30,25,345,69,true,true,3318,false,false,false,false,false,false,false,false,false,kanto
152,112,rhydon-default,Default Form,5,6,Drill Pokémon,10,https://cdn.pokedb.org/0861a2ab95f80cd73012ee95b3b31dbb1233377de15b79c183e026169a6bd7b1,4,1.9m,"6'3""",120kg,264.55lbs,31,69,120,0,2,0,0,0,0,https://cdn.pokedb.org/4044838e4d84f62476adb14cd3d7eb00a43e9d8c9896fbb278ef9c1949a7b5d0,https://cdn.pokedb.org/4044838e4d84f62476adb14cd3d7eb00a43e9d8c9896fbb278ef9c1949a7b5d0w40h40,https://cdn.pokedb.org/4044838e4d84f62476adb14cd3d7eb00a43e9d8c9896fbb278ef9c1949a7b5d0w70h70,https://cdn.pokedb.org/4044838e4d84f62476adb14cd3d7eb00a43e9d8c9896fbb278ef9c1949a7b5d0w100h100,https://cdn.pokedb.org/fdbe3af81ca9d954c8b6390a88bf17cedde02ce7ce16407dc66f898a24c39f3d,https://cdn.pokedb.org/fdbe3af81ca9d954c8b6390a88bf17cedde02ce7ce16407dc66f898a24c39f3dw40h40,https://cdn.pokedb.org/ba78fe896e5239d3b99da134b8495e7af9388eb2f88e045bf760967277f9cba1,105,130,120,45,45,40,485,170,true,true,3318,false,false,false,false,false,false,false,false,false,kanto
153,113,chansey-default,Default Form,1,,Egg Pokémon,10,https://cdn.pokedb.org/30e417fd83c061286201ee1663b1f2bde6011a41f21ad28eebe67ed35a63f68f,6,1.1m,"3'7""",34.6kg,76.28lbs,30,32,131,2,0,0,0,0,0,https://cdn.pokedb.org/757bc042a7e2bd8354f4107dabb2138ee820063c397d6074f63aa73c793d1d2a,https://cdn.pokedb.org/757bc042a7e2bd8354f4107dabb2138ee820063c397d6074f63aa73c793d1d2aw40h40,https://cdn.pokedb.org/757bc042a7e2bd8354f4107dabb2138ee820063c397d6074f63aa73c793d1d2aw70h70,https://cdn.pokedb.org/757bc042a7e2bd8354f4107dabb2138ee820063c397d6074f63aa73c793d1d2aw100h100,https://cdn.pokedb.org/f13ef177c332feb6db0eefa9517f33e06dec2437a9c92eb659625c01cfa8cabb,https://cdn.pokedb.org/f13ef177c332feb6db0eefa9517f33e06dec2437a9c92eb659625c01cfa8cabbw40h40,https://cdn.pokedb.org/f6169f71a1500d893939ba00248726643b8ce6aabd2be30c561a981764675bdd,250,5,5,35,105,50,450,395,true,true,3241,false,false,false,false,false,false,false,false,false,kanto
154,114,tangela-default,Default Form,12,,Vine Pokémon,2,https://cdn.pokedb.org/a93c3dac2516a90f7e84c62d13c84c7bed73e77f01bfdd04d591cff1d4c1827a,2,1m,"3'3""",35kg,77.16lbs,34,102,144,0,0,1,0,0,0,https://cdn.pokedb.org/3fb4de8967bb45b353aa8ac413dee1876fc1971d44a27b2c9b9623aa1f79d3e1,https://cdn.pokedb.org/3fb4de8967bb45b353aa8ac413dee1876fc1971d44a27b2c9b9623aa1f79d3e1w40h40,https://cdn.pokedb.org/3fb4de8967bb45b353aa8ac413dee1876fc1971d44a27b2c9b9623aa1f79d3e1w70h70,https://cdn.pokedb.org/3fb4de8967bb45b353aa8ac413dee1876fc1971d44a27b2c9b9623aa1f79d3e1w100h100,https://cdn.pokedb.org/fe2326b8a746a90d56c374ccabe2d896837dfe9ed7657ca7f294f0919ea277a2,https://cdn.pokedb.org/fe2326b8a746a90d56c374ccabe2d896837dfe9ed7657ca7f294f0919ea277a2w40h40,https://cdn.pokedb.org/e7d98dd4ac7a759b76201ea8812b70b381f97130f38c22a2e04774bedd665221,65,55,115,100,40,60,435,87,true,true,3439,false,false,false,false,false,false,false,false,false,kanto
155,115,kangaskhan-default,Default Form,1,,Parent Pokémon,10,https://cdn.pokedb.org/a229ba9014b13c367e03e5bc298e664199cfa632a6960d1aebad6fafd509da97,3,2.2m,"7'3""",80kg,176.37lbs,48,113,39,2,0,0,0,0,0,https://cdn.pokedb.org/6d2d5d17ea6b5d7ce4b658994d2dea17c60c5298e781e862817640e86f848674,https://cdn.pokedb.org/6d2d5d17ea6b5d7ce4b658994d2dea17c60c5298e781e862817640e86f848674w40h40,https://cdn.pokedb.org/6d2d5d17ea6b5d7ce4b658994d2dea17c60c5298e781e862817640e86f848674w70h70,https://cdn.pokedb.org/6d2d5d17ea6b5d7ce4b658994d2dea17c60c5298e781e862817640e86f848674w100h100,https://cdn.pokedb.org/848fd1d88ab2239e288567c7cd5f6421b68aef848b5241ec38ffe40bcce49e53,https://cdn.pokedb.org/848fd1d88ab2239e288567c7cd5f6421b68aef848b5241ec38ffe40bcce49e53w40h40,https://cdn.pokedb.org/6324673efe9d83bfdc3032d6316b8a34167b33f4498b51e266cc61e14b3af927,105,95,80,40,80,90,490,172,true,true,3241,false,false,false,false,false,false,false,false,false,kanto
