type_id,type_of_image,version_identifier,description,image_path
8,icon,rescue-team-dx,,https://cdn.pokedb.org/cf933707ca5b82fafb9d2b1f501ee1126206bea29f2f77be8a88082d9c2553e1
8,icon,sleep,,https://cdn.pokedb.org/b1b11c0e24c727d79767e8dad6a7c2df3e29f3cc1a64aa6a91c88efb7ece4b77
8,icon,,Tera Gem icon,https://cdn.pokedb.org/e34268d131f97f3bd6ebe7af82e184146ca934f3e457c68b496c27e15f5763f6
8,icon,sword-shield,,https://cdn.pokedb.org/1302bd56451e777600d31dc7e51caca58a7e3b089d9c5bdb3cbb920fd28030f8
8,icon,brilliant-diamond-shining-pearl,,https://cdn.pokedb.org/03fe8300e4948463633e0a6d9d353b6b24ecc90e9e5319f528fadeb49c90ad72
8,icon,go,,https://cdn.pokedb.org/f2e61e3016aac479fb1287cdde348c1aa750801eee00da9a6228ffc8e9b74ce1
8,icon,home,,https://cdn.pokedb.org/301ebb20b169afa687f7b29ee341997ac8f6e3047fc49715c14173c6a6332bda
8,icon,stadium-jp-website,,https://cdn.pokedb.org/7d721c0cc25a0f106061219ca85b30fed2e3041a56cde85175eb0a7c3d6f3945
8,name_plate,diamond-pearl,,https://cdn.pokedb.org/730835c44d4b37c6cc7146e37a9797c6801a077182eafa2cd60b77f3a39c58d6
8,name_plate,sun-moon,,https://cdn.pokedb.org/ff87c178b1d7daff6316238df42552ff538380c56ab9c89ca5ff59d1bdd3efdc
8,name_plate,x-y,,https://cdn.pokedb.org/76da0df1461b47438d7837463d83f75802af86822c28fb4032444d258f8782a9
8,name_plate,firered-leafgreen,,https://cdn.pokedb.org/bce3bb1a8022417953ca5795391a87de2d284bc02dc398622e2864f5fba3c157
8,name_plate,platinum,,https://cdn.pokedb.org/9c17453d95e5886d6b035db955fd41993d7beef95f7eb282a1e531664de86515
8,name_plate,stadium,,https://cdn.pokedb.org/6ffa76ed7d37c4a5508404b3aa48b45eeec41132f7953e81d8c1c83535e5c99c
8,name_plate,colosseum,,https://cdn.pokedb.org/d6bd69a2f720da7b6c3252a4cd4fc8000dbc90df74ffa3d6724a76a7cb04bbb3
8,name_plate,xd,,https://cdn.pokedb.org/cd69dca2f0dc17cc5cc8c7378744614258e3e59d0032083e4a0cbc89150d375a
8,name_plate,black-white,,https://cdn.pokedb.org/61d4c8d6014da6ffa9f49d26931387b83c4f43669fd5b3fde663da171fc17370
8,name_plate,battle-revolution,,https://cdn.pokedb.org/d580847dfde28210c73aab6dab50cc9b61ff617d323a028e5b44133d141e80e3
8,name_plate,ruby-sapphire,,https://cdn.pokedb.org/92f0e7946f5ec3a3148b4d3d42fd1f51a14459651c2d7d20bc46a4d13ad27b1f
8,name_plate,stadium-2,,https://cdn.pokedb.org/c3c82a9d1f437f8a7e0a766f980a2a45cb6130f321d9bdf5367386e06ec61454
9,icon,,TCG icon 3,https://cdn.pokedb.org/3ff2a0a8deb7c52e4a7d5e0b927d7b378644f474b37aead61a6fcf07d6404174
9,icon,new-snap,,https://cdn.pokedb.org/1512795602273ce9591179742bcc5b6e64c1003ba801ec768d7b192b91c4c41a
9,icon,tretta,,https://cdn.pokedb.org/88dd8b274bb22a60564c0d1f494b55cfbbdd3a12f99a995c1a4359bc9a80419a
9,icon,home,,https://cdn.pokedb.org/16c4b7f6feaec8966e8343e0dfecd37c13bdb298122f4a6250d0a2128037a7d8
9,icon,quest,,https://cdn.pokedb.org/8815cad5fadd838b933b92b395c08f1377749ba50de4717e576408ed3f355162
9,icon,brilliant-diamond-shining-pearl,,https://cdn.pokedb.org/7a86fd5a74c5382b4931040de24bd7a9a178a5d6ddba62b42ec90febe042792d
9,icon,,TCG icon 1,https://cdn.pokedb.org/3dee924b77d1570eca61eaed042ad0a25c0f10be25dd71c95f6a98f8cb746ee6
9,icon,mezastar,,https://cdn.pokedb.org/772b81340d02a459e90605c1fdbfdc18e141339a0e2d200263889eb10690b479
9,icon,sleep,,https://cdn.pokedb.org/dc73c334f093067db9da6c3dac046b8169cc261f56045baf51a383c6c4791da5
9,icon,go,,https://cdn.pokedb.org/e6db021261f4f2af0f2a1e8ec3242cba907fb6a86826ec9cfa9101d199131a44
9,icon,ranger,,https://cdn.pokedb.org/d107edbce9624566d8db9c84b8cd41386d8a4087f3e81f218e14ac84fca23330
9,icon,,Tera Gem icon,https://cdn.pokedb.org/104559eca4f2bc65f0d6b94e91b95e51e916709bd59702874167c02a66bc6a40
9,icon,battrio,,https://cdn.pokedb.org/19d3fea976a8f16bb244caf76866cd99c0ec104d57b5b16cc5f5d779bc81fba9
9,icon,masters-ex,,https://cdn.pokedb.org/37956dc656587a11c794505682bd79313d1b0828ff5ccfab852252be0f4f5445
9,icon,,TCG icon 2,https://cdn.pokedb.org/015f0ce039f061aee2b93553641100f6dac316a639ec14dcfc235a02b8631b33
9,icon,rescue-team-dx,,https://cdn.pokedb.org/f2fec2518432d5f4d867c4a9382050f5bf2bea344587d6901250e7ace0d9036e
9,icon,rumble-rush,,https://cdn.pokedb.org/2ed2cf98d116f0d5c0466554ec9ffa4d9deff07e4df0568d35f44c12607eacab
9,icon,sword-shield,,https://cdn.pokedb.org/59b1829e9e7a913132c357f7934712a3edd730518a94332ae9b8d0598295088c
9,name_plate,colosseum,,https://cdn.pokedb.org/707c5aa86b137bcfcaed4b8f5a1818138035605c15bd461cb6ecf15ebc34d770
9,name_plate,battle-revolution,,https://cdn.pokedb.org/0bfcaeadbe47bca1c255b7e2df12fb24041bed219454712953f7206eb03778b4
9,name_plate,sun-moon,,https://cdn.pokedb.org/e42cc6f7cbfdf108576115ef6bd920925a8b9029bf6f2e8603cc7d644e7709d6
9,name_plate,diamond-pearl,,https://cdn.pokedb.org/355340ebe19397d637f2092dfbbd64ebf8f5ea9b8627062974ebad723c067b84
9,name_plate,x-y,,https://cdn.pokedb.org/2ade7a58f5c7fcef1ad9281c302d990a9c15b66078492733fd14424914ce9b6d
9,name_plate,ruby-sapphire,,https://cdn.pokedb.org/d455da800304e1e5d02cf912fe81931e5455bb60b680143ba1d80b34de7a8f75
9,name_plate,stadium-2,,https://cdn.pokedb.org/519f00c0c95ae032a710e6e95c316d30e4c2bb6043107632d713c6dea7de151b
9,name_plate,xd,,https://cdn.pokedb.org/21fe442f24696f634ef280f50f2120ffe4c1467696d81e2cc6d53b4112e95ecb
9,name_plate,platinum,,https://cdn.pokedb.org/8dc41f114f729ee5d8588cec3790e98b91e21d1e2ef4f2cdeb54bed2f2b16b86
9,name_plate,black-white,,https://cdn.pokedb.org/ffad6cf582a2071d868276ca6773ba6edfebe19ed418291d9c96a002e920d5a3
9,name_plate,firered-leafgreen,,https://cdn.pokedb.org/0a01fa2aeceb2cb7b075bfc235efe6ddcd2aaccca3a911745a4302a88e234825
10,icon,,TCG (GB) icon,https://cdn.pokedb.org/ac08f7919e3e9d4c88d1649139396e3f188d424af31b6f7b1705a7fb456ae5b8
10,icon,stadium-jp-website,,https://cdn.pokedb.org/bc6462defd26b3175a84f773775636e43cac6a2bed3ba1aadd65d425f4484d21
10,icon,masters-ex,,https://cdn.pokedb.org/ac747bd0dc472f22a4934721c624e48af696498492d35ab8d77f593ced0a5b0d
10,icon,,TCG icon 1,https://cdn.pokedb.org/46e52a10d7c4e27cc087750cbff5935883294c74520ac7cf87e08cfca6c87416
10,icon,mezastar,,https://cdn.pokedb.org/f2609b7d7786789057a91e7263dd25d1d9c71a27ec57407fd587976e8645ba13
10,icon,,Tera Gem icon,https://cdn.pokedb.org/fdefb274b0530a0bf92d500d928d9cecf2eaab03e55824ef644e42bffff0c835
10,icon,battrio,,https://cdn.pokedb.org/91563f1f6b37b49affe5c6a42bdd5780b07313903702f68e45ec10d0ff0e2c0b
10,icon,sleep,,https://cdn.pokedb.org/838538eaf824f860cbd40100183fce77c603e5768dfe30d6ed750a3ac05d463e
10,icon,go,,https://cdn.pokedb.org/86085558c13692078f56fe53f095a9a8b11cdb71946ef20c378eec682e08d4f2
10,icon,rumble-rush,,https://cdn.pokedb.org/5458e2fe771dd85bf19c1bef6f363215391852d654974463c1ef45730d2eff6a
10,icon,ranger,,https://cdn.pokedb.org/a3345c9dbeaac8d57efc75e011d4cd83d4d28fafe69394c969f9f2c0943e6982
10,icon,sword-shield,,https://cdn.pokedb.org/bc88267cf5a6595abed925a791197f885af21413d1eff1e27d8fad51eb9bfe95
10,icon,brilliant-diamond-shining-pearl,,https://cdn.pokedb.org/559cfe67c71f6f1b178bec1b0f4e79923c5c0768977edf5d4987862c9f737b4d
10,icon,home,,https://cdn.pokedb.org/3e849bc1b94b7a29ad5b5fac20ec956a43cf97852b957a95d5ea042a7dc0d7b0
10,icon,rescue-team-dx,,https://cdn.pokedb.org/174c6e1628d3cdb944ee2be29d6f91a52356b6bd887895f2927bb5c7fb2b4157
10,icon,,TCG icon 2,https://cdn.pokedb.org/0ee454b7839e9e018fb72153c255111af86ddbcebdff1b557b9a2cc586170963
10,icon,tretta,,https://cdn.pokedb.org/24d2fa00dbb4c5b5e69340381f973cc395ae4812dc0eb3abdf72b8ca7ec474c5
10,icon,quest,,https://cdn.pokedb.org/7483ee95df7cc4556ca3cb0f7d0c9141863580938be12fba2fac41981f38a0f7
10,name_plate,stadium,,https://cdn.pokedb.org/9f330df74716b246f4643f29aa10e4229d5a4178d3b033ffd17c74fcb78f0a72
10,name_plate,black-white,,https://cdn.pokedb.org/f8129b255b74acaf624daaa994a2cf95f6c0a8629ccc7a079db3d2a366ec4d0d
10,name_plate,battle-revolution,,https://cdn.pokedb.org/d0554b689ee615957bcafe8af5fcc62acd98f046c2eb52503ae81c98bbcf6308
10,name_plate,firered-leafgreen,,https://cdn.pokedb.org/cdf007ac22d6ae60e562b3e45c9b4e28572cacad792478a788d081eeaee16df3
10,name_plate,sun-moon,,https://cdn.pokedb.org/85e7fa26bb0184834efff568920b086f248d684da4fed51ac9100b5b46c05b42
10,name_plate,xd,,https://cdn.pokedb.org/9a44ae9694086853f54ec4c9a18e1c642c9aeb062480073fcc288248796ac387
10,name_plate,stadium-2,,https://cdn.pokedb.org/8dd5689f067c39a19294f067d3fe833ae0cb00166d4662226a0cee9cc509d3fc
10,name_plate,ruby-sapphire,,https://cdn.pokedb.org/c8ccd57e98c2edba173934181e5853ba4615b63966f2aaa8d50f6fcfefc7e6c5
10,name_plate,diamond-pearl,,https://cdn.pokedb.org/4eaa8d154c13491ebc5a8deb2b2865a592908d6e3540eb0f94f93cba701f7a9f
10,name_plate,x-y,,https://cdn.pokedb.org/0dcd90159ad50398515979e821fc08f6f2aa2565be8e95aed90ddaa5356fd1e1
10,name_plate,platinum,,https://cdn.pokedb.org/0ed52ca5636f94767fca7020f51b02a4f0f3bb566dc15070a2ca424d5bab73a0
10,name_plate,colosseum,,https://cdn.pokedb.org/2f2cc18cb34fa8d39eca283de9f272b348f0724bdc9a55194a1749e5bb548ed9
11,icon,ranger,,https://cdn.pokedb.org/9c0f7260cd1a5db48ef46a0c83dc3c7f77b956366f0d139151f1725e51f9011f
11,icon,,Tera Gem icon,https://cdn.pokedb.org/4389cc5de12e97eaad873505f2e73c2b53dd8605e5d724308c4c9744866d68fd
11,icon,tretta,,https://cdn.pokedb.org/34e5069ae50eb70d01b3db353a8d3cebe504fa00d92af0dbcaef8b5bff93ea97
11,icon,,TCG (GB) icon,https://cdn.pokedb.org/cc3cd7473520a7e914da5266ea8382e357366353695d813dbb9720fe9f454451
11,icon,masters-ex,,https://cdn.pokedb.org/765dd192fd12da4f1d7679c27a072cc4d0d7c3b7af23dc06e04cfeb091a27d8c
11,icon,mezastar,,https://cdn.pokedb.org/a14aea75dd097a298d0e0b37b100a8fa4ae9d792f8b0cc773a886c7df636d669
11,icon,sword-shield,,https://cdn.pokedb.org/aa99f1153b8f5727f37488f4a4ad022374f0bd3c2e4b90fb8be659b00cf1a0b6
11,icon,sleep,,https://cdn.pokedb.org/e3185b4a35354bbd721ba044aefe75f0f5ac317add26dc411b9cd0742c7c7753
11,icon,brilliant-diamond-shining-pearl,,https://cdn.pokedb.org/8f4456b30e59bee1af00db33216ef7483b6f27d736a649858ee00e54c0bd76ab
11,icon,rescue-team-dx,,https://cdn.pokedb.org/1cd5197ae096206b3a9d116578e490ff72c0dd931e390611faed50520f8ca23f
11,icon,,TCG icon 2,https://cdn.pokedb.org/4ae7b267bcfe7b63201d5ac8928faaea906a88b04069426def8a9eccf553cb70
11,icon,go,,https://cdn.pokedb.org/722ad9d4e81ec687c36693d7f714707cb7df90ecb930c5300b0bb50a41accf14
11,icon,battrio,,https://cdn.pokedb.org/d00214c407a7e6bb9011279976bd6d95df42346fc81b75be5fced2f63b08bf3f
11,icon,rumble-rush,,https://cdn.pokedb.org/eee2e10df15779758f63feab09974c079718b8162203ce191d6c4b3714c5ba42
11,icon,,TCG icon 1,https://cdn.pokedb.org/c2ce20b294eb126b76f7392890ab08a35d05abd352cadff22715f84023387f09
11,icon,quest,,https://cdn.pokedb.org/318fa585bf0fde5cf58f1a163c71c31125ecf92e698f1d3c5f1e455968f33e97
11,icon,home,,https://cdn.pokedb.org/afb0b057a610fa7052674a8f60e3d70b70cba1daaff2769836031af23fc689eb
11,icon,stadium-jp-website,,https://cdn.pokedb.org/c69fe20b2678af261d0a4f31f8d6e72c1774cd1f784e00d1198117fd73d6db29
11,name_plate,colosseum,,https://cdn.pokedb.org/fc1f7915c9f6a5c5a810afa382e7095529665d9d495a912fb29df454b3534123
11,name_plate,stadium,,https://cdn.pokedb.org/6423e40dcad14c361564d623725c7049979fd94dd5b9c87f9f5b1cc70df1be5c
11,name_plate,sun-moon,,https://cdn.pokedb.org/6e313b8117b4379062e9d68782fc11965447a01aa60e960ea3c2f69a1bf823c0
11,name_plate,black-white,,https://cdn.pokedb.org/a075b27ea8b2a9b719925f6640c78a0edea843e9dd4ab0d3c0e1c2d74328b4b1
11,name_plate,battle-revolution,,https://cdn.pokedb.org/7cf91242341ed70de00882edffd952b1e7c0da775d16cc43bbc35f2be0ae428a
11,name_plate,diamond-pearl,,https://cdn.pokedb.org/b7934ee3728d23493765059760bba7a3d0b36bfdc6316545933fab625a16215e
11,name_plate,platinum,,https://cdn.pokedb.org/bdd576893a9daf6dbf09315189957de8279425b3f8d010e0b0f92974cd77cdfa
11,name_plate,stadium-2,,https://cdn.pokedb.org/42dc9567a58fae9a1e24153205a301e0d7eda108b9c1eb6a6917fe0594484f7c
11,name_plate,xd,,https://cdn.pokedb.org/208c10cb6c8163aa1e69e76a2de383427b3a3150c59258c1f4dd7c4fdcd29875
11,name_plate,ruby-sapphire,,https://cdn.pokedb.org/bcf943640853cb4b656cddb5eee2b96869ad69e86be64f5206d9abff93e5823e
11,name_plate,firered-leafgreen,,https://cdn.pokedb.org/c1212bc94860120a28f4a7de60e8c3922fe8cff0363b4620c08ed9983d2ef0d9
11,name_plate,x-y,,https://cdn.pokedb.org/e5cb5067507ba2df7ed8e18b28e869a1bea49e62d8f585ea9bebff8fd2f80fb5
12,icon,mezastar,,https://cdn.pokedb.org/4625a1f1f2f74fc9def2efef877a9299c57487f2afa4e256186935a31c4bba55
12,icon,masters-ex,,https://cdn.pokedb.org/602421c6536437c64b4cdaaa0c425edb23dc0e6583b08fcc4fb8805ec87d300b
12,icon,new-snap,,https://cdn.pokedb.org/b2329e95bf6747ea1145c664737c96211f8e3c6fe1425d3892b76ae5b89466b3
12,icon,quest,,https://cdn.pokedb.org/e54c1c09658e6f59ccce765ea38d436801eaf8e15dc1f1eca6cfe48ff6c5c93d
12,icon,tretta,,https://cdn.pokedb.org/54bc597de3d77e9def03de20817ec2b963985ed38ae910f3eb8223ca6e3e7a6f
12,icon,home,,https://cdn.pokedb.org/951dc4aec70983b499ea5fea3a0ac7cd8d2ed490df6b5a519415660cb573fd94
12,icon,ranger,,https://cdn.pokedb.org/380b4c204578ac4a20f0f9f1fc3be4a9227c0f0e50babcea4728cc2312d1c8e5
12,icon,battrio,,https://cdn.pokedb.org/0eb2e31edf97740e18a8a443e60395c90320365364c4d9945917978ec8a27c40
12,icon,,Tera Gem icon,https://cdn.pokedb.org/fc69f0a49559a9d6d12990e28c769a59f74918d0c77b66433adf178f75465574
12,icon,rescue-team-dx,,https://cdn.pokedb.org/b87cbd37bd3a2e0f429a5efab9e6370d959c4ad90c4b8e9f7f79e00816018983
12,icon,go,,https://cdn.pokedb.org/9a46e6771c4fee397c9f9deb8e249b2b66761db204ba50f358993b94562f15c4
12,icon,,TCG icon 2,https://cdn.pokedb.org/2da2903f2b0d8fe6e887af6243b39b64d078fb41a4a69fbcd7a5cfc084e0e007
12,icon,,TCG icon 1,https://cdn.pokedb.org/01508c7fb1937b08e20a8abc9d37220db92bd2d509f8c964601d2471954a64e7
12,icon,brilliant-diamond-shining-pearl,,https://cdn.pokedb.org/fc7b3ab55b3b721610e5d1ba5346cd5f036ec36b70cf1a5640987f6cb887d68e
12,icon,,TCG (GB) icon,https://cdn.pokedb.org/bcf3d413657b2bc6880cf75d263ab3858d34659fe509fdb0bc656806e3a60a40
12,icon,rumble-rush,,https://cdn.pokedb.org/e64ac2bb0d4984122a84d752ed91550d1c68252833a23b17816a3da5dc59d436
12,icon,sword-shield,,https://cdn.pokedb.org/8c5ea674ef793aca3a440b5b214d1594f866fc3781c7b4bef7003401f263b9da
12,icon,sleep,,https://cdn.pokedb.org/f94cc6c82f1c7c35f5798db21d200d9f42fb3541c2b5dcbd7f635436dbb07181
12,icon,stadium-jp-website,,https://cdn.pokedb.org/4744fe564beea97a8a8c17d8e868524013e7009a0ac5d5cc0ec2a5353f8d6608
12,name_plate,black-white,,https://cdn.pokedb.org/fdf0cfb3c2c46386b46d8903833d6aa133b1c68b34f03bab59b440afbd59d959
12,name_plate,firered-leafgreen,,https://cdn.pokedb.org/95e15c9823618b578432c70491f4422864b3bed4518ba5779d35311abf4a23c8
12,name_plate,stadium-2,,https://cdn.pokedb.org/d4942eeedbcfa2600e8d01a742f89393edacbe028c14aae97d0fcbc879ecd074
12,name_plate,ruby-sapphire,,https://cdn.pokedb.org/112000f85f8f9bbf94af4e8c0cfa6497dddf63acddde97ab3f4be446e0d44f9f
12,name_plate,xd,,https://cdn.pokedb.org/b1451f2e0da5072487d157b880cfc385c411178f8ab37598253bbe922fbdfc63
12,name_plate,battle-revolution,,https://cdn.pokedb.org/b7e8380879ef47637fdc4f954603b49444cf09117d0a8b26a3c6f290d2e7a929
12,name_plate,platinum,,https://cdn.pokedb.org/a59ec45fbd27dde3abacbc7dccd08fcbd91294f197ed9a5384af3f33f9a12a0e
12,name_plate,x-y,,https://cdn.pokedb.org/b9366e8d8f956bd3b65658705625680fa10ba82245e20fe1ffe2634c7b812e06
12,name_plate,sun-moon,,https://cdn.pokedb.org/3f8c86cb9375f66cab0c2b8b8cb264a809b2ae2d4fc349e1f844088337b382dd
12,name_plate,diamond-pearl,,https://cdn.pokedb.org/5373e75368b6c56e4473aa9b0805882542a9339f5fab0c8979d0553a9bae3064
12,name_plate,colosseum,,https://cdn.pokedb.org/01f9274b74a886ac8d61d37931fb1a0aad03a376b899dde5163631490ab41c0c
12,name_plate,stadium,,https://cdn.pokedb.org/7c8904049aa73035c422e4af65562cf71bdda159d4b4cf1c5e93e95f5c9b7843
13,icon,new-snap,,https://cdn.pokedb.org/6fff3ea41bc5661fe1b595282b7a99e8338fd51f4a0f21c518bb16265b444a55
13,icon,mezastar,,https://cdn.pokedb.org/582eff770300dca266cfc0ca994b38fd785326fa26d9e387ae9edb1b191cd376
13,icon,quest,,https://cdn.pokedb.org/043a071d49a43cba27179ec79c17d2062404f9dcba84e81fa6db88107190e8bc
13,icon,masters-ex,,https://cdn.pokedb.org/1d901e3b9c39e2e8e6cc65aa3ee81e99d528c7c5c9370c13272bc047aed9fed0
13,icon,ranger,,https://cdn.pokedb.org/20880b90ddcb749f973465f9634c8df8cc812d671910e700580142a3778cc3a3
13,icon,home,,https://cdn.pokedb.org/e3f20bb69de68e21ff837e1f9ade307f158aabad98a4780af93c6696784b5bc2
13,icon,rescue-team-dx,,https://cdn.pokedb.org/4e9d3436e41637f5d29727f95b338208b1394defd641807b4a0b087c3c2d29d6
13,icon,go,,https://cdn.pokedb.org/b2e4ba9abd51615ff5b5e891eebab0f85363fbbbabd0b830b8b95908d586abad
13,icon,rumble-rush,,https://cdn.pokedb.org/ff73f52cb820b2bfd3ad176b26a28993ea1d42a8b72abbd1be12e4386e4aa2c7
13,icon,sleep,,https://cdn.pokedb.org/d07c19027ad71055b8ecfd10a12300bbecd2ec9c7771eb5758a6570bda7f5cd6
13,icon,stadium-jp-website,,https://cdn.pokedb.org/e8e7fb359c91a5500969d048c565b18e7e98cd2af626abbf2f34dc9181cca018
13,icon,sword-shield,,https://cdn.pokedb.org/ad485291240f03c49581f5b85b5dca6dea9ff23ede045bee9c598a77e1aff5ed
13,icon,,TCG (GB) icon,https://cdn.pokedb.org/f185d63245dbdff9a37962d3359939e7dcf08dac538f3fe86974c740cc6bd2de
13,icon,,TCG icon 1,https://cdn.pokedb.org/9527eaca4abd9fc8e502fd3db55c78f2fd4f0025a39a9d6ccff7deb4a590c6bd
13,icon,,TCG icon 2,https://cdn.pokedb.org/fa54682b274f5129520904403de5c8d39a0e436d10b3eff9551c9942a076a6bc
13,icon,,TCG icon 3,https://cdn.pokedb.org/c1ba8b090422b9a06097f2bb2f0e3831c5e2c4d4052593488aaf290a81de43dc
13,icon,,Tera Gem icon,https://cdn.pokedb.org/2ed69a5109e2b272d7f7eda32027cd4e332da685184e50a20f4c0f750dd7e4e3
13,icon,brilliant-diamond-shining-pearl,,https://cdn.pokedb.org/0d064f0e2279eb00f8abd6c8a7fea0ac4effd77ca7b42d10ad0076bef14a5d08
13,icon,tretta,,https://cdn.pokedb.org/c3e226fd1962e332bb21b86ad7041bdda3150b03f204cb07be0e54b88e2078ba
13,icon,battrio,,https://cdn.pokedb.org/8c93b457f3047c3620bb2cb19cfad26457f8376b9b412e7777754cb15a5e4ede
13,name_plate,firered-leafgreen,,https://cdn.pokedb.org/53459bf6f3d1ba9e57e7fda41b1c026d3205a7f60d54920510ac1ed411449fe5
13,name_plate,xd,,https://cdn.pokedb.org/2a8fec31ec39a6ea8a6d7c36c293f6126ce7a38fd37225a9870e989dbf36f8f2
13,name_plate,sun-moon,,https://cdn.pokedb.org/cc887d16166acc511f2536da8a95cc865ea3ba7ce69aa7b6012d968e750a4ab2
13,name_plate,black-white,,https://cdn.pokedb.org/c3fd93c88de974ebde2c011263b569f3b77fd19f899f350e7455e761c815e023
13,name_plate,ruby-sapphire,,https://cdn.pokedb.org/6b6cd82bb77f0f4489c69eba52e8f80ce88467cd17cbc4d261b31cdde5173c11
13,name_plate,colosseum,,https://cdn.pokedb.org/e07dc4bbb0950062a2315fabbdabe5b64553bd6dd0f8f67c0b5ca5287ed5b6c9
13,name_plate,stadium-2,,https://cdn.pokedb.org/b15aa6c068e15bf95237fe1f5566039f7b9b6bafacc101f469dac712117d8f26
13,name_plate,platinum,,https://cdn.pokedb.org/73db2dd169390cf7cf701723830e0989f8ab93bd66d9a69e3df59c75be3b52d6
13,name_plate,x-y,,https://cdn.pokedb.org/80e946962f25636bf158f5f1bcae3161491afb24bed0b4d13efc3a0bf95f6515
13,name_plate,stadium,,https://cdn.pokedb.org/d3e851274312a53a79c5a6e4b4ec1406fdf5ea699f58760c016b35580769ad32
13,name_plate,diamond-pearl,,https://cdn.pokedb.org/f8ff541a5b71dfa3e9a8854d6cebc739e278c88bd2c32f78ed68c8f14352f7e9
13,name_plate,battle-revolution,,https://cdn.pokedb.org/cc8f2ccf68740cbc39d1435a3fac57a52845c39b360e825905c463252f71e15c
14,icon,,TCG (GB) icon,https://cdn.pokedb.org/31943d728048d83512783d002beade08e3761ef0ed3fa6ae2ffd3b286e8f5ff1
14,icon,go,,https://cdn.pokedb.org/57686c41e957d894eff90a46ab3052915e1d35cb01b2312eea0536eb028ed7d6
14,icon,stadium-jp-website,,https://cdn.pokedb.org/9aefdd0247e7a5c00fabd061b127122672fea40d2064b6d1f795ca4f205c3a26
14,icon,,Tera Gem icon,https://cdn.pokedb.org/6a874c5fceffe199e5ba18a118aa13e1452d640a751848d99f3f29d3d1e57198
14,icon,new-snap,,https://cdn.pokedb.org/42664b532ca6c72d2649735f2f2a95e67dc96ba7d6ab2124d90f3590fb011f71
14,icon,,TCG icon 2,https://cdn.pokedb.org/8377e1c0e7c7384eaced8084c13d57df7c435dc3ff365a1552a107ffd34ffa1d
14,icon,masters-ex,,https://cdn.pokedb.org/4936fcd7f0b21f8adb5a24d164755211690af7e14164d045258b187750337ef6
14,icon,sword-shield,,https://cdn.pokedb.org/57339b48e787096daa8605a712d950554c07ee962d498f7044c021d895ff9ac0
14,icon,rescue-team-dx,,https://cdn.pokedb.org/18f9b97a447a962ba0ecd6748f270629d70fb2052cf0f55774884783caed19ed
14,icon,mezastar,,https://cdn.pokedb.org/11713d1113619ca5bbcadcad1e1741f13f51c37398940091a29cf034cd614530
14,icon,rumble-rush,,https://cdn.pokedb.org/c6a7999d03310647f7c443ad12ff2679c749f229725ea239144a50f02177ea65
14,icon,home,,https://cdn.pokedb.org/ec0f383847805c050baacbc39845a966d4b28ea95987e2562a2eeb296f6c70c1
14,icon,brilliant-diamond-shining-pearl,,https://cdn.pokedb.org/4f4ff0602124062ee22cc3dd8da91ba8216e03f420bb7620a28ebf238e05bc29
14,icon,ranger,,https://cdn.pokedb.org/82854d50ba2235531aefc9059529a84b6cd9a2b308835034c5e3925e7040db60
14,icon,tretta,,https://cdn.pokedb.org/de4fb69cfd8762e45cb8ea5a779a246f666d01855eafd5507bcc6529ae9af0f0
14,icon,quest,,https://cdn.pokedb.org/bc52a38e90d44246827d463fd47275adf2afd7363dc54fd9835c5fd52a9192b4
14,icon,sleep,,https://cdn.pokedb.org/cbe8104c5a76d2e80c31699b4f05ff985d5d23bdbf6bc4584a9bf884c13a7353
14,icon,battrio,,https://cdn.pokedb.org/854873f68b4f1efbf3e9d02016b4cbd3463994703da9a0d8fd01f1e70c4cf616
14,icon,,TCG icon 1,https://cdn.pokedb.org/8d607d27a9aa2cc31f347debdf4338609899f5ad5369609c9fba0a020eba36a6
14,name_plate,diamond-pearl,,https://cdn.pokedb.org/53856e4800afc5b97842dd11b47224c8fb21292a55a6977620c5d5b4482b1603
14,name_plate,colosseum,,https://cdn.pokedb.org/aef9777138aa0b8c56c217d094bdb1be4d1d61735c3d01a6a7b27e56d780f1cc
14,name_plate,stadium-2,,https://cdn.pokedb.org/ec1b16b3c1b921ac30cb65a633b5ea9d24d3f30ac04f4a84a74de8887e6e6e6f
14,name_plate,x-y,,https://cdn.pokedb.org/dfbf73ec75bf6e1144b5eed881713c02ea93e001c227628647079c54b9bf8043
14,name_plate,platinum,,https://cdn.pokedb.org/db0962a45dd625815e0d9ed762ca02b7aead6f0767142b21d8a1a9de713e6bc2
14,name_plate,black-white,,https://cdn.pokedb.org/738c35d95115a015ec4a81a5e4f9804e1595569eab0bf7d731e360922cb77e88
14,name_plate,stadium,,https://cdn.pokedb.org/9806d7f19bbf4118c33d8227fa8eea57d69ce16a5cd720bf058bc5d0f6896808
14,name_plate,xd,,https://cdn.pokedb.org/073cf6b473c9afbedd07be0e2fddf2a95b366bdf9bd27871acf1277655be359a
14,name_plate,battle-revolution,,https://cdn.pokedb.org/e4396b7cf8d5733f5c7c18905e01a085bdea7c87deb285534f4f414bf9c873de
14,name_plate,sun-moon,,https://cdn.pokedb.org/238c3f0db98b719c9b0c5f5f7068c203e013d686ba8d335c6e626ad98697743a
14,name_plate,firered-leafgreen,,https://cdn.pokedb.org/5a9ac816237ba46de059aa1225096bacaf1f330fbe126c7a04319a0ea968eca7
