item_identifier,image_path,image_path_small,version_identifier
full-restore,https://cdn.pokedb.org/5c662a103b2921907cc6321c1b0debb4ab410ad6a21431e8b600625dae82dcfd,https://cdn.pokedb.org/5c662a103b2921907cc6321c1b0debb4ab410ad6a21431e8b600625dae82dcfdw20h20,black-white
full-restore,https://cdn.pokedb.org/5cf779d7b0a82d4f47e81852785578c8140048c5198d76b0e8c5c53cf8241a22,https://cdn.pokedb.org/5cf779d7b0a82d4f47e81852785578c8140048c5198d76b0e8c5c53cf8241a22w20h20,firered-leafgreen
galactic-key,https://cdn.pokedb.org/e8ae8d88fd69947644b6e73c8a40bdb6871c767dac993f2910cd683b10773a1b,https://cdn.pokedb.org/e8ae8d88fd69947644b6e73c8a40bdb6871c767dac993f2910cd683b10773a1bw20h20,diamond-pearl
galactic-key,https://cdn.pokedb.org/de5a10c2bb2652c0e7b130d71de06ba88e6a53f09e87d682c441014e0db95419,https://cdn.pokedb.org/de5a10c2bb2652c0e7b130d71de06ba88e6a53f09e87d682c441014e0db95419w20h20,brilliant-diamond-shining-pearl
galarica-cuff,https://cdn.pokedb.org/d48572caaeced9548f7807aa6ae6a662525cf8b7f9311f542ed2bb8c3c5bef11,https://cdn.pokedb.org/d48572caaeced9548f7807aa6ae6a662525cf8b7f9311f542ed2bb8c3c5bef11w20h20,scarlet-violet
galarica-cuff,https://cdn.pokedb.org/1dee5c697495d4906e345f012e7c789644609b0a582b40b897d7ad2a5f5d8ff1,https://cdn.pokedb.org/1dee5c697495d4906e345f012e7c789644609b0a582b40b897d7ad2a5f5d8ff1w20h20,sword-shield
galarica-twig,https://cdn.pokedb.org/bdf1d4da199dc6f01fdaab8fdbe881098a3b76298f8c5c102837fdf8121d1afd,https://cdn.pokedb.org/bdf1d4da199dc6f01fdaab8fdbe881098a3b76298f8c5c102837fdf8121d1afdw20h20,sword-shield
galarica-twig,https://cdn.pokedb.org/82d2e674607fc5a17ceadffdb094745255dbf0d5679308aa057cc6b446ea03c5,https://cdn.pokedb.org/82d2e674607fc5a17ceadffdb094745255dbf0d5679308aa057cc6b446ea03c5w20h20,scarlet-violet
galarica-wreath,https://cdn.pokedb.org/077f27e934e7585dc550a3f9d8ddcbb0745bf8382b21a0e20227c6e16a9d05a9,https://cdn.pokedb.org/077f27e934e7585dc550a3f9d8ddcbb0745bf8382b21a0e20227c6e16a9d05a9w20h20,scarlet-violet
galarica-wreath,https://cdn.pokedb.org/aad0d99d85e767ae8c831939532f07e9b9d942e77f8f3dd586ee893518a96e3c,https://cdn.pokedb.org/aad0d99d85e767ae8c831939532f07e9b9d942e77f8f3dd586ee893518a96e3cw20h20,sword-shield
galladite,https://cdn.pokedb.org/594a6d0b5364753803398b3a16ed9e9862d24c54952869c33ec871bb01ce598f,https://cdn.pokedb.org/594a6d0b5364753803398b3a16ed9e9862d24c54952869c33ec871bb01ce598fw20h20,platinum
ganlon-berry,https://cdn.pokedb.org/b83bd58c51ed46cd7afbf469c1f8bdac0d9da0ea0cda9af074fcd8739cfd2779,https://cdn.pokedb.org/b83bd58c51ed46cd7afbf469c1f8bdac0d9da0ea0cda9af074fcd8739cfd2779w20h20,scarlet-violet
ganlon-berry,https://cdn.pokedb.org/a0537250d9fdf3a2783d216d5e917ffeac1916853a3f8f7649c519b65ddfa3e1,https://cdn.pokedb.org/a0537250d9fdf3a2783d216d5e917ffeac1916853a3f8f7649c519b65ddfa3e1w20h20,ruby-sapphire
ganlon-berry,https://cdn.pokedb.org/ab07740d839b58693c330e2b013a502fdb12b0dd53cf7071339ca7b9d9cd2159,https://cdn.pokedb.org/ab07740d839b58693c330e2b013a502fdb12b0dd53cf7071339ca7b9d9cd2159w20h20,firered-leafgreen
ganlon-berry,https://cdn.pokedb.org/3d92b72c3288813ddb6936562b3abc4c9b94e9a3fea7f2fb71d54c1baa04a076,https://cdn.pokedb.org/3d92b72c3288813ddb6936562b3abc4c9b94e9a3fea7f2fb71d54c1baa04a076w20h20,brilliant-diamond-shining-pearl
garchompite,https://cdn.pokedb.org/80872a79767aee42a6b2a4ebd17b1bec00f20e5c19d6d053ae4664d43eecfb62,https://cdn.pokedb.org/80872a79767aee42a6b2a4ebd17b1bec00f20e5c19d6d053ae4664d43eecfb62w20h20,x-y
gardevoirite,https://cdn.pokedb.org/9f3601e481cbd3e169c9a0f5fe70e0486431b6c0c10558130543430e5b9becd1,https://cdn.pokedb.org/9f3601e481cbd3e169c9a0f5fe70e0486431b6c0c10558130543430e5b9becd1w20h20,x-y
gastly-candy,https://cdn.pokedb.org/70ca8df79d6028ff6a45420093189b51962e7f6a9efc64b8edb997046b8532da,https://cdn.pokedb.org/70ca8df79d6028ff6a45420093189b51962e7f6a9efc64b8edb997046b8532daw20h20,go
gastly-gas,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45w20h20,scarlet-violet
gb-sounds,https://cdn.pokedb.org/1b294781512a0e44a8d56604f7054a74a2a375d4f4d874427c7b2642c0e14db6,https://cdn.pokedb.org/1b294781512a0e44a8d56604f7054a74a2a375d4f4d874427c7b2642c0e14db6w20h20,heartgold-soulsilver
gengarite,https://cdn.pokedb.org/be3bb80fab23dc2c26ea7b52ea13f6be73383e93fdbcb1382e567c7e6e9fecfb,https://cdn.pokedb.org/be3bb80fab23dc2c26ea7b52ea13f6be73383e93fdbcb1382e567c7e6e9fecfbw20h20,dream
gengarite,https://cdn.pokedb.org/672f8c7e96776098d9c4d244b94531780745285c216e7e1b4c7bcbb72ecb2971,https://cdn.pokedb.org/672f8c7e96776098d9c4d244b94531780745285c216e7e1b4c7bcbb72ecb2971w20h20,x-y
genius-feather,https://cdn.pokedb.org/523a639784e8f0a211d53a208585551fd94dfee13077de556d138cf14dd55f18,https://cdn.pokedb.org/523a639784e8f0a211d53a208585551fd94dfee13077de556d138cf14dd55f18w20h20,scarlet-violet
genius-feather,https://cdn.pokedb.org/ed7786fcb1f96e993e62cd574731229c1c10f33b67915f56cbc454e38cc9c884,https://cdn.pokedb.org/ed7786fcb1f96e993e62cd574731229c1c10f33b67915f56cbc454e38cc9c884w20h20,black-white
genius-feather,https://cdn.pokedb.org/7c202b641c3c21acc3231e5f029891489a65c48ea7546568bc22103080aeb9cc,https://cdn.pokedb.org/7c202b641c3c21acc3231e5f029891489a65c48ea7546568bc22103080aeb9ccw20h20,brilliant-diamond-shining-pearl
genius-mochi,https://cdn.pokedb.org/e3c974a78172728b19c8f967e28547ba8ff02fe8007d54d68d4f66cce0f00aaf,https://cdn.pokedb.org/e3c974a78172728b19c8f967e28547ba8ff02fe8007d54d68d4f66cce0f00aafw20h20,scarlet-violet
genome-slate,https://cdn.pokedb.org/b3ba723babbbad364b0a48fc2a2ca4eb583a4bf069fbdf08ee535081a36cac6f,https://cdn.pokedb.org/b3ba723babbbad364b0a48fc2a2ca4eb583a4bf069fbdf08ee535081a36cac6fw20h20,brilliant-diamond-shining-pearl
gentle-mint,https://cdn.pokedb.org/7fe1e6d24293756531291dddf0c4df20f29c20953658d7c7b868037d9e2a1b96,https://cdn.pokedb.org/7fe1e6d24293756531291dddf0c4df20f29c20953658d7c7b868037d9e2a1b96w20h20,scarlet-violet
gentle-mint,https://cdn.pokedb.org/016e0839130f647c52e9cc0c39c7fa9c5d7dd96d86f93fa9bd5c2d0af935a3f6,https://cdn.pokedb.org/016e0839130f647c52e9cc0c39c7fa9c5d7dd96d86f93fa9bd5c2d0af935a3f6w20h20,brilliant-diamond-shining-pearl
gentle-mint,https://cdn.pokedb.org/cafd2d51761c70a3b8bf5c6845c31dbbb1f58e53e382cbaa7f46c949b1911554,https://cdn.pokedb.org/cafd2d51761c70a3b8bf5c6845c31dbbb1f58e53e382cbaa7f46c949b1911554w20h20,legends-arceus
gentle-mint,https://cdn.pokedb.org/25a23c25190c66d954c49f5af4fa17cab18e09968973209f3066b0321575f90d,https://cdn.pokedb.org/25a23c25190c66d954c49f5af4fa17cab18e09968973209f3066b0321575f90dw20h20,sword-shield
geodude-candy,https://cdn.pokedb.org/186447466de69746e677abde11f7376b6d5cf1f5e3d82b1aac8cae98c7655518,https://cdn.pokedb.org/186447466de69746e677abde11f7376b6d5cf1f5e3d82b1aac8cae98c7655518w20h20,go
geodude-fragment,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45w20h20,scarlet-violet
ghost-gem,https://cdn.pokedb.org/a87bf296f0b18e3a74c975f99b992e8de4eab5cda6c2e1e06ce167b9e319b7cf,https://cdn.pokedb.org/a87bf296f0b18e3a74c975f99b992e8de4eab5cda6c2e1e06ce167b9e319b7cfw20h20,black-white
ghost-memory,https://cdn.pokedb.org/5a87ff6788ccca58235425e515548d1b3b661bbe40183cbe6a288253758215e1,https://cdn.pokedb.org/5a87ff6788ccca58235425e515548d1b3b661bbe40183cbe6a288253758215e1w20h20,sun-moon
ghost-tera-shard,https://cdn.pokedb.org/17c81302ea34d0760410acd020515c3f8bdc5d9a7a715b5935bb6d6001040558,https://cdn.pokedb.org/17c81302ea34d0760410acd020515c3f8bdc5d9a7a715b5935bb6d6001040558w20h20,scarlet-violet
ghostium-z,https://cdn.pokedb.org/739944d7c7c38cdad196a711f5bc555c5e4e3d0fcac3fc7e0db82ab741875b86,https://cdn.pokedb.org/739944d7c7c38cdad196a711f5bc555c5e4e3d0fcac3fc7e0db82ab741875b86w20h20,sun-moon
ghostium-z,https://cdn.pokedb.org/447aef2ccad9a138b8370d955cfe72e5e2bc9ccb4cf443079b7904efebc1ebdd,https://cdn.pokedb.org/447aef2ccad9a138b8370d955cfe72e5e2bc9ccb4cf443079b7904efebc1ebddw20h20,sun-moon
gible-scales,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45w20h20,scarlet-violet
gigantamix,https://cdn.pokedb.org/d0f4208dcd3e8ff804253dfd55bff93ca94c4a99550d2f2e52170a73f459884b,https://cdn.pokedb.org/d0f4208dcd3e8ff804253dfd55bff93ca94c4a99550d2f2e52170a73f459884bw20h20,sword-shield
gimmighoul-coin,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45w20h20,scarlet-violet
girafarig-fur,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45w20h20,scarlet-violet
glalitite,https://cdn.pokedb.org/2cc4c1cbc9b87f5b795cb9b3472ac527b746c4636bba82eb0cd78a925790de73,https://cdn.pokedb.org/2cc4c1cbc9b87f5b795cb9b3472ac527b746c4636bba82eb0cd78a925790de73w20h20,platinum
glastrier-treat,https://cdn.pokedb.org/11396ecb0ac496e1454467b99bdc139e62287d80089b8eba679dc61d57b11c9c,https://cdn.pokedb.org/11396ecb0ac496e1454467b99bdc139e62287d80089b8eba679dc61d57b11c9cw20h20,the-indigo-disk
gligar-fang,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45w20h20,scarlet-violet
glimmering-charm,https://cdn.pokedb.org/7c42e73bb0d78854f1af470bcd6a35d2abea47cfe2f6bc6f58496622296a3f9b,https://cdn.pokedb.org/7c42e73bb0d78854f1af470bcd6a35d2abea47cfe2f6bc6f58496622296a3f9bw20h20,scarlet-violet
glimmet-crystal,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45w20h20,scarlet-violet
glitter-mail,https://cdn.pokedb.org/1b2890b9c34be5350c171d3980eb78e8fa0090634cc48f69f62a29b2fac6de52,https://cdn.pokedb.org/1b2890b9c34be5350c171d3980eb78e8fa0090634cc48f69f62a29b2fac6de52w20h20,firered-leafgreen
go-goggles,https://cdn.pokedb.org/406efce4bca12e4888b238e182a8cddab3c35d63c0f237c052d22c38c7ba2070,https://cdn.pokedb.org/406efce4bca12e4888b238e182a8cddab3c35d63c0f237c052d22c38c7ba2070w20h20,platinum
go-goggles,https://cdn.pokedb.org/2d9b73eaafb6d49b39e39ed1ec6ca89a957b8a02bf15ed1cf91ef3f91d9a71a2,https://cdn.pokedb.org/2d9b73eaafb6d49b39e39ed1ec6ca89a957b8a02bf15ed1cf91ef3f91d9a71a2w20h20,firered-leafgreen
god-stone,https://cdn.pokedb.org/4fc85bbb7f239ed1289a7381db37f8ed6c569e21328d9f76412f3d96edcd3d46,https://cdn.pokedb.org/4fc85bbb7f239ed1289a7381db37f8ed6c569e21328d9f76412f3d96edcd3d46w20h20,black-white
god-stone,https://cdn.pokedb.org/0f11340281cf6403f17d111b454e4e0bbbacd7c383712b843e0e03180c67cd5b,https://cdn.pokedb.org/0f11340281cf6403f17d111b454e4e0bbbacd7c383712b843e0e03180c67cd5bw20h20,black-white
gold-bottle,https://cdn.pokedb.org/69295ed4a7b4fa84f5af830ac5945b1da8d4889391e7886c6432ab9c16239824,https://cdn.pokedb.org/69295ed4a7b4fa84f5af830ac5945b1da8d4889391e7886c6432ab9c16239824w20h20,scarlet-violet
gold-bottle-cap,https://cdn.pokedb.org/f52afa07228ca4ce83c2bb965017092f331ee7b4c562f3a2e192ea4b51830b67,https://cdn.pokedb.org/f52afa07228ca4ce83c2bb965017092f331ee7b4c562f3a2e192ea4b51830b67w20h20,sun-moon
gold-bottle-cap,https://cdn.pokedb.org/c8b78fa43d0369b7f274895dbd87c9bf0415204139e0c78f33a3cc7f3212cddf,https://cdn.pokedb.org/c8b78fa43d0369b7f274895dbd87c9bf0415204139e0c78f33a3cc7f3212cddfw20h20,brilliant-diamond-shining-pearl
gold-bottle-cap,https://cdn.pokedb.org/acaf393826274951145e0817b4cd8cdd122420c0295217c82d639ec65117d278,https://cdn.pokedb.org/acaf393826274951145e0817b4cd8cdd122420c0295217c82d639ec65117d278w20h20,scarlet-violet
gold-cup,https://cdn.pokedb.org/69295ed4a7b4fa84f5af830ac5945b1da8d4889391e7886c6432ab9c16239824,https://cdn.pokedb.org/69295ed4a7b4fa84f5af830ac5945b1da8d4889391e7886c6432ab9c16239824w20h20,scarlet-violet
gold-leaf,https://cdn.pokedb.org/158fd8ac641139a2e38d6bcbf07669d88fb0cbd7bf1ec6fdd3533f158c57e2ac,https://cdn.pokedb.org/158fd8ac641139a2e38d6bcbf07669d88fb0cbd7bf1ec6fdd3533f158c57e2acw20h20,lets-go-pikachu-lets-go-eevee
gold-pick,https://cdn.pokedb.org/69295ed4a7b4fa84f5af830ac5945b1da8d4889391e7886c6432ab9c16239824,https://cdn.pokedb.org/69295ed4a7b4fa84f5af830ac5945b1da8d4889391e7886c6432ab9c16239824w20h20,scarlet-violet
gold-teeth,https://cdn.pokedb.org/9c528a782979c77ecc1c33e4b92d5fa8b8e61971261fc3581020e1341cdbfc05,https://cdn.pokedb.org/9c528a782979c77ecc1c33e4b92d5fa8b8e61971261fc3581020e1341cdbfc05w20h20,firered-leafgreen
gold-teeth,https://cdn.pokedb.org/9772e2c3ed8b8a53d6f56914dc8a5b3f9c34ea476c4c665edf7d78ce170ee9de,https://cdn.pokedb.org/9772e2c3ed8b8a53d6f56914dc8a5b3f9c34ea476c4c665edf7d78ce170ee9dew20h20,lets-go-pikachu-lets-go-eevee
goldeen-candy,https://cdn.pokedb.org/3a40cb72acaa93a16a38d78807bb470d20e17cba3851863f68862667377303b7,https://cdn.pokedb.org/3a40cb72acaa93a16a38d78807bb470d20e17cba3851863f68862667377303b7w20h20,go
golden-nanab-berry,https://cdn.pokedb.org/b2b97fa2133a96979e24d207e05f2b06d3b4541a93ebbc4cc78b671a8d19c179,https://cdn.pokedb.org/b2b97fa2133a96979e24d207e05f2b06d3b4541a93ebbc4cc78b671a8d19c179w20h20,lets-go-pikachu-lets-go-eevee
golden-pinap-berry,https://cdn.pokedb.org/4e94c161bb6eaaa1bab5da1022bc3bfddd5fb7f723b1a86b7f0cf1c576d813e9,https://cdn.pokedb.org/4e94c161bb6eaaa1bab5da1022bc3bfddd5fb7f723b1a86b7f0cf1c576d813e9w20h20,lets-go-pikachu-lets-go-eevee
golden-razz-berry,https://cdn.pokedb.org/9a4671048c5d1ed18e892d3277e59249bd367899f68b054958910ed70e37696f,https://cdn.pokedb.org/9a4671048c5d1ed18e892d3277e59249bd367899f68b054958910ed70e37696fw20h20,lets-go-pikachu-lets-go-eevee
golett-shard,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45w20h20,scarlet-violet
good-rod,https://cdn.pokedb.org/36d586cb00c56bcb6e3bba0b2826e6ab74d578dee5b010648cd9bd51cf74ae01,https://cdn.pokedb.org/36d586cb00c56bcb6e3bba0b2826e6ab74d578dee5b010648cd9bd51cf74ae01w20h20,x-y
good-rod,https://cdn.pokedb.org/5814d754d53dede49b0e584b59a094ac3bfa295482137bf6dd83017295aba445,https://cdn.pokedb.org/5814d754d53dede49b0e584b59a094ac3bfa295482137bf6dd83017295aba445w20h20,brilliant-diamond-shining-pearl
good-rod,https://cdn.pokedb.org/502dab89472d683b34d939f13796ee0f051daa4a822fc52af0bae76f65ea0929,https://cdn.pokedb.org/502dab89472d683b34d939f13796ee0f051daa4a822fc52af0bae76f65ea0929w20h20,firered-leafgreen
gooey-mulch,https://cdn.pokedb.org/af6ee00f1f91234141686a70f922dbb6017bed161b17fbc9deddf6a8b2173c76,https://cdn.pokedb.org/af6ee00f1f91234141686a70f922dbb6017bed161b17fbc9deddf6a8b2173c76w20h20,diamond-pearl
goomy-goo,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45w20h20,scarlet-violet
gothita-eyelash,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45w20h20,scarlet-violet
gracidea,https://cdn.pokedb.org/fbb3c8296ce50fa1cc586e89fdce293678136aa78986d89f0b7e431415df1e67,https://cdn.pokedb.org/fbb3c8296ce50fa1cc586e89fdce293678136aa78986d89f0b7e431415df1e67w20h20,legends-arceus
gracidea,https://cdn.pokedb.org/31313b290992d0059f87091f858de050051cf6aca609aea6f2a2bf7a81a148c8,https://cdn.pokedb.org/31313b290992d0059f87091f858de050051cf6aca609aea6f2a2bf7a81a148c8w20h20,black-white
gracidea,https://cdn.pokedb.org/23ae68bb7fa67db267e64240cff764df61c8d42794c7bbebe91b587263df7bc8,https://cdn.pokedb.org/23ae68bb7fa67db267e64240cff764df61c8d42794c7bbebe91b587263df7bc8w20h20,platinum
gracidea,https://cdn.pokedb.org/f29ac71519ed16b4ce1eac4652ff16b4c3ade5bbac0b96879059995f208e8984,https://cdn.pokedb.org/f29ac71519ed16b4ce1eac4652ff16b4c3ade5bbac0b96879059995f208e8984w20h20,scarlet-violet
gracidea,https://cdn.pokedb.org/1b4caa4b2a10cd93a15959daf1df205ce67b3f156994a7596847d6edf5829c0a,https://cdn.pokedb.org/1b4caa4b2a10cd93a15959daf1df205ce67b3f156994a7596847d6edf5829c0aw20h20,brilliant-diamond-shining-pearl
gram-1,https://cdn.pokedb.org/db44f7b6876689e7907ffe5f5eb966a9e0b5d9094a9e776c52292f78fab18afc,https://cdn.pokedb.org/db44f7b6876689e7907ffe5f5eb966a9e0b5d9094a9e776c52292f78fab18afcw20h20,black-white
gram-1,https://cdn.pokedb.org/18f96c6b5be234a4be1483d080bb27b48ed1b88fcf8f287a7cc4cf3492f7467d,https://cdn.pokedb.org/18f96c6b5be234a4be1483d080bb27b48ed1b88fcf8f287a7cc4cf3492f7467dw20h20,black-white
gram-2,https://cdn.pokedb.org/235860b4abf31f91b807ffab9b64f57a7ac743ff260954ff406c78ade7b456b7,https://cdn.pokedb.org/235860b4abf31f91b807ffab9b64f57a7ac743ff260954ff406c78ade7b456b7w20h20,black-white
gram-2,https://cdn.pokedb.org/6ba8334c95e36c613a5961edce9a74407f56b6a16ac56fc71af31da15bbd6ad2,https://cdn.pokedb.org/6ba8334c95e36c613a5961edce9a74407f56b6a16ac56fc71af31da15bbd6ad2w20h20,black-white
gram-3,https://cdn.pokedb.org/50478cd23108fbe2d1824c85b6f267cad3da6310a0700152647ca3e5e8358445,https://cdn.pokedb.org/50478cd23108fbe2d1824c85b6f267cad3da6310a0700152647ca3e5e8358445w20h20,black-white
gram-3,https://cdn.pokedb.org/fc2a0033735df0b10aba60dbb22de00a5882224fb2d10431339693973d9e7f26,https://cdn.pokedb.org/fc2a0033735df0b10aba60dbb22de00a5882224fb2d10431339693973d9e7f26w20h20,black-white
grass-gem,https://cdn.pokedb.org/fd59b831faf429d1abc7d0732afb12da13df0bfb3796146a8ef7b1ec7e7852ec,https://cdn.pokedb.org/fd59b831faf429d1abc7d0732afb12da13df0bfb3796146a8ef7b1ec7e7852ecw20h20,black-white
grass-mail,https://cdn.pokedb.org/5b668db0d67119dd029b3f76f25d9c5b1da3149a3be15e96dd07fdb812031986,https://cdn.pokedb.org/5b668db0d67119dd029b3f76f25d9c5b1da3149a3be15e96dd07fdb812031986w20h20,diamond-pearl
grass-memory,https://cdn.pokedb.org/eb4bdc4cf1e95e0319b4c0957a8f27b72f185ee2b702bdfe695ba8935cc4d606,https://cdn.pokedb.org/eb4bdc4cf1e95e0319b4c0957a8f27b72f185ee2b702bdfe695ba8935cc4d606w20h20,sun-moon
grass-tera-shard,https://cdn.pokedb.org/e12271d7e5e4aa546be728fc9443ec132ef09fa20842c0112badbc8f4ad529a1,https://cdn.pokedb.org/e12271d7e5e4aa546be728fc9443ec132ef09fa20842c0112badbc8f4ad529a1w20h20,scarlet-violet
grassium-z,https://cdn.pokedb.org/09698b7dc1592a0637329efb2e4bce417360f1b1fea17df2d6c573c6d4b91a7a,https://cdn.pokedb.org/09698b7dc1592a0637329efb2e4bce417360f1b1fea17df2d6c573c6d4b91a7aw20h20,sun-moon
grassium-z,https://cdn.pokedb.org/dafb2672bcfdc2cada136a8393ce017b776e920107fe06b22c77e3cfe9e41091,https://cdn.pokedb.org/dafb2672bcfdc2cada136a8393ce017b776e920107fe06b22c77e3cfe9e41091w20h20,sun-moon
grassy-seed,https://cdn.pokedb.org/edf72bbf7cda3e402462293d43830542f30bb18cc0b5d74f3b8370dd86a0aa7e,https://cdn.pokedb.org/edf72bbf7cda3e402462293d43830542f30bb18cc0b5d74f3b8370dd86a0aa7ew20h20,sun-moon
grassy-seed,https://cdn.pokedb.org/f4ce950a4c70b1c5a35741bc4a76ea70f88083ff4eb46672bb28df84bc526e7d,https://cdn.pokedb.org/f4ce950a4c70b1c5a35741bc4a76ea70f88083ff4eb46672bb28df84bc526e7dw20h20,scarlet-violet
great-ball,https://cdn.pokedb.org/6407949aa7dd4bb926cac789eaf4be7bd3857b081dd30605a05d4d9bc82e2a32,https://cdn.pokedb.org/6407949aa7dd4bb926cac789eaf4be7bd3857b081dd30605a05d4d9bc82e2a32w20h20,home-mobile
great-ball,https://cdn.pokedb.org/bc995a53e09cb1efe801b562f5ff7c51f348e1b9214e1b9a2d5e619833fb0b64,https://cdn.pokedb.org/bc995a53e09cb1efe801b562f5ff7c51f348e1b9214e1b9a2d5e619833fb0b64w20h20,firered-leafgreen
great-ball,https://cdn.pokedb.org/b5c99755acb7b585fab8c3d783f33906734e3da56a9647b04832beaf1186cf0c,https://cdn.pokedb.org/b5c99755acb7b585fab8c3d783f33906734e3da56a9647b04832beaf1186cf0cw20h20,brilliant-diamond-shining-pearl
great-ball,https://cdn.pokedb.org/18ad3deb3ae9e001fa5849ebc7c28f8081017e456593349559adf66aaa5e5368,https://cdn.pokedb.org/18ad3deb3ae9e001fa5849ebc7c28f8081017e456593349559adf66aaa5e5368w20h20,legends-arceus
great-ball,https://cdn.pokedb.org/74827009d1b691993b1b95b20632c93e935080727dde7779e4828acb32d88291,https://cdn.pokedb.org/74827009d1b691993b1b95b20632c93e935080727dde7779e4828acb32d88291w20h20,scarlet-violet
great-ball,https://cdn.pokedb.org/bb977c0c1342f69c96d10ebdc6b1f97289dd043ca6f47b36153bf41962ddd258,https://cdn.pokedb.org/bb977c0c1342f69c96d10ebdc6b1f97289dd043ca6f47b36153bf41962ddd258w20h20,home
great-ball,https://cdn.pokedb.org/e292ae68f6ba8ba0d1faf288ccb1c4e2357ed8cd7cc9e09ce376987fc120a052,https://cdn.pokedb.org/e292ae68f6ba8ba0d1faf288ccb1c4e2357ed8cd7cc9e09ce376987fc120a052w20h20,home-mobile
greavard-wax,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45w20h20,scarlet-violet
green-apricorn,https://cdn.pokedb.org/fb335907d61742e3a5617816ace1c85998ded84e063ccbcefe3d8f295d496a60,https://cdn.pokedb.org/fb335907d61742e3a5617816ace1c85998ded84e063ccbcefe3d8f295d496a60w20h20,heartgold-soulsilver
green-apricorn,https://cdn.pokedb.org/ff9cf714d9f3d9e2ec317bc588426e788fe6f18a5bd1d41c5d6a8c974a2b497a,https://cdn.pokedb.org/ff9cf714d9f3d9e2ec317bc588426e788fe6f18a5bd1d41c5d6a8c974a2b497aw20h20,scarlet-violet
green-bell-pepper,https://cdn.pokedb.org/871787b323153676b7b61d0ce612f894b71698f5d2d7a0f1656680416a9ca8c7,https://cdn.pokedb.org/871787b323153676b7b61d0ce612f894b71698f5d2d7a0f1656680416a9ca8c7w20h20,scarlet-violet
green-dish,https://cdn.pokedb.org/69295ed4a7b4fa84f5af830ac5945b1da8d4889391e7886c6432ab9c16239824,https://cdn.pokedb.org/69295ed4a7b4fa84f5af830ac5945b1da8d4889391e7886c6432ab9c16239824w20h20,scarlet-violet
green-petal,https://cdn.pokedb.org/41c53c8b63334591833147a9e5656f5540469276757bfbe2c3e979806727128b,https://cdn.pokedb.org/41c53c8b63334591833147a9e5656f5540469276757bfbe2c3e979806727128bw20h20,ultra-sun-ultra-moon
green-petal,https://cdn.pokedb.org/18c40ff5ccecd007bc4f662963357eae6d98ef30b7bc7a6ccd4f4f2536d6fda1,https://cdn.pokedb.org/18c40ff5ccecd007bc4f662963357eae6d98ef30b7bc7a6ccd4f4f2536d6fda1w20h20,ultra-sun-ultra-moon
