move_id,version_identifier,flavor_text
61,diamond-pearl,A spray of bubbles is forcefully ejected at the foe. It may also lower the target’s Speed stat.
61,emerald,Forcefully sprays bubbles that may lower SPEED.
61,firered-leafgreen,A spray of bubbles strikes the foe. It may lower the foe’s SPEED stat.
61,gold-silver,An attack that may lower SPEED.
61,heartgold-soulsilver,A spray of bubbles is forcefully ejected at the foe. It may also lower the target’s Speed stat.
61,lets-go-pikachu-lets-go-eevee,A spray of bubbles is forcefully ejected at the target. This may also lower its Speed stat.
61,omega-ruby-alpha-sapphire,A spray of bubbles is forcefully ejected at the target. This may also lower its Speed stat.
61,platinum,A spray of bubbles is forcefully ejected at the foe. It may also lower the target’s Speed stat.
61,ruby-sapphire,Forcefully sprays bubbles that may lower SPEED.
61,sun-moon,A spray of bubbles is forcefully ejected at the target. This may also lower its Speed stat.
61,sword-shield,A spray of bubbles is forcefully ejected at the target. This may also lower the target’s Speed stat.
61,ultra-sun-ultra-moon,A spray of bubbles is forcefully ejected at the target. This may also lower its Speed stat.
61,x-y,A spray of bubbles is forcefully ejected at the target. This may also lower its Speed stat.
62,black-2-white-2,The target is hit with a rainbow-colored beam. This may also lower the target’s Attack stat.
62,black-white,The target is hit with a rainbow-colored beam. This may also lower the target’s Attack stat.
62,crystal,An attack that may lower ATTACK.
62,diamond-pearl,The foe is hit with a rainbow-colored beam. It may also lower the target’s Attack stat.
62,emerald,Fires a rainbow-colored beam that may lower ATTACK.
62,firered-leafgreen,A rainbow-colored attack beam. It may lower the foe’s ATTACK stat.
62,gold-silver,An attack that may lower ATTACK.
62,heartgold-soulsilver,The foe is hit with a rainbow-colored beam. It may also lower the target’s Attack stat.
62,lets-go-pikachu-lets-go-eevee,The target is hit with a rainbow-colored beam. This may also lower the target’s Attack stat.
62,omega-ruby-alpha-sapphire,The target is hit with a rainbow-colored beam. This may also lower the target’s Attack stat.
62,platinum,The foe is hit with a rainbow-colored beam. It may also lower the target’s Attack stat.
62,ruby-sapphire,Fires a rainbow-colored beam that may lower ATTACK.
62,sun-moon,The target is hit with a rainbow-colored beam. This may also lower the target’s Attack stat.
62,sword-shield,The target is hit with a rainbow-colored beam. This may also lower the target’s Attack stat.
62,ultra-sun-ultra-moon,The target is hit with a rainbow-colored beam. This may also lower the target’s Attack stat.
62,x-y,The target is hit with a rainbow-colored beam. This may also lower the target’s Attack stat.
63,black-2-white-2,The target is attacked with a powerful beam. The user must rest on the next turn to regain its energy.
63,black-white,The target is attacked with a powerful beam. The user must rest on the next turn to regain its energy.
63,crystal,1st turn: Attack 2nd turn: Rest
63,diamond-pearl,The foe is attacked with a powerful beam. The user must rest on the next turn to regain its energy.
63,emerald,"Powerful, but leaves the user immobile the next turn."
63,firered-leafgreen,A severely damaging attack that makes the user rest on the next turn.
63,gold-silver,1st turn: Attack 2nd turn: Rest
63,heartgold-soulsilver,The foe is attacked with a powerful beam. The user must rest on the next turn to regain its energy.
63,lets-go-pikachu-lets-go-eevee,The target is attacked with a powerful beam. The user can’t move on the next turn.
63,omega-ruby-alpha-sapphire,The target is attacked with a powerful beam. The user can’t move on the next turn.
63,platinum,The foe is attacked with a powerful beam. The user must rest on the next turn to regain its energy.
63,ruby-sapphire,"Powerful, but leaves the user immobile the next turn."
63,sun-moon,The target is attacked with a powerful beam. The user can’t move on the next turn.
63,sword-shield,The target is attacked with a powerful beam. The user can’t move on the next turn.
63,ultra-sun-ultra-moon,The target is attacked with a powerful beam. The user can’t move on the next turn.
63,x-y,The target is attacked with a powerful beam. The user can’t move on the next turn.
64,black-2-white-2,The target is jabbed with a sharply pointed beak or horn.
64,black-white,The target is jabbed with a sharply pointed beak or horn.
64,crystal,"Jabs the foe with a beak, etc."
64,diamond-pearl,The foe is jabbed with a sharply pointed beak or horn.
64,emerald,"Attacks the foe with a jabbing beak, etc."
64,firered-leafgreen,The foe is jabbed with a sharply pointed beak or horn.
64,gold-silver,"Jabs the foe with a beak, etc."
64,heartgold-soulsilver,The foe is jabbed with a sharply pointed beak or horn.
64,lets-go-pikachu-lets-go-eevee,The target is jabbed with a sharply pointed beak or horn.
64,omega-ruby-alpha-sapphire,The target is jabbed with a sharply pointed beak or horn.
64,platinum,The foe is jabbed with a sharply pointed beak or horn.
64,ruby-sapphire,"Attacks the foe with a jabbing beak, etc."
64,sun-moon,The target is jabbed with a sharply pointed beak or horn.
64,sword-shield,The target is jabbed with a sharply pointed beak or horn.
64,ultra-sun-ultra-moon,The target is jabbed with a sharply pointed beak or horn.
64,x-y,The target is jabbed with a sharply pointed beak or horn.
65,black-2-white-2,A corkscrewing attack with the sharp beak acting as a drill.
65,black-white,A corkscrewing attack with the sharp beak acting as a drill.
65,crystal,"A strong, spinning-peck attack."
65,diamond-pearl,A corkscrewing attack with the sharp beak acting as a drill.
65,emerald,A corkscrewing attack with the beak acting as a drill.
65,firered-leafgreen,A corkscrewing attack with the sharp beak acting as a drill.
65,gold-silver,"A strong, spinning-peck attack."
65,heartgold-soulsilver,A corkscrewing attack with the sharp beak acting as a drill.
65,lets-go-pikachu-lets-go-eevee,A corkscrewing attack with a sharp beak acting as a drill.
65,omega-ruby-alpha-sapphire,A corkscrewing attack with a sharp beak acting as a drill.
65,platinum,A corkscrewing attack with the sharp beak acting as a drill.
65,ruby-sapphire,A corkscrewing attack with the beak acting as a drill.
65,sun-moon,A corkscrewing attack with a sharp beak acting as a drill.
65,sword-shield,A corkscrewing attack that strikes the target with a sharp beak acting as a drill.
65,ultra-sun-ultra-moon,A corkscrewing attack with a sharp beak acting as a drill.
65,x-y,A corkscrewing attack with a sharp beak acting as a drill.
66,black-2-white-2,The user grabs the target and recklessly dives for the ground. It also hurts the user slightly.
66,black-white,The user grabs the target and recklessly dives for the ground. It also hurts the user slightly.
66,crystal,An attack that also hurts the user.
66,diamond-pearl,The user grabs the foe and recklessly dives for the ground. It also hurts the user slightly.
66,emerald,A reckless body slam that also hurts the user.
66,firered-leafgreen,"A reckless, full- body throw attack that also hurts the user a little."
66,gold-silver,An attack that also hurts the user.
66,heartgold-soulsilver,The user grabs the foe and recklessly dives for the ground. It also hurts the user slightly.
66,lets-go-pikachu-lets-go-eevee,The user grabs the target and recklessly dives for the ground. This also damages the user a little.
66,omega-ruby-alpha-sapphire,The user grabs the target and recklessly dives for the ground. This also damages the user a little.
66,platinum,The user grabs the foe and recklessly dives for the ground. It also hurts the user slightly.
66,ruby-sapphire,A reckless body slam that also hurts the user.
66,sun-moon,The user grabs the target and recklessly dives for the ground. This also damages the user a little.
66,sword-shield,The user grabs the target and recklessly dives for the ground. This also damages the user a little.
66,ultra-sun-ultra-moon,The user grabs the target and recklessly dives for the ground. This also damages the user a little.
66,x-y,The user grabs the target and recklessly dives for the ground. This also damages the user a little.
67,black-2-white-2,A powerful low kick that makes the target fall over. It inflicts greater damage on heavier targets.
67,black-white,A powerful low kick that makes the target fall over. It inflicts greater damage on heavier targets.
67,crystal,An attack that may cause flinching.
67,diamond-pearl,A powerful low kick that makes the foe fall over. It inflicts greater damage on heavier foes.
67,emerald,A kick that inflicts more damage on heavier foes.
67,firered-leafgreen,"A low, tripping kick that inflicts more damage on heavier foes."
67,gold-silver,An attack that may cause flinching.
67,heartgold-soulsilver,A powerful low kick that makes the foe fall over. It inflicts greater damage on heavier foes.
67,lets-go-pikachu-lets-go-eevee,"A powerful low kick that makes the target fall over. The heavier the target, the greater the move’s power."
67,omega-ruby-alpha-sapphire,"A powerful low kick that makes the target fall over. The heavier the target, the greater the move’s power."
67,platinum,A powerful low kick that makes the foe fall over. It inflicts greater damage on heavier foes.
67,ruby-sapphire,A kick that inflicts more damage on heavier foes.
67,sun-moon,"A powerful low kick that makes the target fall over. The heavier the target, the greater the move’s power."
67,sword-shield,"A powerful low kick that makes the target fall over. The heavier the target, the greater the move’s power."
67,ultra-sun-ultra-moon,"A powerful low kick that makes the target fall over. The heavier the target, the greater the move’s power."
67,x-y,"A powerful low kick that makes the target fall over. The heavier the target, the greater the move’s power."
68,black-2-white-2,"A retaliation move that counters any physical attack, inflicting double the damage taken."
68,black-white,"A retaliation move that counters any physical attack, inflicting double the damage taken."
68,crystal,Returns a physical blow double.
68,diamond-pearl,"A retaliation move that counters any physical attack, inflicting double the damage taken."
68,emerald,Retaliates any physical hit with double the power.
68,firered-leafgreen,A retaliation move that counters any physical hit with double the damage.
68,gold-silver,Returns a physical blow double.
68,heartgold-soulsilver,"A retaliation move that counters any physical attack, inflicting double the damage taken."
68,lets-go-pikachu-lets-go-eevee,"A retaliation move that counters any physical attack, inflicting double the damage taken."
68,omega-ruby-alpha-sapphire,"A retaliation move that counters any physical attack, inflicting double the damage taken."
68,platinum,"A retaliation move that counters any physical attack, inflicting double the damage taken."
68,ruby-sapphire,Retaliates any physical hit with double the power.
68,sun-moon,"A retaliation move that counters any physical attack, inflicting double the damage taken."
68,sword-shield,"A retaliation move that counters any physical attack, inflicting double the damage taken."
68,ultra-sun-ultra-moon,"A retaliation move that counters any physical attack, inflicting double the damage taken."
68,x-y,"A retaliation move that counters any physical attack, inflicting double the damage taken."
69,black-2-white-2,The target is thrown using the power of gravity. It inflicts damage equal to the user’s level.
69,black-white,The target is thrown using the power of gravity. It inflicts damage equal to the user’s level.
69,crystal,The user's level equals damage HP.
69,diamond-pearl,The foe is thrown using the power of gravity. It inflicts damage equal to the user’s level.
69,emerald,Inflicts damage identical to the user’s level.
69,firered-leafgreen,A gravity-fed throw that causes damage matching the user’s level.
69,gold-silver,The user's level equals damage HP.
69,heartgold-soulsilver,The foe is thrown using the power of gravity. It inflicts damage equal to the user’s level.
69,lets-go-pikachu-lets-go-eevee,The target is thrown using the power of gravity. It inflicts damage equal to the user’s level.
69,omega-ruby-alpha-sapphire,The target is thrown using the power of gravity. It inflicts damage equal to the user’s level.
69,platinum,The foe is thrown using the power of gravity. It inflicts damage equal to the user’s level.
69,ruby-sapphire,Inflicts damage identical to the user’s level.
69,sun-moon,The target is thrown using the power of gravity. It inflicts damage equal to the user’s level.
69,sword-shield,The target is thrown using the power of gravity. It inflicts damage equal to the user’s level.
69,ultra-sun-ultra-moon,The target is thrown using the power of gravity. It inflicts damage equal to the user’s level.
69,x-y,The target is thrown using the power of gravity. It inflicts damage equal to the user’s level.
70,black-2-white-2,The target is slugged with a punch thrown at maximum power. It can also be used to move heavy boulders.
70,black-white,The target is slugged with a punch thrown at maximum power. It can also be used to move heavy boulders.
70,crystal,A powerful physical attack.
70,diamond-pearl,The foe is slugged with a punch thrown at maximum power. It can also be used to move boulders.
70,emerald,"Builds enormous power, then slams the foe."
70,firered-leafgreen,The foe is slugged at maximum power. Can also be used to move boulders.
70,gold-silver,A powerful physical attack.
70,heartgold-soulsilver,The foe is slugged with a punch thrown at maximum power. It can also be used to move boulders.
70,lets-go-pikachu-lets-go-eevee,The target is slugged with a punch thrown at maximum power.
70,omega-ruby-alpha-sapphire,The target is slugged with a punch thrown at maximum power. This can also be used to move heavy boulders.
70,platinum,The foe is slugged with a punch thrown at maximum power. It can also be used to move boulders.
70,ruby-sapphire,"Builds enormous power, then slams the foe."
70,sun-moon,The target is slugged with a punch thrown at maximum power.
70,sword-shield,The target is slugged with a punch thrown at maximum power.
70,ultra-sun-ultra-moon,The target is slugged with a punch thrown at maximum power.
70,x-y,The target is slugged with a punch thrown at maximum power. This can also be used to move heavy boulders.
71,black-2-white-2,A nutrient-draining attack. The user’s HP is restored by half the damage taken by the target.
71,black-white,A nutrient-draining attack. The user’s HP is restored by half the damage taken by the target.
71,crystal,Steals 1/2 of the damage inflicted.
71,diamond-pearl,A nutrient-draining attack. The user’s HP is restored by half the damage taken by the target.
71,emerald,An attack that absorbs half the damage inflicted.
71,firered-leafgreen,An attack that absorbs half the damage it inflicted to restore HP.
71,gold-silver,Steals 1/2 of the damage inflicted.
71,heartgold-soulsilver,A nutrient-draining attack. The user’s HP is restored by half the damage taken by the target.
71,lets-go-pikachu-lets-go-eevee,A nutrient-draining attack. The user’s HP is restored by half the damage taken by the target.
71,omega-ruby-alpha-sapphire,A nutrient-draining attack. The user’s HP is restored by half the damage taken by the target.
71,platinum,A nutrient-draining attack. The user’s HP is restored by half the damage taken by the target.
71,ruby-sapphire,An attack that absorbs half the damage inflicted.
71,sun-moon,A nutrient-draining attack. The user’s HP is restored by half the damage taken by the target.
71,sword-shield,A nutrient-draining attack. The user’s HP is restored by half the damage taken by the target.
71,ultra-sun-ultra-moon,A nutrient-draining attack. The user’s HP is restored by half the damage taken by the target.
71,x-y,A nutrient-draining attack. The user’s HP is restored by half the damage taken by the target.
72,black-2-white-2,A nutrient-draining attack. The user’s HP is restored by half the damage taken by the target.
72,black-white,A nutrient-draining attack. The user’s HP is restored by half the damage taken by the target.
72,crystal,Steals 1/2 of the damage inflicted.
72,diamond-pearl,A nutrient-draining attack. The user’s HP is restored by half the damage taken by the target.
72,emerald,An attack that absorbs half the damage inflicted.
72,firered-leafgreen,A tough attack that drains half the damage it inflicted to restore HP.
72,gold-silver,Steals 1/2 of the damage inflicted.
72,heartgold-soulsilver,A nutrient-draining attack. The user’s HP is restored by half the damage taken by the target.
72,lets-go-pikachu-lets-go-eevee,A nutrient-draining attack. The user’s HP is restored by half the damage taken by the target.
72,omega-ruby-alpha-sapphire,A nutrient-draining attack. The user’s HP is restored by half the damage taken by the target.
72,platinum,A nutrient-draining attack. The user’s HP is restored by half the damage taken by the target.
72,ruby-sapphire,An attack that absorbs half the damage inflicted.
72,sun-moon,A nutrient-draining attack. The user’s HP is restored by half the damage taken by the target.
72,sword-shield,A nutrient-draining attack. The user’s HP is restored by half the damage taken by the target.
72,ultra-sun-ultra-moon,A nutrient-draining attack. The user’s HP is restored by half the damage taken by the target.
72,x-y,A nutrient-draining attack. The user’s HP is restored by half the damage taken by the target.
73,black-2-white-2,A seed is planted on the target. It steals some HP from the target every turn.
73,black-white,A seed is planted on the target. It steals some HP from the target every turn.
73,crystal,Steals HP from the foe on every turn.
73,diamond-pearl,A seed is planted on the foe. It steals some HP from the foe to heal the user on every turn.
73,emerald,Plants a seed on the foe to steal HP on every turn.
73,firered-leafgreen,A seed is planted on the foe to steal some HP for the user on every turn.
73,gold-silver,Steals HP from the foe on every turn.
73,heartgold-soulsilver,A seed is planted on the foe. It steals some HP from the foe to heal the user on every turn.
73,lets-go-pikachu-lets-go-eevee,A seed is planted on the target. It steals some HP from the target every turn.
73,omega-ruby-alpha-sapphire,A seed is planted on the target. It steals some HP from the target every turn.
73,platinum,A seed is planted on the foe. It steals some HP from the foe to heal the user on every turn.
73,ruby-sapphire,Plants a seed on the foe to steal HP on every turn.
73,sun-moon,A seed is planted on the target. It steals some HP from the target every turn.
73,sword-shield,A seed is planted on the target. It steals some HP from the target every turn.
73,ultra-sun-ultra-moon,A seed is planted on the target. It steals some HP from the target every turn.
73,x-y,A seed is planted on the target. It steals some HP from the target every turn.
74,black-2-white-2,"The user’s body grows all at once, raising the Attack and Sp. Atk stats."
74,black-white,"The user’s body grows all at once, raising the Attack and Sp. Atk stats."
74,crystal,Raises the SPCL. ATK rating.
74,diamond-pearl,The user’s body is forced to grow all at once. It raises the Sp. Atk stat.
74,emerald,Forces the body to grow and heightens SP. ATK.
74,firered-leafgreen,"The user’s body is forced to grow, raising the SP. ATK stat."
74,gold-silver,Raises the SPCL. ATK rating.
74,heartgold-soulsilver,The user’s body is forced to grow all at once. It raises the Sp. Atk stat.
74,lets-go-pikachu-lets-go-eevee,"The user’s body grows all at once, raising the Attack and Sp. Atk stats."
74,omega-ruby-alpha-sapphire,"The user’s body grows all at once, raising the Attack and Sp. Atk stats."
74,platinum,The user’s body is forced to grow all at once. It raises the Sp. Atk stat.
74,ruby-sapphire,Forces the body to grow and heightens SP. ATK.
74,sun-moon,"The user’s body grows all at once, raising the Attack and Sp. Atk stats."
74,sword-shield,"The user’s body grows all at once, raising the Attack and Sp. Atk stats."
74,ultra-sun-ultra-moon,"The user’s body grows all at once, raising the Attack and Sp. Atk stats."
74,x-y,"The user’s body grows all at once, raising the Attack and Sp. Atk stats."
75,black-2-white-2,Sharp-edged leaves are launched to slash at the opposing team. Critical hits land more easily.
75,black-white,Sharp-edged leaves are launched to slash at the opposing team. Critical hits land more easily.
75,crystal,Has a high critical hit ratio.
75,diamond-pearl,A sharp-edged leaf is launched to slash at the foe. It has a high critical-hit ratio.
75,emerald,Cuts the enemy with leaves. High critical-hit ratio.
75,firered-leafgreen,The foe is hit with a cutting leaf. It has a high critical-hit ratio.
75,gold-silver,Has a high critical hit ratio.
75,heartgold-soulsilver,Sharp-edged leaves are launched to slash at the foe. It has a high critical-hit ratio.
75,lets-go-pikachu-lets-go-eevee,Sharp-edged leaves are launched to slash at the opposing Pokémon. Critical hits land more easily.
75,omega-ruby-alpha-sapphire,Sharp-edged leaves are launched to slash at the opposing Pokémon. Critical hits land more easily.
75,platinum,Sharp-edged leaves are launched to slash at the foe. It has a high critical-hit ratio.
75,ruby-sapphire,Cuts the enemy with leaves. High critical-hit ratio.
75,sun-moon,Sharp-edged leaves are launched to slash at the opposing Pokémon. Critical hits land more easily.
75,sword-shield,Sharp-edged leaves are launched to slash at opposing Pokémon. Critical hits land more easily.
75,ultra-sun-ultra-moon,Sharp-edged leaves are launched to slash at the opposing Pokémon. Critical hits land more easily.
75,x-y,Sharp-edged leaves are launched to slash at the opposing Pokémon. Critical hits land more easily.
76,black-2-white-2,"A two-turn attack. The user gathers light, then blasts a bundled beam on the second turn."
76,black-white,"A two-turn attack. The user gathers light, then blasts a bundled beam on the second turn."
76,crystal,1st turn: Prepare 2nd turn: Attack
76,diamond-pearl,"A two-turn attack. The user gathers light, then blasts a bundled beam on the second turn."
76,emerald,"Absorbs light in one turn, then attacks next turn."
76,firered-leafgreen,A 2-turn move that blasts the foe with absorbed energy in the 2nd turn.
76,gold-silver,1st turn: Prepare 2nd turn: Attack
76,heartgold-soulsilver,"A two-turn attack. The user gathers light, then blasts a bundled beam on the second turn."
76,lets-go-pikachu-lets-go-eevee,"In this two-turn attack, the user gathers light, then blasts a bundled beam on the next turn."
76,omega-ruby-alpha-sapphire,"A two-turn attack. The user gathers light, then blasts a bundled beam on the next turn."
76,platinum,"A two-turn attack. The user gathers light, then blasts a bundled beam on the second turn."
76,ruby-sapphire,"Absorbs light in one turn, then attacks next turn."
76,sun-moon,"In this two-turn attack, the user gathers light, then blasts a bundled beam on the next turn."
76,sword-shield,"In this two-turn attack, the user gathers light, then blasts a bundled beam on the next turn."
76,ultra-sun-ultra-moon,"In this two-turn attack, the user gathers light, then blasts a bundled beam on the next turn."
76,x-y,"A two-turn attack. The user gathers light, then blasts a bundled beam on the next turn."
77,black-2-white-2,The user scatters a cloud of poisonous dust on the target. It may poison the target.
77,black-white,The user scatters a cloud of poisonous dust on the target. It may poison the target.
77,crystal,A move that may poison the foe.
77,diamond-pearl,A cloud of poisonous dust is scattered on the foe. It may poison the target.
77,emerald,Scatters a toxic powder that may poison the foe.
77,firered-leafgreen,A cloud of toxic dust is scattered. It may poison the foe.
77,gold-silver,A move that may poison the foe.
77,heartgold-soulsilver,A cloud of poisonous dust is scattered on the foe. It may poison the target.
77,lets-go-pikachu-lets-go-eevee,The user scatters a cloud of poisonous dust that poisons the target.
77,omega-ruby-alpha-sapphire,The user scatters a cloud of poisonous dust on the target. This may also poison the target.
77,platinum,A cloud of poisonous dust is scattered on the foe. It may poison the target.
77,ruby-sapphire,Scatters a toxic powder that may poison the foe.
77,sun-moon,The user scatters a cloud of poisonous dust that poisons the target.
77,sword-shield,The user scatters a cloud of poisonous dust that poisons the target.
77,ultra-sun-ultra-moon,The user scatters a cloud of poisonous dust that poisons the target.
77,x-y,The user scatters a cloud of poisonous dust on the target. This may also poison the target.
78,black-2-white-2,The user scatters a cloud of paralyzing powder. It may leave the target with paralysis.
78,black-white,The user scatters a cloud of paralyzing powder. It may leave the target with paralysis.
78,crystal,A move that may paralyze the foe.
78,diamond-pearl,The user scatters a cloud of paralyzing powder. It may paralyze the target.
78,emerald,Scatters a powder that may paralyze the foe.
78,firered-leafgreen,Paralyzing dust is scattered wildly. It may paralyze the foe.
78,gold-silver,A move that may paralyze the foe.
78,heartgold-soulsilver,The user scatters a cloud of paralyzing powder. It may paralyze the target.
78,lets-go-pikachu-lets-go-eevee,The user scatters a cloud of numbing powder that paralyzes the target.
78,omega-ruby-alpha-sapphire,The user scatters a cloud of numbing powder that paralyzes the target.
78,platinum,The user scatters a cloud of paralyzing powder. It may paralyze the target.
78,ruby-sapphire,Scatters a powder that may paralyze the foe.
78,sun-moon,The user scatters a cloud of numbing powder that paralyzes the target.
78,sword-shield,The user scatters a cloud of numbing powder that paralyzes the target.
78,ultra-sun-ultra-moon,The user scatters a cloud of numbing powder that paralyzes the target.
78,x-y,The user scatters a cloud of numbing powder that paralyzes the target.
79,black-2-white-2,The user scatters a big cloud of sleep-inducing dust around the target.
79,black-white,The user scatters a big cloud of sleep-inducing dust around the target.
79,crystal,May cause the foe to fall asleep.
79,diamond-pearl,The user scatters a big cloud of sleep- inducing dust around the foe.
79,emerald,Scatters a powder that may cause the foe to sleep.
79,firered-leafgreen,A sleep-inducing dust is scattered in high volume around a foe.
79,gold-silver,May cause the foe to fall asleep.
79,heartgold-soulsilver,The user scatters a big cloud of sleep- inducing dust around the foe.
79,lets-go-pikachu-lets-go-eevee,The user scatters a big cloud of sleep-inducing dust around the target.
79,omega-ruby-alpha-sapphire,The user scatters a big cloud of sleep-inducing dust around the target.
79,platinum,The user scatters a big cloud of sleep- inducing dust around the foe.
79,ruby-sapphire,Scatters a powder that may cause the foe to sleep.
79,sun-moon,The user scatters a big cloud of sleep-inducing dust around the target.
79,sword-shield,The user scatters a big cloud of sleep-inducing dust around the target.
79,ultra-sun-ultra-moon,The user scatters a big cloud of sleep-inducing dust around the target.
79,x-y,The user scatters a big cloud of sleep-inducing dust around the target.
80,black-2-white-2,The user attacks the target by scattering petals for two to three turns. The user then becomes confused.
80,black-white,The user attacks the target by scattering petals for two to three turns. The user then becomes confused.
80,crystal,Works 2-3 turns and confuses user.
80,diamond-pearl,The user attacks by scattering petals for two to three turns. The user then becomes confused.
80,emerald,A rampage of 2 to 3 turns that confuses the user.
80,firered-leafgreen,"The user attacks with petals for two to three turns, then gets confused."
80,gold-silver,Works 2-3 turns and confuses user.
80,heartgold-soulsilver,The user attacks by scattering petals for two to three turns. The user then becomes confused.
80,lets-go-pikachu-lets-go-eevee,The user attacks the target by scattering petals for two to three turns. The user then becomes confused.
80,omega-ruby-alpha-sapphire,The user attacks the target by scattering petals for two to three turns. The user then becomes confused.
80,platinum,The user attacks by scattering petals for two to three turns. The user then becomes confused.
80,ruby-sapphire,A rampage of 2 to 3 turns that confuses the user.
80,sun-moon,The user attacks the target by scattering petals for two to three turns. The user then becomes confused.
80,sword-shield,The user attacks the target by scattering petals for two to three turns. The user then becomes confused.
80,ultra-sun-ultra-moon,The user attacks the target by scattering petals for two to three turns. The user then becomes confused.
80,x-y,The user attacks the target by scattering petals for two to three turns. The user then becomes confused.
81,black-2-white-2,The targets are bound with silk blown from the user’s mouth. This silk reduces the targets’ Speed stat.
81,black-white,The targets are bound with silk blown from the user’s mouth. This silk reduces the targets’ Speed stat.
81,crystal,A move that lowers the foe's SPEED.
81,diamond-pearl,The foe is bound with silk blown from the user’s mouth. It reduces the target’s Speed stat.
81,emerald,Binds the foe with string to reduce its SPEED.
81,firered-leafgreen,The foe is bound with strings shot from the mouth to reduce its SPEED.
81,gold-silver,A move that lowers the foe's SPEED.
81,heartgold-soulsilver,The foe is bound with silk blown from the user’s mouth. It reduces the target’s Speed stat.
81,lets-go-pikachu-lets-go-eevee,The opposing Pokémon are bound with silk blown from the user’s mouth that harshly lowers the Speed stat.
81,omega-ruby-alpha-sapphire,The opposing Pokémon are bound with silk blown from the user’s mouth that harshly lowers the Speed stat.
81,platinum,The foe is bound with silk blown from the user’s mouth. It reduces the target’s Speed stat.
81,ruby-sapphire,Binds the foe with string to reduce its SPEED.
81,sun-moon,The opposing Pokémon are bound with silk blown from the user’s mouth that harshly lowers the Speed stat.
81,sword-shield,Opposing Pokémon are bound with silk blown from the user’s mouth that harshly lowers the Speed stat.
81,ultra-sun-ultra-moon,The opposing Pokémon are bound with silk blown from the user’s mouth that harshly lowers the Speed stat.
81,x-y,The opposing Pokémon are bound with silk blown from the user’s mouth that harshly lowers the Speed stat.
82,black-2-white-2,This attack hits the target with a shock wave of pure rage. This attack always inflicts 40 HP damage.
82,black-white,This attack hits the target with a shock wave of pure rage. This attack always inflicts 40 HP damage.
82,crystal,Always inflicts 40HP damage.
82,diamond-pearl,The foe is stricken by a shock wave. This attack always inflicts 40 HP damage.
82,emerald,Launches shock waves that always inflict 40 HP damage.
82,firered-leafgreen,The foe is hit with a shock wave that always inflicts 40- HP damage.
82,gold-silver,Always inflicts 40HP damage.
82,heartgold-soulsilver,The foe is stricken by a shock wave. This attack always inflicts 40 HP damage.
82,lets-go-pikachu-lets-go-eevee,This attack hits the target with a shock wave of pure rage. This attack always inflicts 40 HP damage.
82,omega-ruby-alpha-sapphire,This attack hits the target with a shock wave of pure rage. This attack always inflicts 40 HP damage.
82,platinum,The foe is stricken by a shock wave. This attack always inflicts 40 HP damage.
82,ruby-sapphire,Launches shock waves that always inflict 40 HP damage.
82,sun-moon,This attack hits the target with a shock wave of pure rage. This attack always inflicts 40 HP damage.
82,sword-shield,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
82,ultra-sun-ultra-moon,This attack hits the target with a shock wave of pure rage. This attack always inflicts 40 HP damage.
82,x-y,This attack hits the target with a shock wave of pure rage. This attack always inflicts 40 HP damage.
83,black-2-white-2,The target becomes trapped within a fierce vortex of fire that rages for four to five turns.
83,black-white,The target becomes trapped within a fierce vortex of fire that rages for four to five turns.
83,crystal,Traps foe in fire for 2-5 turns.
83,diamond-pearl,The foe becomes trapped within a fierce vortex of fire that rages for two to five turns.
83,emerald,Traps the foe in a ring of fire for 2 to 5 turns.
83,firered-leafgreen,The foe is trapped in an intense spiral of fire that rages two to five turns.
83,gold-silver,Traps foe in fire for 2-5 turns.
83,heartgold-soulsilver,The foe becomes trapped within a fierce vortex of fire that rages for two to five turns.
83,lets-go-pikachu-lets-go-eevee,The target becomes trapped within a fierce vortex of fire that rages for four to five turns.
83,omega-ruby-alpha-sapphire,The target becomes trapped within a fierce vortex of fire that rages for four to five turns.
83,platinum,The foe becomes trapped within a fierce vortex of fire that rages for two to five turns.
83,ruby-sapphire,Traps the foe in a ring of fire for 2 to 5 turns.
83,sun-moon,The target becomes trapped within a fierce vortex of fire that rages for four to five turns.
83,sword-shield,The target becomes trapped within a fierce vortex of fire that rages for four to five turns.
83,ultra-sun-ultra-moon,The target becomes trapped within a fierce vortex of fire that rages for four to five turns.
83,x-y,The target becomes trapped within a fierce vortex of fire that rages for four to five turns.
84,black-2-white-2,A jolt of electricity is hurled at the target to inflict damage. It may also leave the target with paralysis.
84,black-white,A jolt of electricity is hurled at the target to inflict damage. It may also leave the target with paralysis.
84,crystal,An attack that may cause paralysis.
84,diamond-pearl,A jolt of electricity is hurled at the foe to inflict damage. It may also leave the foe paralyzed.
84,emerald,An electrical attack that may paralyze the foe.
84,firered-leafgreen,An electric shock attack that may also leave the foe paralyzed.
84,gold-silver,An attack that may cause paralysis.
84,heartgold-soulsilver,A jolt of electricity is hurled at the foe to inflict damage. It may also leave the foe paralyzed.
84,lets-go-pikachu-lets-go-eevee,A jolt of electricity crashes down on the target to inflict damage. This may also leave the target with paralysis.
84,omega-ruby-alpha-sapphire,A jolt of electricity crashes down on the target to inflict damage. This may also leave the target with paralysis.
84,platinum,A jolt of electricity is hurled at the foe to inflict damage. It may also leave the foe paralyzed.
