ndex_id,form_name,version_identifier,audio_path
142,Normal Form,x-y,https://cdn.pokedb.org/522574c113ea81c7163790c4f731c69f4326382e151c463ed8cfb80cfc6fae9f
143,Gigantamax,sword-shield,https://cdn.pokedb.org/07673a33887f7bb5f55df52ed89fca557948ad8cd8fe2b17eb845cb28bf81aa2
143,Normal Form,red-blue,https://cdn.pokedb.org/fb10dca8fb876d90b9b5a85c77ea911b87a13d9abc563704364bacd83a2de9d1
143,Normal Form,stadium,https://cdn.pokedb.org/e0c0ba61eb8b52fe217e5eafa9de5256c8372d3d9fd89ebe54c2df1a3428a658
143,Normal Form,x-y,https://cdn.pokedb.org/e37c83097075277fbefe7f1ce4602da809ba496fa399212697b2af18b9bb2127
144,Normal Form,red-blue,https://cdn.pokedb.org/f5695c46b9cade615e7ee2d240c0d86a1b81dc3159a8e2bdcce55b42b4ec55b1
144,Normal Form,stadium,https://cdn.pokedb.org/e4d04804bb854062739a27c2c81e00c2ee1092a74ac4b14b2d2e4505b14f58f1
144,Normal Form,x-y,https://cdn.pokedb.org/5c2f90849d650e4317d6697537fd2a2b9872c47fc9e624a1430e750cb1d9f83a
145,Normal Form,red-blue,https://cdn.pokedb.org/078a350c09df357e75702fdbf318619ef994e6f1eb074b95d5fe06ed5e23ef2a
145,Normal Form,stadium,https://cdn.pokedb.org/9ebb8ab15fc8259082b9f95cfee3d4995ae83daeb211b09235221b546e890832
145,Normal Form,x-y,https://cdn.pokedb.org/22eff3ca37793e7f894178574bd00ffcb4359f113cd56b9dbcfabc45a6c45c95
146,Normal Form,red-blue,https://cdn.pokedb.org/561e28f719368f6d23c079215bff08154691ad2c4244cb994b22d54dd123c215
146,Normal Form,stadium,https://cdn.pokedb.org/2f9ae4ec3fea65cdb890a4692db20b5f3e305cce4cf74c6279724cde9d125147
146,Normal Form,x-y,https://cdn.pokedb.org/12f67ef73dd563fb4157f1180b7c61fbcce9b94045a924f8ff4a70375a98f411
147,Normal Form,red-blue,https://cdn.pokedb.org/a6cb5f0dacf5c8755083fd7a5588867f30a3dbfaf3f91640a2431dae1b06f50c
147,Normal Form,stadium,https://cdn.pokedb.org/76b4f610f2ff8f7a82de821d43023c607968a6b99184dcc469a96cbb1a0c27b8
147,Normal Form,x-y,https://cdn.pokedb.org/e2324ba48356824eb8496932b9c71dbe2194cf6e0e34df007926d601f026936a
148,Normal Form,red-blue,https://cdn.pokedb.org/d477993b13446b80eea548a673fb2600564e120adbcf4b9348b26429ac22c965
148,Normal Form,stadium,https://cdn.pokedb.org/d97d0bed10efc618bb83888e0dd7dd67db3813402f5ffdb77430789ce2ee3be4
148,Normal Form,x-y,https://cdn.pokedb.org/9eac0b3ac1c09a02720710f0ee6a1865eb11226171456ee590788c0e2fa12923
149,Normal Form,red-blue,https://cdn.pokedb.org/6c3e22b6a485e8269d560df0ea484cdbd08ea0b3619a605698cba75e0b7c09a8
149,Normal Form,stadium,https://cdn.pokedb.org/848c825b46560643972c9aba0951e64b3021922262b7a22da1fe7ad337673d9c
149,Normal Form,x-y,https://cdn.pokedb.org/47e00e34f7e0a8f37ab669c1722e93c85a2e59d7c2c8f4addcf9c0df0541d731
150,Mega Evolution X,x-y,https://cdn.pokedb.org/4d2b938e710346e1e6bb41a2a566c6ffe88e0fe43464767a225d28c88f792f5b
150,Mega Evolution Y,x-y,https://cdn.pokedb.org/0a358299f4f2432c397f6dd154fa763b3ba3d662aa9e8ec51098301d3d5e946f
150,Normal Form,red-blue,https://cdn.pokedb.org/4018fb29bba5ad87149c37ba449343be4bdc80e333f0657fd385a41404051d8a
150,Normal Form,stadium,https://cdn.pokedb.org/6636bf2b1a71b10f197022089c867bf4de7a5a58223200197afdd16903e00936
150,Normal Form,x-y,https://cdn.pokedb.org/5d478b031ad9cbd529ce0ee1f2d5fd23a87277cd9b19414c3555a099468cc22b
151,Normal Form,red-blue,https://cdn.pokedb.org/36acd1a96017d460d18c30242e1e3e9391d233fb68859bc4fd58f4354781bdd4
151,Normal Form,stadium,https://cdn.pokedb.org/547811e08a64da4eca5ebba020eb2d0e2994a27ba20459296fdb52b002630b15
151,Normal Form,x-y,https://cdn.pokedb.org/16a68548fcbdac4288243276089b4b8280d933febd278ffa4dbfca23403f86ea
152,Normal Form,gold-silver,https://cdn.pokedb.org/d2c9bf002adad094d3d1f2c681ca6aafd625c56bf7b0c0de797e592d273dd02f
152,Normal Form,stadium-2,https://cdn.pokedb.org/a82de01eeec8b60b2a1f9c4fb5b8d502b8ca194075a4c48ff59bb2f3944c1ee2
152,Normal Form,x-y,https://cdn.pokedb.org/f1507e78556b48b70a3241909097ae3d0518f4a600b91734460d2c236fefa42f
153,Normal Form,gold-silver,https://cdn.pokedb.org/d88e9f3f923f832ed4ece190dedfec2117747e7a310df401056cc44893ebe1b7
153,Normal Form,stadium-2,https://cdn.pokedb.org/da52ec8ce84dd6e0bf4c0f9bccac3e33376a7b0bf1673889cab1605bbffc1ced
153,Normal Form,x-y,https://cdn.pokedb.org/413cc34bbefd9687e27343d8d713c04c6326a30926b685542ab2fc4770b424f1
154,Normal Form,gold-silver,https://cdn.pokedb.org/e6576c53d2a358db34169e8d0ef2b0ac4aa46106c2ab457bb112bf6ea046b8e6
154,Normal Form,stadium-2,https://cdn.pokedb.org/781481a301bc1abaf3d3f091d103d7eb9481f4e38197b72954514ac4fd926c17
154,Normal Form,x-y,https://cdn.pokedb.org/83ff68d7f8fd696337911ff92731a34e67e05db1f2d200c8eaeffbb532c09ce8
155,Normal Form,gold-silver,https://cdn.pokedb.org/3c6b669519b2f18847c37afbd74de58268e536b7cb62fa6fe1f72a51de222240
155,Normal Form,stadium-2,https://cdn.pokedb.org/a6f502132a83944fc1b3adff2bf76160e7cd26301bb1d0ad71eefb40fff4f842
155,Normal Form,x-y,https://cdn.pokedb.org/c503d8ad01c36b930d4d534951151a977d943bc1145e8779e584825973b22dd1
156,Normal Form,gold-silver,https://cdn.pokedb.org/7434e35201cefd6f39edd02a1cb01f82965ba11c088e15c2305bacb1807dd3b3
156,Normal Form,stadium-2,https://cdn.pokedb.org/d4761a35675526b445d507a52970adf92d7ce9a1472494f62329c83675ab5e9a
156,Normal Form,x-y,https://cdn.pokedb.org/ac5e2144bc6b803268b097e8aea722d06a792094c0ed76e9142cc386f91a8b27
157,Normal Form,gold-silver,https://cdn.pokedb.org/a7dd9d48ae4347ea9d2b53318ff7923e9dd24b45fc9d57dbd0fc2449674ca32d
157,Normal Form,stadium-2,https://cdn.pokedb.org/c64585d65fd50c51588e0f07ae785516070fb702076a783e665e18a94d5044fa
157,Normal Form,x-y,https://cdn.pokedb.org/8d66fa71a312a3940535f06991aa3017e5a1ac5b541f564572f5f407cc9ce997
158,Normal Form,gold-silver,https://cdn.pokedb.org/5cc3b9bd8d2cea4719aae513ae8aaf9f9b3097e93b56abecaae2c6c67c634541
158,Normal Form,stadium-2,https://cdn.pokedb.org/ced1a917eae6ad0ebee05aab234531cc57e290c63581e68a4026eb783ca77858
158,Normal Form,x-y,https://cdn.pokedb.org/820aa3d3bcfe68624f43a59ba5dd36420171a1931d5686b99458c440d49d2915
159,Normal Form,gold-silver,https://cdn.pokedb.org/05707592e68777a89d9e082ad564520df31c091b1ecbca50e718854f669db240
159,Normal Form,stadium-2,https://cdn.pokedb.org/534da5a4e62ca8c1deed5672ea1b0eb680fa43db33f2bdf5bbddd5a2ac82cb17
159,Normal Form,x-y,https://cdn.pokedb.org/48c252559985f597361b8a3c94c15363c1c3c4ec48eb6ff47ec08fa952abb395
160,Normal Form,gold-silver,https://cdn.pokedb.org/2ee9c54389668085cfdf634a328d3743b629d0b0cf0f4e3a828656f837a4b242
160,Normal Form,stadium-2,https://cdn.pokedb.org/397ef93b1a3ff23463d2c2d8947ce55131fa541a5270143644ce443bf8205ec2
160,Normal Form,x-y,https://cdn.pokedb.org/47fcbcaa606578c334a7bf977a4e2c780f0e451e31f1674d3679313eb6fb9a0a
161,Normal Form,gold-silver,https://cdn.pokedb.org/ba6a8cef10aebccb5a476b39b5dd4e3ac7b8ccd88c7754e15c9d1e080b93b3ef
161,Normal Form,stadium-2,https://cdn.pokedb.org/84a4d1eaa10f9a684ce584923fe5037ae80234ec7a16ae123db4dc5deb460441
161,Normal Form,x-y,https://cdn.pokedb.org/ae5c8beb8709fbdd694851b08f71a983360a2a97c0d672f560381ed1cd835129
162,Normal Form,gold-silver,https://cdn.pokedb.org/3313737d4170468d5ea833ad97d88a218dcb1f2e7b6e7835853b0d2cd5f1da82
162,Normal Form,stadium-2,https://cdn.pokedb.org/ef9f91e31372193237ad24d01f00f106b2cf99d43cac4be6b1a10976b3a33c3e
162,Normal Form,x-y,https://cdn.pokedb.org/0a94382972cb24d2b71aaedd2e9645a398299d3d7d36cce3d2cbedc6bd9a22e6
163,Normal Form,gold-silver,https://cdn.pokedb.org/63cfdaa2941274f07a3b8cce6688aab71855f73b3417cfba9cf0806e0a4ca7e1
163,Normal Form,stadium-2,https://cdn.pokedb.org/0a8bdcce9e6b7f5cefe7e0747935a0db9f4bf69a07bec6e1180caa4e5632f175
163,Normal Form,x-y,https://cdn.pokedb.org/5c05fedddaa30934a6d4038dfb4fd1fb1d8d79e43ee637661a4ffeea2ed82f44
164,Normal Form,gold-silver,https://cdn.pokedb.org/f937844208df07ae21904d24d5b8c9905a22dd8760bfd5140e6f1da285c26943
164,Normal Form,stadium-2,https://cdn.pokedb.org/06cc704b141ec7e3b635532bbf3daa5014c9f378b2399224a721a69e54562f75
164,Normal Form,x-y,https://cdn.pokedb.org/c3da185ea446767518ffec3526eccc6d9d123ce2f1eca389b237e8a45bd2e251
165,Normal Form,gold-silver,https://cdn.pokedb.org/08aef5e6c1ba59f6ba4b49567c3769de582f777ea17f21d5b116110706908111
165,Normal Form,stadium-2,https://cdn.pokedb.org/8fac5ae2a75c6cbe0af09c37c1bd281cdf3dabaae018b7872dedb69ee5ee7029
165,Normal Form,x-y,https://cdn.pokedb.org/fc61420083aef64b42ef9ae3e0d62cc1b2a43e912b6d81d8edc2376bb2a96796
166,Normal Form,gold-silver,https://cdn.pokedb.org/141cbde4ebead3ff4fc9fd8afafb4c011e9af65c239de4245524ec8f67b42337
166,Normal Form,stadium-2,https://cdn.pokedb.org/0c786367b7e9d9d6694037860c7978cc01d7be18db0b3b8657531aa812b7ef2d
166,Normal Form,x-y,https://cdn.pokedb.org/ef1794edb41da8ca5ab29c3689703be41204fb03026cbdb2b2c02d2a2ec39047
167,Normal Form,gold-silver,https://cdn.pokedb.org/48e636a9c2e6522870b0be526dab4b2dbc406101abb30db7767012b73016b5d8
167,Normal Form,stadium-2,https://cdn.pokedb.org/09464e2ff43b35f947faf6dfd0f0dce7ccacb24b7e8583c42c310db8c90b0ea1
167,Normal Form,x-y,https://cdn.pokedb.org/ce505cb41f805e1cca54b76d6b41ff96b3861067a928f13121668b700d373fdd
168,Normal Form,gold-silver,https://cdn.pokedb.org/ef865e1d8756a89e499142af90cc5fc5cf156303a459d08bfd2b94743236c72e
168,Normal Form,stadium-2,https://cdn.pokedb.org/26c10f41683b042fd4b98177b51497f4d539e280ea937c8c5dcdb11aed6a3f7e
168,Normal Form,x-y,https://cdn.pokedb.org/c725142be629008ef6a7525f91142828fd7bc3bd0f6439455990d37e07112284
169,Normal Form,gold-silver,https://cdn.pokedb.org/70000fb80fceb94de4b92b76c3f21c70190b7c93cd8b48d865aba31a596a727d
169,Normal Form,stadium-2,https://cdn.pokedb.org/f051450a970596ba3eceea1d0a8ce21a3cfb8c25c002f5047ff2ce25582b4511
169,Normal Form,x-y,https://cdn.pokedb.org/21b602602170a74ac8ab9515ef1160de974a51787435104f1e819cc61936bb04
170,Normal Form,gold-silver,https://cdn.pokedb.org/6e99f3ea76c71b087842d6907088606f149a39203bc104a132fc864180222184
170,Normal Form,stadium-2,https://cdn.pokedb.org/7c06ab12f73eaa2533679e0f831b86c0976f526002716c06e836a93943ca9fee
170,Normal Form,x-y,https://cdn.pokedb.org/004e3db8d314e92712bb8743fce262af96973fe11e08672a9adacec738f63381
171,Normal Form,gold-silver,https://cdn.pokedb.org/91442347d79765aad7e8df94b1362c5d29067da90aefcc89e450a14afc84731f
171,Normal Form,stadium-2,https://cdn.pokedb.org/a45782ff56c6608539cf43f16e82231a972416262b8a34700a7eae50f5ac4572
171,Normal Form,x-y,https://cdn.pokedb.org/dc90fe072a1f9094d4563ffaf3435cb15bbc4c0f0ee68e92d1504d58879c9065
172,Normal Form,gold-silver,https://cdn.pokedb.org/cb62f60a986dc0caccc76297ae2deedd7d0163b098b4dd5ae6529573a099985b
172,Normal Form,stadium-2,https://cdn.pokedb.org/e93c40c5c20301a4c4e47cc6413ade487d2e52d1583fb8cf23b5ad1c61e1cdf7
172,Normal Form,x-y,https://cdn.pokedb.org/072ea09b22be11efc9acf40c06856b0ec53c0844e263d215f4113a9ef5ac3be3
173,Normal Form,gold-silver,https://cdn.pokedb.org/595763f83d5d7fce3393f7a95180521f9a3690cc2839cea6eae03a5385bd49d8
173,Normal Form,stadium-2,https://cdn.pokedb.org/3cf5878c81aeb6ed1cf4264433e07925fec39d407459048b321ef35b3ab39d67
173,Normal Form,x-y,https://cdn.pokedb.org/561e995c919a620f4a82d5e275e3cace048b3a46f91332cd446e195d60610ca2
174,Normal Form,gold-silver,https://cdn.pokedb.org/a15164b45823a36bad9622b32425cbc904b5029a7b15ed62a27d89c8f25d1290
174,Normal Form,stadium-2,https://cdn.pokedb.org/504d9599493b9da4a6f35965635c8012515842f46b0512b52828852c7a1ef757
174,Normal Form,x-y,https://cdn.pokedb.org/63701ec6b6d8413a1ce6f8ecc06c1d5c6641042d0389be6198e9d53896a92d3d
175,Normal Form,gold-silver,https://cdn.pokedb.org/5d8d92a89da526eeec3ce86fe39ab3bfd4e7ffcf300e9438973e21b9722cef5d
175,Normal Form,stadium-2,https://cdn.pokedb.org/abe2f50c4f3ad3084d68ab854834548459b4159d6f8ec78acf5465826a6744ea
175,Normal Form,x-y,https://cdn.pokedb.org/ef0b138303f43e25a638f6f3001e8dfc2efce588ba69ff05ce0b958d1b441335
176,Normal Form,gold-silver,https://cdn.pokedb.org/b9d52266465af67ae7901ca2b31e3fbf9bfe65321c8008f77dceea4c71781c55
176,Normal Form,stadium-2,https://cdn.pokedb.org/e32c05e12e811925bda800dd1ff7b2c6e1c415d8603eb9bb4f55e0399048a6e4
176,Normal Form,x-y,https://cdn.pokedb.org/f2b7e1e2a10b777ccdd25af6a012d67ab64bab84806b9801a6e63b47b8ba3f49
177,Normal Form,gold-silver,https://cdn.pokedb.org/cd7ab42df9a0ba4038120189de02d97eff6a4bda37bab198ccb4c46eddd25703
177,Normal Form,stadium-2,https://cdn.pokedb.org/a6fcb962345d731c75dc84bf8017ac0c3f7d4f5fc844e0b263b6ed3daba7a175
177,Normal Form,x-y,https://cdn.pokedb.org/769e63f100d7c999c30a175110bf5380e2f50015dac804fca832757fda0671ef
178,Normal Form,gold-silver,https://cdn.pokedb.org/3b469171788afc129ea221d048dd87c0d052173a9d4a74849c22b0b00dc47964
178,Normal Form,stadium-2,https://cdn.pokedb.org/33e02df3a231acfd3621d7e78feab8c48347af015e62e66c4f466edc32ceb2c4
178,Normal Form,x-y,https://cdn.pokedb.org/c88b2398620b664405f791b0e2e01ea65caf3e65f46a486be5c545f57221fed6
179,Normal Form,gold-silver,https://cdn.pokedb.org/63b29880a1463717b9a19619a2ae4db3f870ead8573d7794126d94b647490a3f
179,Normal Form,stadium-2,https://cdn.pokedb.org/a125c194af279b19edc4d407eee78e2b409a3ee794ae0ebc5282b47b4ea7738d
179,Normal Form,x-y,https://cdn.pokedb.org/f20019c3d59872970a6b174a0a153892851c6938703c7dcd9893ed15f43fa8c5
180,Normal Form,gold-silver,https://cdn.pokedb.org/cf1933ab36d5947df9eef8fb7db9916c4940a5bce7d4fae350ad900cf326c999
180,Normal Form,stadium-2,https://cdn.pokedb.org/67161e985e4d0981c37504e41f3dfb7b7d22ceebe224fe47207d95c7377d653b
180,Normal Form,x-y,https://cdn.pokedb.org/d3247436ad7443bf55cb3da7147083016b98ab652bfe0e7cb90577be6c989d78
181,Mega Evolution,x-y,https://cdn.pokedb.org/7dfcad1153e7679457fd4a5578ce470ef1ba0b2f5d39ecf50d92223b0e0a54ca
181,Normal Form,gold-silver,https://cdn.pokedb.org/188dba95bffdd688cf19258a581a13c567947f47ed20e567e81b235bea3772b0
181,Normal Form,stadium-2,https://cdn.pokedb.org/278c9942fe3fc42140306c0820d688f5143b357dc1d3e1f575f3479917ce2139
181,Normal Form,x-y,https://cdn.pokedb.org/f589c318dec2e88d1cbaf32a017eadb364143a9c9b3d6818c37ec5fa7cd6d12b
182,Normal Form,gold-silver,https://cdn.pokedb.org/2d91731af755831a826a8b4652731575cc1ff50da34a541919e52f67d8a13abc
182,Normal Form,stadium-2,https://cdn.pokedb.org/f7f0f79543ba18d6d91c37146a49b6a039d9b274ff3763d3bc774dafa526d086
182,Normal Form,x-y,https://cdn.pokedb.org/2bf7a6b41e914c0df3de1c362f8c7eb43835ed44e48063a2745f3a68284b3e9e
183,Normal Form,gold-silver,https://cdn.pokedb.org/0f62e59fed5267dba2800421c0936e3021cfe2ef0b748f2584d9a2f96bd84a2e
183,Normal Form,stadium-2,https://cdn.pokedb.org/31f0e9235973aea06cb49fc93bd4a6343ecd5c5e352ea6fa47be0d766de82ff5
183,Normal Form,x-y,https://cdn.pokedb.org/5a8f7c3dd68852d57beb79d7a05004734f50f2fb16c570a6d4b95e19d3a83024
184,Normal Form,gold-silver,https://cdn.pokedb.org/9a7071ae5d483b41f2c075742a01ded903a2000a7bccaf982212a620001808ad
184,Normal Form,stadium-2,https://cdn.pokedb.org/e26666d5892b799d34c806c3b0e58595e6b0777b7af6bcbc77fd68224c5e9ef0
184,Normal Form,x-y,https://cdn.pokedb.org/5d1e945cbd1561a24f517b5fedbc986a06426f2401f6ce4fd4ce61e1f962edf3
185,Normal Form,gold-silver,https://cdn.pokedb.org/aca86a3ba80a1c9c896b8290afbd201cc1e26a78b80c6137a42884b1759930f4
185,Normal Form,stadium-2,https://cdn.pokedb.org/6ed6940116275827af1375ca27c9bae9855415260452895f12f64e2e20d971b1
185,Normal Form,x-y,https://cdn.pokedb.org/d1157efba7369713a40df9f2a9b88dbf72f4eeb628f27e1b5a69f52f81e03dbc
186,Normal Form,gold-silver,https://cdn.pokedb.org/eb480af485202691c41c6a4dae7dbcd23c014ff8857e714a780c440a58bd239e
186,Normal Form,stadium-2,https://cdn.pokedb.org/b02ad99a0f526a39e51a96139cd7f160284116bb2becae9a9f5f16eac8893450
186,Normal Form,x-y,https://cdn.pokedb.org/e71b81eb1f70061feafdaec539040001cbb7a9e125440e75f8d8f6cef5aea475
187,Normal Form,gold-silver,https://cdn.pokedb.org/d8f5cdb5d8a74d6d5ae15bad3460fa81feeb525e84e3a122eea549306b875e00
187,Normal Form,stadium-2,https://cdn.pokedb.org/6c98afa4204361702e54e41243742cfb36a6a531dddb352ea5954c76b912189e
187,Normal Form,x-y,https://cdn.pokedb.org/7cee7208c4aee28f6d7795193746e4a6ac88d6c941cd61745ee9f9bef3cdefd5
188,Normal Form,gold-silver,https://cdn.pokedb.org/4be3098243053f8e1ec195c1a8813147d112b3f8ef039d22217e1196c29d44b3
188,Normal Form,stadium-2,https://cdn.pokedb.org/7a4860f9ad280acaf0caa7cb3e0977628a3d4c35e6d5bfc6a18c597237c45bc7
188,Normal Form,x-y,https://cdn.pokedb.org/63f19ba7df876b8a63f0471057cc55a30685c8b7ffc329f02fb7548a37e0a599
189,Normal Form,gold-silver,https://cdn.pokedb.org/0a68465568a4a263be845f1660893bf8fcd2081d8adfb647d08ee582517440c6
189,Normal Form,stadium-2,https://cdn.pokedb.org/40ec4ecf797e66cffeca08d5b1bae770b59d28a1daf9ef1f0e18641222071fb4
189,Normal Form,x-y,https://cdn.pokedb.org/1cef183013a5e049cb89300b1215310a3a91f693d59749687b437c8190714f93
190,Normal Form,gold-silver,https://cdn.pokedb.org/afd6fc853524cc80c7c4eeace857a1d36d6ed4f4c6b9b40b3f2979f4878bac98
190,Normal Form,stadium-2,https://cdn.pokedb.org/f7a8dbf1cc864aa5cf8f17d48a955a57a3ca2f954f944ee3809c4b47f5663672
190,Normal Form,x-y,https://cdn.pokedb.org/9f22cfd17f0b34662b817b904e3dd69927e6e9dc9ee30f3a62239364c1d3f354
191,Normal Form,gold-silver,https://cdn.pokedb.org/5e939214adaac8dbc86fa6e1924f74f179d9e675f9221ca55d10b128ce42df87
191,Normal Form,stadium-2,https://cdn.pokedb.org/8cd1951f8e355a7b583000ed5b65dbd3ed87ebf39dc397c9e97de41e6dbdcddb
191,Normal Form,x-y,https://cdn.pokedb.org/e13992b3090a50452294bb11b88dada2e2f60940461f24c121c2745aeac3af81
192,Normal Form,gold-silver,https://cdn.pokedb.org/7dd620271f04f483b8fcf98194d311ab2aa255a216cbd942e591d37d99559d3a
192,Normal Form,stadium-2,https://cdn.pokedb.org/125c924244c93f10d99734458efd8fda842dd6d55a946cf805a8e24afe26ac08
192,Normal Form,x-y,https://cdn.pokedb.org/560669446de137f4a9d675dfb0886a7f42c262c977a09d7d27fc6b0f39bea566
193,Normal Form,gold-silver,https://cdn.pokedb.org/73123749e8bef0a75d7bc3b8566af8bfd68c9f11d1607d1eee9260b51bf170ce
193,Normal Form,stadium-2,https://cdn.pokedb.org/9dfca8908ab1252f3213a24cca5a084a604ff9e6f909ba64f227da5be29a96ec
193,Normal Form,x-y,https://cdn.pokedb.org/af060f3edf868aef1d17421dfa0aa807f9031b16c6ba01b1cbad9f1cc8e377eb
194,Normal Form,gold-silver,https://cdn.pokedb.org/cf5f671276c49660fa4d608d1153d1b24fa2923107706cfba2a00fc6bf941f4d
194,Normal Form,stadium-2,https://cdn.pokedb.org/1e5b86802021b199f991a935644cd0ad51ca01ed4a36a15d0034d9f2e5933727
194,Normal Form,x-y,https://cdn.pokedb.org/1b626984a0324360d110aad895a3f4ca49b5f56a6b6974dd09eba7d3fbfb3f7c
195,Normal Form,gold-silver,https://cdn.pokedb.org/bd0e0e540765db2cbdc23464cec06a190cc3e4922d3b32b6cbb7a010b6cc5886
195,Normal Form,stadium-2,https://cdn.pokedb.org/6674affbc2f1af9a71dc0864156807a6d03839a190f46dd04134326d1d8f02dd
195,Normal Form,x-y,https://cdn.pokedb.org/7cc20af3e4c8da080e14dd5b0ed20da8fd354b2e20aedc334b3eb6e05768d643
196,Normal Form,gold-silver,https://cdn.pokedb.org/80c6f45b81ecff4071a2d4bf219d793026f50c0912d9b380dad093b763492490
196,Normal Form,stadium-2,https://cdn.pokedb.org/2665cabd741d4edb27403796ec801df70fd95edfe3b50276eeabf4a07fcc75a9
196,Normal Form,x-y,https://cdn.pokedb.org/113295afbee88c496cde2264781d5d8323db82a919ee155d5f663b71c76b795e
197,Normal Form,gold-silver,https://cdn.pokedb.org/463a229890d99c6ce0e8940ce310899fa0c2797b047165856472335c3e084b81
197,Normal Form,stadium-2,https://cdn.pokedb.org/5a82966b89d167198324640f149d82bcdbe1a99aeb463f8ad675994d4f901244
197,Normal Form,x-y,https://cdn.pokedb.org/6700ee6d30c7d47d8fdf4cf1e36e5727270272c4645c3bc6aa537d0661ed49d6
198,Normal Form,gold-silver,https://cdn.pokedb.org/eaebce0552e141a6375a0fc7c780f4a4cb669eea57004b9983ec2296ea5d9f68
198,Normal Form,stadium-2,https://cdn.pokedb.org/cd983a9ac5cf4bc0b21394827ba8378f95391bd080e06e43f4010db154e967a6
198,Normal Form,x-y,https://cdn.pokedb.org/c79519448ed0412aab9919f4740a34d64ee25227791af687654f169e49e30636
199,Normal Form,gold-silver,https://cdn.pokedb.org/08fadcce8a5e33c75faab93b5df5d79e3f4737e7166174e3ff4c42c98b4da1a6
199,Normal Form,stadium-2,https://cdn.pokedb.org/cb99228482a61aa22a3ade58d9fdf8fb99365b10b8ac792d4766e98d784d8980
199,Normal Form,x-y,https://cdn.pokedb.org/8ecb92f134c310cb47e1895fd66414ca7e08f6afff7f695572c507fff1ca16fb
200,Normal Form,gold-silver,https://cdn.pokedb.org/010c78909f99a6ab7cf8e506cbd8bbf06721f2f025f95998a1a7dfd46b768300
200,Normal Form,stadium-2,https://cdn.pokedb.org/a0879cba7c54811b6fcdf4b4e74af92c38cd2f4d192a2447a8907ae63520e60c
200,Normal Form,x-y,https://cdn.pokedb.org/a77011d520571febb0361e7070dcf42dae6ad4e11c578189816ceca9b6b99395
201,Normal Form,gold-silver,https://cdn.pokedb.org/76d3f5e2185eadd76fe831317862f008b3f178a26d01d5cf92367e254183ee52
201,Normal Form,stadium-2,https://cdn.pokedb.org/84a55e5fd01251a5611f4f0ae899f12ea80b66fe8734b2cb247ee5018cb1c6a2
201,Normal Form,x-y,https://cdn.pokedb.org/72fc9b14b1c9eb73036b351c9aa4548d668c881d5b4afcfff84fe2109795592d
202,Normal Form,gold-silver,https://cdn.pokedb.org/d2dec3638b6b9c81b61d27ecef69b57f0f1d15bae6d909b4004bac1567097616
202,Normal Form,stadium-2,https://cdn.pokedb.org/7e34f928745201fc13c571b76880c6b3d9d6cb75e477354cf30595b28105930a
202,Normal Form,x-y,https://cdn.pokedb.org/d13d359d2651f2b8cc7d559280c5fc9ba5468af0f03f982ddfded51d9d101607
203,Normal Form,gold-silver,https://cdn.pokedb.org/12c23b34cf207cecc06b9531420d38129616559951323b640e62f7c996961875
203,Normal Form,stadium-2,https://cdn.pokedb.org/371d7d5a81b8799761d92e1c9d273f6f07ddc5187fb123c51273e788cf35f5d1
203,Normal Form,x-y,https://cdn.pokedb.org/9a97fb0aa17ea424d1e73e3bd30708625283d939d57014b3eaf56f591dfe9149
204,Normal Form,gold-silver,https://cdn.pokedb.org/1f76691d550ab7f926b0b14914ba8da68d31864ea478bc77fdb086afdcb6ce29
204,Normal Form,stadium-2,https://cdn.pokedb.org/c4f5ad0e62ae97d1df8b7f1c705b893f7584ac1da0ade080ed70119b41f6965b
204,Normal Form,x-y,https://cdn.pokedb.org/e2b78b60667eb993338a7d0a3524455597b91a6bc1332db991eed83495b8acdb
205,Normal Form,gold-silver,https://cdn.pokedb.org/44a423e1036b140538110c2006a9e8ca62d68664c16ade15b506ecef76f8f878
205,Normal Form,stadium-2,https://cdn.pokedb.org/29e5a9dfa9ea21e5414e4c2809f03b720768588e84430c03c6ee57f7551a69c8
205,Normal Form,x-y,https://cdn.pokedb.org/1229d96327330e36161417addd432eb89da513491e54206a4d87a0d277fe4192
206,Normal Form,gold-silver,https://cdn.pokedb.org/e1e16908c0493368c9809af793d55d4a29b4e56ac86ce1fe099287c23098709a
206,Normal Form,stadium-2,https://cdn.pokedb.org/5e723e3f1ab2e93447821a79cdc3bb9cf789e7c77a38330b8616454b51f79375
206,Normal Form,x-y,https://cdn.pokedb.org/023fdb27c6e2f9ecbd686ed492aba1d0b528b86853850ddf506fc45aca7a23ae
207,Normal Form,gold-silver,https://cdn.pokedb.org/ba9d0d3e2cbe62c80f8856a621743b5b11b7fe6362022eb8c9e0a7ed9934e7ad
207,Normal Form,stadium-2,https://cdn.pokedb.org/cbf4e4c69da4c0e29109140846f0662690a4774822419ce5d6fda72ba41fd147
207,Normal Form,x-y,https://cdn.pokedb.org/6a139dced8e599d0cac54f93d9156821969012a71d98825ab4a9fa5ba4c6efcd
208,Mega Evolution,omega-ruby-alpha-sapphire,https://cdn.pokedb.org/8e93c9318373979419511d68c50a03c44478a17b0593d89cd5be2594cbb353b9
208,Normal Form,gold-silver,https://cdn.pokedb.org/7a231364dc3e513a1fcf52084528b9edb62342b7f7cdc5a91829af03bc16aefb
208,Normal Form,stadium-2,https://cdn.pokedb.org/66b93850c19e1872a5239935da288124a522a0f5122571144b30a2b88b29a5a2
